Coach,Team,,Seasons_w_Franch,Seasons_Overall,,Regular_Season_Current_Games,Regular_Season_Current_Wins,Regular_Season_Current_Loss,Regular_Season_w_Franchise_Games,Regular_Season_w_Franchise_Wins,Regular_Season_w_Franchise_Loss,Regular_Season_Career_Games,Regular_Season_Career_Wins,Regular_Season_Career_Loss,Regular_Season_Career_W%,
Mike Budenholzer,ATL,,4,4,,82,43,39,328,189,139,328,189,139,.576
Brad Stevens,BOS,,4,4,,82,53,29,328,166,162,328,166,162,.506
Kenny Atkinson,BRK,,1,1,,82,20,62,82,20,62,82,20,62,.244
Fred Hoiberg,CHI,,2,2,,82,41,41,164,83,81,164,83,81,.506
Steve Clifford,CHO,,4,4,,82,36,46,328,160,168,328,160,168,.488
Tyronn Lue,CLE,,2,2,,82,51,31,123,78,45,123,78,45,.634
Rick Carlisle,DAL,,9,15,,82,33,49,722,413,309,1214,694,520,.572
Mike Malone,DEN,,2,4,,82,40,42,164,73,91,270,112,158,.415
Stan Van Gundy,DET,,3,11,,82,37,45,246,113,133,825,484,341,.587
Steve Kerr,GSW,,3,3,,82,67,15,246,207,39,246,207,39,.841
Mike D'Antoni,HOU,,1,13,,82,55,27,82,55,27,963,510,453,.530
Nate McMillan,IND,,1,13,,82,42,40,82,42,40,1012,520,492,.514
Doc Rivers,LAC,,4,18,,82,51,31,328,217,111,1388,804,584,.579
Luke Walton,LAL,,1,1,,82,26,56,82,26,56,82,26,56,.317
David Fizdale,MEM,,1,1,,82,43,39,82,43,39,82,43,39,.524
Erik Spoelstra,MIA,,9,9,,82,41,41,722,440,282,722,440,282,.609
Jason Kidd,MIL,,3,4,,82,42,40,246,116,130,328,160,168,.488
Tom Thibodeau,MIN,,1,6,,82,31,51,82,31,51,476,286,190,.601
Alvin Gentry,NOP,,2,14,,82,34,48,164,64,100,869,399,470,.459
Jeff Hornacek,NYK,,1,4,,82,31,51,82,31,51,295,132,163,.447
Billy Donovan,OKC,,2,2,,82,47,35,164,102,62,164,102,62,.622
Frank Vogel,ORL,,1,7,,82,29,53,82,29,53,513,279,234,.544
Brett Brown,PHI,,4,4,,82,28,54,328,75,253,328,75,253,.229
Earl Watson,PHO,,2,2,,82,24,58,115,33,82,115,33,82,.287
Terry Stotts,POR,,5,9,,82,41,41,410,223,187,693,338,355,.488
Dave Joerger,SAC,,1,4,,82,32,50,82,32,50,328,179,149,.546
Gregg Popovich,SAS,,21,21,,82,61,21,1656,1150,506,1656,1150,506,.694
Dwane Casey,TOR,,6,8,,82,51,31,476,261,215,598,314,284,.525
Quin Snyder,UTA,,3,3,,82,51,31,246,129,117,246,129,117,.524
Scott Brooks,WAS,,1,8,,82,49,33,82,49,33,627,387,240,.617
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
