Coach,Team,,Seasons_w_Franch,Seasons_Overall,,Regular_Season_Current_Games,Regular_Season_Current_Wins,Regular_Season_Current_Loss,Regular_Season_w_Franchise_Games,Regular_Season_w_Franchise_Wins,Regular_Season_w_Franchise_Loss,Regular_Season_Career_Games,Regular_Season_Career_Wins,Regular_Season_Career_Loss,Regular_Season_Career_W%,
Mike Budenholzer,ATL,,3,3,,82,48,34,246,146,100,246,146,100,.593
Brad Stevens,BOS,,3,3,,82,48,34,246,113,133,246,113,133,.459
Lionel Hollins,BRK,,2,9,,37,10,27,119,48,71,534,262,272,.491
Tony Brown,BRK,,1,1,,45,11,34,45,11,34,45,11,34,.244
Fred Hoiberg,CHI,,1,1,,82,42,40,82,42,40,82,42,40,.512
Steve Clifford,CHO,,3,3,,82,48,34,246,124,122,246,124,122,.504
David Blatt,CLE,,2,2,,41,30,11,123,83,40,123,83,40,.675
Tyronn Lue,CLE,,1,1,,41,27,14,41,27,14,41,27,14,.659
Rick Carlisle,DAL,,8,14,,82,42,40,640,380,260,1132,661,471,.584
Mike Malone,DEN,,1,3,,82,33,49,82,33,49,188,72,116,.383
Stan Van Gundy,DET,,2,10,,82,44,38,164,76,88,743,447,296,.602
Steve Kerr,GSW,,2,2,,82,73,9,164,140,24,164,140,24,.854
Kevin McHale,HOU,,5,7,,11,4,7,323,193,130,417,232,185,.556
J.B. Bickerstaff,HOU,,1,1,,71,37,34,71,37,34,71,37,34,.521
Frank Vogel,IND,,6,6,,82,45,37,431,250,181,431,250,181,.580
Doc Rivers,LAC,,3,17,,82,53,29,246,166,80,1306,753,553,.577
Byron Scott,LAL,,2,15,,82,17,65,164,38,126,1101,454,647,.412
Dave Joerger,MEM,,3,3,,82,42,40,246,147,99,246,147,99,.598
Erik Spoelstra,MIA,,8,8,,82,48,34,640,399,241,640,399,241,.623
Jason Kidd,MIL,,2,3,,82,33,49,164,74,90,246,118,128,.480
Sam Mitchell,MIN,,1,6,,82,29,53,82,29,53,427,185,242,.433
Alvin Gentry,NOP,,1,13,,82,30,52,82,30,52,787,365,422,.464
Derek Fisher,NYK,,2,2,,54,23,31,136,40,96,136,40,96,.294
Kurt Rambis,NYK,,1,4,,28,9,19,28,9,19,229,65,164,.284
Billy Donovan,OKC,,1,1,,82,55,27,82,55,27,82,55,27,.671
Scott Skiles,ORL,,1,14,,82,35,47,82,35,47,958,478,480,.499
Brett Brown,PHI,,3,3,,82,10,72,246,47,199,246,47,199,.191
Jeff Hornacek,PHO,,3,3,,49,14,35,213,101,112,213,101,112,.474
Earl Watson,PHO,,1,1,,33,9,24,33,9,24,33,9,24,.273
Terry Stotts,POR,,4,8,,82,44,38,328,182,146,611,297,314,.486
George Karl,SAC,,2,27,,82,33,49,112,44,68,1999,1175,824,.588
Gregg Popovich,SAS,,20,20,,82,67,15,1574,1089,485,1574,1089,485,.692
Dwane Casey,TOR,,5,7,,82,56,26,394,210,184,516,263,253,.510
Quin Snyder,UTA,,2,2,,82,40,42,164,78,86,164,78,86,.476
Randy Wittman,WAS,,5,10,,82,41,41,377,178,199,684,278,406,.406
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
