Coach,Team,,Seasons_w_Franch,Seasons_Overall,,Regular_Season_Current_Games,Regular_Season_Current_Wins,Regular_Season_Current_Loss,Regular_Season_w_Franchise_Games,Regular_Season_w_Franchise_Wins,Regular_Season_w_Franchise_Loss,Regular_Season_Career_Games,Regular_Season_Career_Wins,Regular_Season_Career_Loss,Regular_Season_Career_W%,
Larry Drew,ATL,,2,2,,66,40,26,148,84,64,148,84,64,.568
Doc Rivers,BOS,,8,13,,66,39,27,640,375,265,979,546,433,.558
Paul Silas,CHA,,6,12,,66,7,59,401,193,208,875,387,488,.442
Tom Thibodeau,CHI,,2,2,,66,50,16,148,112,36,148,112,36,.757
Byron Scott,CLE,,2,12,,66,21,45,148,40,108,855,392,463,.458
Rick Carlisle,DAL,,4,10,,66,36,30,312,198,114,804,479,325,.596
George Karl,DEN,,8,24,,66,38,28,598,366,232,1805,1074,731,.595
Lawrence Frank,DET,,1,8,,66,25,41,66,25,41,532,250,282,.470
Mark Jackson,GSW,,1,1,,66,23,43,66,23,43,66,23,43,.348
Kevin McHale,HOU,,1,3,,66,34,32,66,34,32,160,73,87,.456
Frank Vogel,IND,,2,2,,66,42,24,104,62,42,104,62,42,.596
Vinny Del Negro,LAC,,2,4,,66,40,26,148,72,76,312,154,158,.494
Mike Brown,LAL,,1,6,,66,41,25,66,41,25,476,313,163,.658
Lionel Hollins,MEM,,6,6,,66,41,25,333,158,175,333,158,175,.474
Erik Spoelstra,MIA,,4,4,,66,46,20,312,194,118,312,194,118,.622
Scott Skiles,MIL,,4,12,,66,31,35,312,146,166,844,427,417,.506
Rick Adelman,MIN,,1,21,,66,26,40,66,26,40,1627,971,656,.597
Avery Johnson,NJN,,2,6,,66,22,44,148,46,102,412,240,172,.583
Monty Williams,NOH,,2,2,,66,21,45,148,67,81,148,67,81,.453
Mike D'Antoni,NYK,,4,10,,42,18,24,288,121,167,727,388,339,.534
Mike Woodson,NYK,,1,7,,24,18,6,24,18,6,516,224,292,.434
Scott Brooks,OKC,,4,4,,66,47,19,299,174,125,299,174,125,.582
Stan Van Gundy,ORL,,5,8,,66,37,29,394,259,135,579,371,208,.641
Doug Collins,PHI,,2,10,,66,35,31,148,76,72,767,408,359,.532
Alvin Gentry,PHO,,4,11,,66,33,33,261,145,116,664,322,342,.485
Nate McMillan,POR,,7,12,,43,20,23,535,266,269,930,478,452,.514
Kaleb Canales,POR,,1,1,,23,8,15,23,8,15,23,8,15,.348
Paul Westphal,SAC,,3,10,,7,2,5,171,51,120,597,318,279,.533
Keith Smart,SAC,,1,3,,59,20,39,59,20,39,181,65,116,.359
Gregg Popovich,SAS,,16,16,,66,50,16,1246,847,399,1246,847,399,.680
Dwane Casey,TOR,,1,3,,66,23,43,66,23,43,188,76,112,.404
Tyrone Corbin,UTA,,2,2,,66,36,30,94,44,50,94,44,50,.468
Flip Saunders,WAS,,3,16,,17,2,15,181,51,130,1164,638,526,.548
Randy Wittman,WAS,,1,6,,49,18,31,49,18,31,356,118,238,.331
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
