Coach,Team,,Seasons_w_Franch,Seasons_Overall,,Regular_Season_Current_Games,Regular_Season_Current_Wins,Regular_Season_Current_Loss,Regular_Season_w_Franchise_Games,Regular_Season_w_Franchise_Wins,Regular_Season_w_Franchise_Loss,Regular_Season_Career_Games,Regular_Season_Career_Wins,Regular_Season_Career_Loss,Regular_Season_Career_W%,
Mike Woodson,ATL,,2,2,,82,26,56,164,39,125,164,39,125,.238
Doc Rivers,BOS,,2,7,,82,33,49,164,78,86,503,249,254,.495
Bernie Bickerstaff,CHA,,2,12,,82,26,56,164,44,120,850,382,468,.449
Scott Skiles,CHI,,3,6,,82,41,41,230,107,123,425,223,202,.525
Mike Brown,CLE,,1,1,,82,50,32,82,50,32,82,50,32,.610
Avery Johnson,DAL,,2,2,,82,60,22,100,76,24,100,76,24,.760
George Karl,DEN,,2,18,,82,44,38,122,76,46,1329,784,545,.590
Flip Saunders,DET,,1,11,,82,64,18,82,64,18,819,475,344,.580
Mike Montgomery,GSW,,2,2,,82,34,48,164,68,96,164,68,96,.415
Jeff Van Gundy,HOU,,3,10,,82,34,48,246,130,116,666,378,288,.568
Rick Carlisle,IND,,3,5,,82,41,41,246,146,100,410,246,164,.600
Mike Dunleavy,LAC,,3,13,,82,47,35,246,112,134,1034,510,524,.493
Phil Jackson,LAL,,6,15,,82,45,37,492,332,160,1230,877,353,.713
Mike Fratello,MEM,,2,16,,82,49,33,148,89,59,1185,661,524,.558
Stan Van Gundy,MIA,,3,3,,21,11,10,185,112,73,185,112,73,.605
Pat Riley,MIA,,9,22,,61,41,20,685,395,290,1740,1151,589,.661
Terry Stotts,MIL,,1,3,,82,40,42,82,40,42,219,92,127,.420
Dwane Casey,MIN,,1,1,,82,33,49,82,33,49,82,33,49,.402
Lawrence Frank,NJN,,3,3,,82,49,33,204,116,88,204,116,88,.569
Byron Scott,NOK,,2,6,,82,38,44,164,56,108,452,205,247,.454
Larry Brown,NYK,,1,27,,82,23,59,82,23,59,2146,1239,907,.577
Brian Hill,ORL,,5,8,,82,36,46,377,227,150,531,258,273,.486
Maurice Cheeks,PHI,,1,5,,82,38,44,82,38,44,383,200,183,.522
Mike D'Antoni,PHO,,3,4,,82,54,28,225,137,88,275,151,124,.549
Nate McMillan,POR,,1,6,,82,21,61,82,21,61,477,233,244,.488
Rick Adelman,SAC,,8,16,,82,44,38,624,395,229,1233,752,481,.610
Gregg Popovich,SAS,,10,10,,82,63,19,770,518,252,770,518,252,.673
Bob Weiss,SEA,,1,7,,30,13,17,30,13,17,522,223,299,.427
Bob Hill,SEA,,1,8,,52,22,30,52,22,30,521,279,242,.536
Sam Mitchell,TOR,,2,2,,82,27,55,164,60,104,164,60,104,.366
Jerry Sloan,UTA,,18,21,,82,41,41,1427,890,537,1642,984,658,.599
Eddie Jordan,WAS,,3,5,,82,42,40,246,112,134,343,145,198,.423
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
