Coach,Team,,Seasons_w_Franch,Seasons_Overall,,Regular_Season_Current_Games,Regular_Season_Current_Wins,Regular_Season_Current_Loss,Regular_Season_w_Franchise_Games,Regular_Season_w_Franchise_Wins,Regular_Season_w_Franchise_Loss,Regular_Season_Career_Games,Regular_Season_Career_Wins,Regular_Season_Career_Loss,Regular_Season_Career_W%,
Mike Woodson,ATL,,3,3,,82,30,52,246,69,177,246,69,177,.280
Doc Rivers,BOS,,3,8,,82,24,58,246,102,144,585,273,312,.467
Bernie Bickerstaff,CHA,,3,13,,82,33,49,246,77,169,932,415,517,.445
Scott Skiles,CHI,,4,7,,82,49,33,312,156,156,507,272,235,.536
Mike Brown,CLE,,2,2,,82,50,32,164,100,64,164,100,64,.610
Avery Johnson,DAL,,3,3,,82,67,15,182,143,39,182,143,39,.786
George Karl,DEN,,3,19,,82,45,37,204,121,83,1411,829,582,.588
Flip Saunders,DET,,2,12,,82,53,29,164,117,47,901,528,373,.586
Don Nelson,GSW,,8,28,,82,42,40,619,319,300,2152,1232,920,.572
Jeff Van Gundy,HOU,,4,11,,82,52,30,328,182,146,748,430,318,.575
Rick Carlisle,IND,,4,6,,82,35,47,328,181,147,492,281,211,.571
Mike Dunleavy,LAC,,4,14,,82,40,42,328,152,176,1116,550,566,.493
Phil Jackson,LAL,,7,16,,82,42,40,574,374,200,1312,919,393,.700
Mike Fratello,MEM,,3,17,,30,6,24,178,95,83,1215,667,548,.549
Tony Barone,MEM,,1,1,,52,16,36,52,16,36,52,16,36,.308
Pat Riley,MIA,,10,23,,82,44,38,767,439,328,1822,1195,627,.656
Terry Stotts,MIL,,2,4,,64,23,41,146,63,83,283,115,168,.406
Larry Krystkowiak,MIL,,1,1,,18,5,13,18,5,13,18,5,13,.278
Dwane Casey,MIN,,2,2,,40,20,20,122,53,69,122,53,69,.434
Randy Wittman,MIN,,1,3,,42,12,30,42,12,30,206,74,132,.359
Lawrence Frank,NJN,,4,4,,82,41,41,286,157,129,286,157,129,.549
Byron Scott,NOK,,3,7,,82,39,43,246,95,151,534,244,290,.457
Isiah Thomas,NYK,,1,4,,82,33,49,82,33,49,328,164,164,.500
Brian Hill,ORL,,6,9,,82,40,42,459,267,192,613,298,315,.486
Maurice Cheeks,PHI,,2,6,,82,35,47,164,73,91,465,235,230,.505
Mike D'Antoni,PHO,,4,5,,82,61,21,307,198,109,357,212,145,.594
Nate McMillan,POR,,2,7,,82,32,50,164,53,111,559,265,294,.474
Eric Musselman,SAC,,1,3,,82,33,49,82,33,49,246,108,138,.439
Gregg Popovich,SAS,,11,11,,82,58,24,852,576,276,852,576,276,.676
Bob Hill,SEA,,2,9,,82,31,51,134,53,81,603,310,293,.514
Sam Mitchell,TOR,,3,3,,82,47,35,246,107,139,246,107,139,.435
Jerry Sloan,UTA,,19,22,,82,51,31,1509,941,568,1724,1035,689,.600
Eddie Jordan,WAS,,4,6,,82,41,41,328,153,175,425,186,239,.438
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
