Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,GOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,
Indiana Pacers,3-0,2-1,3-0,2-2,3-1,1-1,0-2,2-2,1-1,1-1,,0-2,1-1,2-0,3-1,2-2,2-0,2-2,1-1,2-2,1-3,0-4,1-1,2-0,0-2,1-1,0-2,2-1,2-0,2-2
Los Angeles Clippers,2-0,0-2,2-0,2-0,1-1,2-1,1-2,0-2,4-0,0-3,2-0,,2-2,1-3,1-1,1-1,1-3,1-1,3-1,1-1,1-1,1-1,0-4,2-2,0-4,0-4,2-1,1-1,2-2,1-1
Los Angeles Lakers,1-1,1-1,2-0,1-1,1-1,2-2,2-2,0-2,3-1,2-2,1-1,2-2,,0-3,0-2,2-0,2-1,1-1,3-0,1-1,1-1,0-2,0-4,2-1,1-3,0-4,1-3,1-1,1-3,0-2
Memphis Grizzlies,2-0,1-1,2-0,0-2,0-2,0-4,0-4,2-0,3-1,1-3,0-2,3-1,3-0,,1-1,2-0,3-1,2-0,3-1,1-1,1-1,2-0,2-2,3-1,0-3,3-1,0-3,2-0,3-0,0-2
Miami Heat,4-0,2-1,3-1,3-1,3-0,0-2,1-1,1-2,2-0,1-1,1-3,1-1,2-0,1-1,,4-0,1-1,3-0,2-0,4-0,4-0,2-2,1-1,1-1,2-0,1-1,0-2,3-1,2-0,4-0
Milwaukee Bucks,2-1,1-3,4-0,2-2,2-2,0-2,0-2,2-2,0-2,1-1,2-2,1-1,0-2,0-2,0-4,,1-1,2-1,1-1,2-1,2-1,0-4,0-2,0-2,0-2,0-2,1-1,2-2,1-1,1-3
Minnesota Timberwolves,1-1,1-1,1-1,0-2,1-1,2-2,2-2,1-1,2-1,2-1,0-2,3-1,1-2,1-3,1-1,1-1,,2-0,4-0,1-1,1-1,2-0,1-3,4-0,3-1,1-2,1-3,0-2,3-1,1-1
New Jersey Nets,3-0,3-1,4-0,4-0,3-1,0-2,1-1,1-2,2-0,0-2,2-2,1-1,1-1,0-2,0-3,1-2,0-2,,2-0,3-1,1-3,3-1,0-2,1-1,1-1,0-2,0-2,2-2,2-0,1-3
New Orleans Hornets,1-1,0-2,1-1,1-1,0-2,0-4,0-4,0-2,2-2,1-3,1-1,1-3,0-3,1-3,0-2,1-1,0-4,0-2,,1-1,0-2,1-1,0-4,2-1,1-2,0-4,0-3,0-2,2-2,1-1
New York Knicks,3-1,1-3,3-1,0-4,3-1,0-2,1-1,0-3,1-1,1-1,2-2,1-1,1-1,1-1,0-4,1-2,1-1,1-3,1-1,,1-2,3-1,0-2,1-1,0-2,1-1,0-2,1-3,2-0,2-1
Orlando Magic,3-1,0-3,1-3,0-3,1-3,1-1,1-1,1-3,1-1,0-2,3-1,1-1,1-1,1-1,0-4,1-2,1-1,3-1,2-0,2-1,,2-2,0-2,1-1,1-1,1-1,1-1,2-2,2-0,2-2
Philadelphia 76ers,3-1,3-1,3-0,1-2,3-0,1-1,1-1,1-3,1-1,0-2,4-0,1-1,2-0,0-2,2-2,4-0,0-2,1-3,1-1,1-3,2-2,,0-2,1-1,0-2,0-2,1-1,3-1,1-1,2-1
Phoenix Suns,2-0,1-1,2-0,2-0,1-1,2-1,4-0,1-1,2-2,2-2,1-1,4-0,4-0,2-2,1-1,2-0,3-1,2-0,4-0,2-0,2-0,2-0,,3-0,2-2,1-2,2-1,2-0,3-1,1-1
Portland Trail Blazers,2-0,1-1,2-0,0-2,0-2,0-4,1-3,1-1,2-2,0-4,0-2,2-2,1-2,1-3,1-1,2-0,0-4,1-1,1-2,1-1,1-1,1-1,0-3,,1-3,1-2,1-3,1-1,2-2,0-2
Sacramento Kings,2-0,2-0,1-1,1-1,2-0,1-3,2-1,1-1,1-3,2-2,2-0,4-0,3-1,3-0,0-2,2-0,1-3,1-1,2-1,2-0,1-1,2-0,2-2,3-1,,1-3,1-3,1-1,2-1,2-0
San Antonio Spurs,2-0,2-0,2-0,2-0,2-0,3-1,2-2,1-1,3-0,2-2,1-1,4-0,4-0,1-3,1-1,2-0,2-1,2-0,4-0,1-1,1-1,2-0,2-1,2-1,3-1,,2-2,1-1,2-2,1-1
Seattle SuperSonics,2-0,0-2,2-0,1-1,2-0,1-3,2-2,1-1,2-2,1-3,2-0,1-2,3-1,3-0,2-0,1-1,3-1,2-0,3-0,2-0,1-1,1-1,1-2,3-1,3-1,2-2,,2-0,3-1,0-2
Toronto Raptors,2-1,1-3,2-1,0-3,1-3,0-2,0-2,1-3,1-1,1-1,1-2,1-1,1-1,0-2,1-3,2-2,2-0,2-2,2-0,3-1,2-2,1-3,0-2,1-1,1-1,1-1,0-2,,2-0,1-3
Utah Jazz,2-0,0-2,1-1,0-2,0-2,0-3,2-2,1-1,1-2,2-2,0-2,2-2,3-1,0-3,0-2,1-1,1-3,0-2,2-2,0-2,0-2,1-1,1-3,2-2,1-2,2-2,1-3,0-2,,0-2
Washington Wizards,4-0,1-3,4-0,2-1,2-1,0-2,0-2,0-4,1-1,1-1,2-2,1-1,2-0,2-0,0-4,3-1,1-1,3-1,1-1,1-2,2-2,1-2,1-1,2-0,0-2,1-1,2-0,3-1,2-0,
