Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,GOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,
Houston Rockets,0-2,1-1,0-2,0-2,1-1,1-1,2-2,0-3,0-2,0-3,,1-1,2-2,4-0,2-2,1-1,1-1,3-0,3-1,1-1,2-2,1-1,2-0,2-1,2-2,3-1,1-3,2-0,2-2,1-1
Indiana Pacers,2-2,3-1,3-1,1-3,0-3,1-3,2-0,1-1,3-1,0-2,1-1,,1-1,2-0,0-2,2-2,3-1,2-0,2-0,3-0,1-1,3-1,3-0,2-0,0-2,0-2,1-1,1-3,0-2,2-1
Los Angeles Clippers,1-1,1-1,2-0,1-1,2-0,0-2,3-1,2-1,2-0,0-4,2-2,1-1,,4-0,2-1,2-0,2-0,3-1,3-1,2-0,1-3,2-0,2-0,2-2,3-1,3-1,1-2,0-2,2-1,2-0
Los Angeles Lakers,0-2,1-1,2-0,0-2,0-2,0-2,0-3,1-3,1-1,1-3,0-4,0-2,0-4,,1-3,1-1,1-1,1-2,2-1,0-2,0-4,1-1,1-1,1-3,0-3,0-4,0-4,0-2,1-3,1-1
Memphis Grizzlies,0-2,1-1,2-0,1-1,0-2,1-1,1-3,3-1,2-0,0-4,2-2,2-0,1-2,3-1,,1-1,1-1,2-2,4-0,2-0,1-2,1-1,2-0,2-2,2-2,3-0,0-4,0-2,1-2,1-1
Miami Heat,3-1,0-3,3-1,4-0,2-2,2-1,2-0,2-0,2-2,0-2,1-1,2-2,0-2,1-1,1-1,,1-2,1-1,2-0,3-1,1-1,3-1,3-0,2-0,1-1,2-0,0-2,1-3,1-1,2-2
Milwaukee Bucks,2-1,1-3,3-0,1-3,1-3,1-3,1-1,1-1,1-3,1-1,1-1,1-3,0-2,1-1,1-1,2-1,,2-0,1-1,2-2,0-2,2-2,3-0,2-0,1-1,0-2,0-2,0-4,0-2,1-3
Minnesota Timberwolves,2-0,1-1,2-0,2-0,0-2,0-2,0-4,1-3,0-2,1-2,0-3,0-2,1-3,2-1,2-2,1-1,0-2,,2-2,0-2,1-3,0-2,1-1,2-2,1-3,4-0,0-3,1-1,1-3,1-1
New Orleans Pelicans,0-2,0-2,2-0,0-2,1-1,1-1,2-2,2-1,2-0,0-3,1-3,0-2,1-3,1-2,0-4,0-2,1-1,2-2,,1-1,1-2,0-2,1-1,2-2,1-3,4-0,1-3,0-2,2-2,1-1
New York Knicks,2-2,1-3,2-2,3-1,1-3,0-4,0-2,0-2,2-1,0-2,1-1,0-3,0-2,2-0,0-2,1-3,2-2,2-0,1-1,,1-1,1-2,4-0,2-0,1-1,0-2,0-2,1-3,1-1,1-2
Oklahoma City Thunder,1-1,1-1,1-1,0-2,2-0,0-2,4-0,4-0,1-1,0-3,2-2,1-1,3-1,4-0,2-1,1-1,2-0,3-1,2-1,1-1,,2-0,2-0,3-0,2-2,2-2,2-2,1-1,4-0,2-0
Orlando Magic,2-2,2-2,4-0,2-1,1-3,0-4,1-1,2-0,0-3,0-2,1-1,1-3,0-2,1-1,1-1,1-3,2-2,2-0,2-0,2-1,0-2,,3-1,0-2,1-1,1-1,0-2,1-2,2-0,0-4
Philadelphia 76ers,0-3,0-4,2-2,0-4,0-4,0-4,0-2,0-2,0-4,0-2,0-2,0-3,0-2,1-1,0-2,0-3,0-3,1-1,1-1,0-4,0-2,1-3,,2-0,1-1,1-1,0-2,0-4,0-2,0-4
Phoenix Suns,1-1,0-2,0-2,1-1,1-1,0-2,0-3,2-2,0-2,0-4,1-2,0-2,2-2,3-1,2-2,0-2,0-2,2-2,2-2,0-2,0-3,2-0,0-2,,2-1,1-3,0-4,1-1,0-4,0-2
Portland Trail Blazers,0-2,1-1,2-0,1-1,1-1,1-1,1-2,3-1,0-2,1-3,2-2,2-0,1-3,3-0,2-2,1-1,1-1,3-1,3-1,1-1,2-2,1-1,1-1,1-2,,4-0,0-3,0-2,3-1,2-0
Sacramento Kings,1-1,0-2,1-1,0-2,0-2,0-2,3-1,3-0,1-1,0-4,1-3,2-0,1-3,4-0,0-3,0-2,2-0,0-4,0-4,2-0,2-2,1-1,1-1,3-1,0-4,,0-3,2-0,2-1,1-1
San Antonio Spurs,2-0,2-0,2-0,1-1,1-1,1-1,4-0,3-1,2-0,1-3,3-1,1-1,2-1,4-0,4-0,2-0,2-0,3-0,3-1,2-0,2-2,2-0,2-0,4-0,3-0,3-0,,1-1,4-0,1-1
Toronto Raptors,3-1,3-1,4-0,0-4,2-1,2-1,2-0,0-2,2-1,0-2,0-2,3-1,2-0,2-0,2-0,3-1,4-0,1-1,2-0,3-1,1-1,2-1,4-0,1-1,2-0,0-2,1-1,,1-1,4-0
Utah Jazz,1-1,1-1,1-1,1-1,1-1,1-1,1-2,4-0,0-2,0-4,2-2,2-0,1-2,3-1,2-1,1-1,2-0,3-1,2-2,1-1,0-4,0-2,2-0,4-0,1-3,1-2,0-4,1-1,,1-1
Washington Wizards,2-2,0-4,3-0,2-1,2-2,2-2,1-1,0-2,3-1,0-2,1-1,1-2,0-2,1-1,1-1,2-2,3-1,1-1,1-1,2-1,0-2,4-0,4-0,2-0,0-2,1-1,1-1,0-4,1-1,
