Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,GOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,
Los Angeles Clippers,1-1,2-0,1-1,1-1,2-0,1-1,3-1,2-2,2-0,2-2,4-0,0-2,,3-1,1-2,0-2,2-0,4-0,3-1,2-0,2-2,1-1,2-0,3-1,1-2,4-0,1-2,2-0,3-0,2-0
Los Angeles Lakers,1-1,2-0,1-1,1-1,0-2,1-1,0-3,0-3,2-0,1-3,1-3,0-2,1-3,,1-3,0-2,0-2,1-3,1-2,1-1,1-3,1-1,1-1,1-3,1-2,3-1,1-3,1-1,2-2,0-2
Memphis Grizzlies,2-0,2-0,0-2,1-1,1-1,1-1,1-3,3-1,2-0,2-2,2-2,1-1,2-1,3-1,,1-1,2-0,2-2,1-3,2-0,1-3,2-0,2-0,4-0,2-1,3-0,0-4,0-2,3-0,2-0
Miami Heat,2-2,1-2,0-4,4-0,2-2,3-0,2-0,1-1,3-1,1-1,1-1,2-2,2-0,2-0,1-1,,3-0,1-1,1-1,3-1,1-1,4-0,1-2,2-0,2-0,1-1,1-1,4-0,1-1,2-2
Milwaukee Bucks,0-3,2-2,0-3,0-4,1-3,2-2,0-2,0-2,1-3,0-2,0-2,0-4,0-2,2-0,0-2,0-3,,0-2,0-2,1-3,0-2,2-2,2-1,0-2,0-2,0-2,0-2,0-4,1-1,1-3
Minnesota Timberwolves,1-1,1-1,1-1,1-1,1-1,1-1,3-1,2-2,2-0,1-2,1-3,1-1,0-4,3-1,2-2,1-1,2-0,,2-1,1-1,1-3,1-1,2-0,1-2,1-3,2-2,1-2,0-2,3-1,1-1
New Orleans Pelicans,2-0,2-0,1-1,1-1,2-0,2-0,0-4,2-2,2-0,0-3,1-3,0-2,1-3,2-1,3-1,1-1,2-0,1-2,,1-1,1-2,1-1,2-0,0-4,1-3,1-3,0-4,0-2,2-2,0-2
New York Knicks,2-2,2-2,3-1,2-2,2-2,2-2,1-1,1-1,1-2,1-1,0-2,1-2,0-2,1-1,0-2,1-3,3-1,1-1,1-1,,0-2,2-1,3-1,1-1,0-2,1-1,1-1,2-2,2-0,0-3
Oklahoma City Thunder,2-0,2-0,1-1,2-0,2-0,1-1,1-2,3-1,2-0,2-1,3-1,1-1,2-2,3-1,3-1,1-1,2-0,3-1,2-1,2-0,,1-1,2-0,1-2,2-2,4-0,4-0,1-1,3-1,1-1
Orlando Magic,2-2,1-3,2-2,2-2,1-2,0-4,0-2,0-2,2-1,0-2,0-2,1-3,1-1,1-1,0-2,0-4,2-2,1-1,1-1,1-2,1-1,,3-1,0-2,1-1,0-2,0-2,0-3,0-2,0-4
Philadelphia 76ers,0-3,3-1,1-3,1-3,1-3,1-3,0-2,1-1,1-3,0-2,1-1,0-3,0-2,1-1,0-2,2-1,1-2,0-2,0-2,1-3,0-2,1-3,,0-2,1-1,1-1,0-2,0-4,0-2,1-3
Phoenix Suns,2-0,2-0,0-2,2-0,0-2,1-1,1-2,4-0,1-1,2-2,1-2,2-0,1-3,3-1,0-4,0-2,2-0,2-1,4-0,1-1,2-1,2-0,2-0,,3-1,2-2,1-3,2-0,2-2,1-1
Portland Trail Blazers,2-0,2-0,2-0,1-1,2-0,2-0,1-2,4-0,2-0,2-2,1-3,1-1,2-1,2-1,1-2,0-2,2-0,3-1,3-1,2-0,2-2,1-1,1-1,1-3,,3-1,2-2,2-0,4-0,1-1
Sacramento Kings,0-2,1-1,1-1,0-2,1-1,1-1,1-3,2-1,0-2,0-4,2-2,0-2,0-4,1-3,0-3,1-1,2-0,2-2,3-1,1-1,0-4,2-0,1-1,2-2,1-3,,0-3,1-1,1-2,1-1
San Antonio Spurs,2-0,2-0,1-1,2-0,1-1,2-0,4-0,3-0,1-1,4-0,0-4,1-1,2-1,3-1,4-0,1-1,2-0,2-1,4-0,1-1,0-4,2-0,2-0,3-1,2-2,3-0,,2-0,4-0,2-0
Toronto Raptors,2-2,3-1,2-2,0-3,2-2,2-1,2-0,1-1,3-0,1-1,1-1,2-2,0-2,1-1,2-0,0-4,4-0,2-0,2-0,2-2,1-1,3-0,4-0,0-2,0-2,1-1,0-2,,2-0,3-1
Utah Jazz,0-2,1-1,0-2,2-0,1-1,0-2,0-4,2-2,1-1,0-4,1-2,0-2,0-3,2-2,0-3,1-1,1-1,1-3,2-2,0-2,1-3,2-0,2-0,2-2,0-4,2-1,0-4,0-2,,1-1
Washington Wizards,3-1,3-1,3-0,1-3,2-1,2-2,0-2,0-2,2-2,1-1,0-2,1-2,0-2,2-0,0-2,2-2,3-1,1-1,2-0,3-0,1-1,4-0,3-1,1-1,1-1,1-1,0-2,1-3,1-1,
