Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,GOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,
Indiana Pacers,1-3,1-3,4-0,1-3,4-0,1-1,1-1,2-2,1-1,0-2,,1-1,1-1,0-2,1-2,2-2,1-1,3-0,1-1,2-2,0-2,0-3,2-2,0-2,1-1,1-1,0-2,2-1,0-2,3-1
Los Angeles Clippers,0-2,1-1,2-0,1-1,1-1,0-4,2-2,1-1,2-2,1-3,1-1,,1-3,2-2,1-1,1-1,3-1,0-2,1-2,1-1,2-2,0-2,0-2,1-3,0-3,3-1,1-2,1-1,0-3,2-0
Los Angeles Lakers,2-0,1-1,1-1,1-1,1-1,2-1,1-2,2-0,3-1,2-1,1-1,3-1,,2-2,0-2,1-1,4-0,2-0,4-0,2-0,2-1,1-1,2-0,3-1,3-1,3-1,2-2,2-0,2-2,2-0
Memphis Grizzlies,0-2,1-1,1-1,0-2,1-1,3-1,1-2,2-0,2-1,1-3,2-0,2-2,2-2,,1-1,2-0,4-0,0-2,2-2,0-2,3-1,1-1,2-0,2-1,1-2,3-1,2-2,2-0,2-2,1-1
Miami Heat,3-1,1-3,4-0,0-3,3-1,0-2,1-1,4-0,2-0,2-0,2-1,1-1,2-0,1-1,,3-1,2-0,3-0,1-1,2-2,1-1,2-2,3-0,2-0,1-1,2-0,1-1,4-0,1-1,4-0
Milwaukee Bucks,2-2,0-3,2-1,0-4,3-1,2-0,0-2,1-3,1-1,1-1,2-2,1-1,1-1,0-2,1-3,,1-1,3-0,0-2,3-1,1-1,1-3,2-2,0-2,0-2,1-1,0-2,4-0,0-2,2-1
Minnesota Timberwolves,0-2,0-2,0-2,0-2,2-0,0-3,0-4,2-0,1-3,1-3,1-1,1-3,0-4,0-4,0-2,1-1,,1-1,2-1,1-1,0-4,0-2,0-2,0-3,0-4,1-2,0-4,1-1,1-3,1-1
New Jersey Nets,2-2,1-3,1-3,1-3,3-1,0-2,1-1,2-2,1-1,0-2,0-3,2-0,0-2,2-0,0-3,0-3,1-1,,1-1,0-4,0-2,0-4,0-4,0-2,1-1,1-1,0-2,2-2,1-1,1-2
New Orleans Hornets,2-0,1-1,2-0,0-2,2-0,2-2,2-1,1-1,1-2,3-1,1-1,2-1,0-4,2-2,1-1,2-0,1-2,1-1,,0-2,1-3,2-0,1-1,3-1,3-1,3-1,2-2,1-1,2-2,2-0
New York Knicks,2-2,0-4,2-1,2-1,1-3,0-2,1-1,2-1,1-1,0-2,2-2,1-1,0-2,2-0,2-2,1-3,1-1,4-0,2-0,,1-1,1-3,2-2,1-1,1-1,1-1,1-1,4-0,1-1,3-0
Oklahoma City Thunder,2-0,1-1,2-0,1-1,2-0,1-2,3-1,2-0,2-1,3-1,2-0,2-2,1-2,1-3,1-1,1-1,4-0,2-0,3-1,1-1,,1-1,2-0,3-1,3-1,4-0,0-3,0-2,3-1,2-0
Orlando Magic,1-3,1-2,4-0,1-3,4-0,1-1,1-1,2-1,1-1,2-0,3-0,2-0,1-1,1-1,2-2,3-1,2-0,4-0,0-2,3-1,1-1,,3-1,2-0,0-2,1-1,1-1,1-2,0-2,4-0
Philadelphia 76ers,2-2,1-3,2-1,2-1,2-2,0-2,2-0,1-2,1-1,2-0,2-2,2-0,0-2,0-2,0-3,2-2,2-0,4-0,1-1,2-2,0-2,1-3,,2-0,1-1,1-1,1-1,2-2,1-1,2-2
Phoenix Suns,2-0,1-1,0-2,0-2,2-0,0-4,1-3,1-1,4-0,2-1,2-0,3-1,1-3,1-2,0-2,2-0,3-0,2-0,1-3,1-1,1-3,0-2,0-2,,1-3,1-3,1-3,2-0,3-0,2-0
Portland Trail Blazers,0-2,0-2,1-1,1-1,2-0,2-2,2-2,2-0,1-3,2-1,1-1,3-0,1-3,2-1,1-1,2-0,4-0,1-1,1-3,1-1,1-3,2-0,1-1,3-1,,2-1,3-1,2-0,3-1,1-1
Sacramento Kings,0-2,0-2,0-2,0-2,1-1,0-3,1-3,0-2,2-2,1-3,1-1,1-3,1-3,1-3,0-2,1-1,2-1,1-1,1-3,1-1,0-4,1-1,1-1,3-1,1-2,,0-3,1-1,1-3,1-1
San Antonio Spurs,2-0,0-2,2-0,1-1,2-0,3-1,3-1,2-0,4-0,3-1,2-0,2-1,2-2,2-2,1-1,2-0,4-0,2-0,2-2,1-1,3-0,1-1,1-1,3-1,1-3,3-0,,2-0,3-0,2-0
Toronto Raptors,0-3,1-3,0-4,1-3,2-1,1-1,0-2,1-3,0-2,1-1,1-2,1-1,0-2,0-2,0-4,0-4,1-1,2-2,1-1,0-4,2-0,2-1,2-2,0-2,0-2,1-1,0-2,,0-2,2-2
Utah Jazz,1-1,0-2,2-0,0-2,2-0,0-4,2-2,1-1,1-3,1-2,2-0,3-0,2-2,2-2,1-1,2-0,3-1,1-1,2-2,1-1,1-3,2-0,1-1,0-3,1-3,3-1,0-3,2-0,,0-2
Washington Wizards,1-3,2-2,2-2,0-4,2-2,0-2,0-2,1-2,0-2,1-1,1-3,0-2,0-2,1-1,0-4,1-2,1-1,2-1,0-2,0-3,0-2,0-4,2-2,0-2,1-1,1-1,0-2,2-2,2-0,
