Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,GOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,
Atlanta Hawks,,1-2,2-2,1-2,3-0,0-2,0-2,3-1,2-0,0-2,3-1,2-0,0-2,2-0,1-3,2-2,2-0,2-2,0-2,2-2,0-2,3-1,2-2,0-2,2-0,2-0,0-2,3-0,1-1,3-1
Boston Celtics,2-1,,2-2,2-2,2-1,0-2,1-1,3-1,2-0,0-2,3-1,1-1,1-1,1-1,3-1,3-0,2-0,3-1,1-1,4-0,1-1,2-1,3-1,1-1,2-0,2-0,2-0,3-1,2-0,2-2
Charlotte Bobcats,2-2,2-2,,2-2,2-1,0-2,1-1,2-2,1-1,1-1,0-4,0-2,1-1,1-1,0-4,1-2,2-0,3-1,0-2,1-2,0-2,0-4,1-2,2-0,1-1,2-0,0-2,4-0,0-2,2-2
Chicago Bulls,2-1,2-2,2-2,,4-0,2-0,1-1,4-0,1-1,2-0,3-1,1-1,1-1,2-0,3-0,4-0,2-0,3-1,2-0,1-2,1-1,3-1,1-2,2-0,1-1,2-0,1-1,3-1,2-0,4-0
Cleveland Cavaliers,0-3,1-2,1-2,0-4,,0-2,0-2,2-2,0-2,0-2,0-4,1-1,1-1,1-1,1-3,1-3,0-2,1-3,0-2,3-1,0-2,0-4,2-2,0-2,0-2,1-1,0-2,1-2,0-2,2-2
Dallas Mavericks,2-0,2-0,2-0,0-2,2-0,,1-3,1-1,3-1,4-0,1-1,4-0,1-2,1-3,2-0,0-2,3-0,2-0,2-2,2-0,2-1,1-1,2-0,4-0,2-2,3-0,1-3,1-1,4-0,2-0
Denver Nuggets,2-0,1-1,1-1,1-1,2-0,3-1,,2-0,2-1,2-2,1-1,2-2,2-1,2-1,1-1,2-0,4-0,1-1,1-2,1-1,1-3,1-1,0-2,3-1,2-2,3-1,1-3,2-0,2-2,2-0
Detroit Pistons,1-3,1-3,2-2,0-4,2-2,1-1,0-2,,1-1,0-2,2-2,1-1,0-2,0-2,0-4,3-1,0-2,2-2,1-1,1-2,0-2,1-2,2-1,1-1,0-2,2-0,0-2,3-1,1-1,2-1
Golden State Warriors,0-2,0-2,1-1,1-1,2-0,1-3,1-2,1-1,,1-3,1-1,2-2,1-3,1-2,0-2,1-1,3-1,1-1,2-1,1-1,1-2,1-1,1-1,0-4,3-1,2-2,0-4,2-0,3-1,2-0
Houston Rockets,2-0,2-0,1-1,0-2,2-0,0-4,2-2,2-0,3-1,,2-0,3-1,1-2,3-1,0-2,1-1,3-1,2-0,1-3,2-0,1-3,0-2,0-2,1-2,1-2,3-1,1-3,1-1,2-1,1-1
