Player,Pos,Age,Team,Games,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,
Semi Ojeleye,PF,25,BOS,61,5,891,2.6,6.4,.409,1.5,4.0,.367,1.2,2.5,.475,1.0,1.1,.893,1.0,4.0,5.0,1.3,0.7,0.2,0.5,2.5,7.7
Jahlil Okafor,C,24,NOP,28,9,424,7.5,12.2,.611,0.1,0.2,.500,7.4,12.1,.613,3.1,4.9,.638,3.9,6.2,10.1,3.1,0.6,1.6,3.1,5.3,18.2
Elie Okobo,PG,22,PHO,54,3,707,3.7,9.2,.398,1.3,3.6,.352,2.4,5.6,.427,2.3,3.4,.687,0.8,3.7,4.5,5.8,1.2,0.2,1.9,2.7,10.9
Josh Okogie,SG,21,MIN,62,28,1547,4.0,9.3,.427,1.0,3.6,.266,3.0,5.7,.529,3.5,4.4,.796,2.0,4.2,6.2,2.3,1.6,0.6,2.0,3.2,12.4
KZ Okpala,SF,20,MIA,5,0,26,4.2,6.9,.600,0.0,1.4,.000,4.2,5.5,.750,1.4,2.8,.500,1.4,5.5,6.9,1.4,2.8,1.4,1.4,2.8,9.7
Victor Oladipo,SG,27,IND,13,10,337,6.7,17.2,.391,2.2,7.4,.304,4.5,9.8,.457,3.4,4.4,.780,0.7,3.6,4.4,4.2,1.2,0.3,3.0,2.2,19.1
Kelly Olynyk,C,28,MIA,59,6,1089,5.0,10.5,.476,2.6,6.1,.432,2.3,4.4,.538,2.3,2.7,.854,1.2,7.3,8.6,3.2,1.3,0.6,2.1,4.8,14.9
Miye Oni,SG,22,UTA,5,0,11,0.0,6.5,.000,0.0,3.3,.000,0.0,3.3,.000,0.0,0.0,,0.0,6.5,6.5,0.0,0.0,0.0,3.3,0.0,0.0
Cedi Osman,SF,24,CLE,65,65,1910,5.0,11.5,.437,2.3,6.1,.383,2.7,5.4,.497,1.2,1.8,.670,0.7,3.6,4.4,2.9,1.0,0.3,1.7,3.0,13.5
Kelly Oubre Jr.,SF,24,PHO,56,55,1933,6.9,15.4,.452,2.0,5.7,.352,4.9,9.7,.511,3.6,4.6,.780,1.2,5.5,6.7,1.6,1.3,0.7,1.5,3.6,19.5
Tariq Owens,PF,24,PHO,3,0,15,2.4,12.0,.200,0.0,4.8,.000,2.4,7.2,.333,4.8,4.8,1.000,4.8,2.4,7.2,0.0,2.4,0.0,0.0,2.4,9.6
Jeremy Pargo,PG,33,GSW,3,0,44,9.0,18.0,.500,2.5,5.7,.429,6.5,12.3,.533,0.0,0.8,.000,0.8,1.6,2.5,6.5,0.8,0.0,3.3,6.5,20.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabari Parker,PF,24,TOT,33,23,852,8.4,16.9,.499,1.3,4.9,.267,7.1,12.0,.594,2.3,3.1,.743,2.3,6.0,8.2,2.5,1.8,0.6,2.5,4.0,20.5
Jabari Parker,PF,24,ATL,32,23,837,8.5,16.9,.504,1.3,4.9,.270,7.2,12.0,.601,2.3,3.1,.736,2.3,5.9,8.2,2.5,1.8,0.6,2.6,4.0,20.6
Jabari Parker,PF,24,SAC,1,0,15,2.4,14.4,.167,0.0,2.4,.000,2.4,12.0,.200,4.8,4.8,1.000,0.0,9.6,9.6,4.8,0.0,0.0,0.0,2.4,9.6
Chandler Parsons,SF,31,ATL,5,0,54,3.3,12.0,.278,2.7,9.3,.286,0.7,2.7,.250,0.0,0.0,,0.7,4.0,4.7,2.0,2.7,0.7,2.0,2.0,9.3
Eric Paschall,PF,23,GSW,60,26,1654,6.9,13.9,.497,0.8,2.8,.287,6.1,11.1,.550,3.6,4.6,.774,1.8,4.2,6.0,2.8,0.7,0.3,2.0,2.7,18.2
Anzejs Pasecniks,C,24,WAS,24,0,405,5.0,9.4,.528,0.0,0.2,.000,5.0,9.2,.538,2.8,4.8,.593,3.5,5.3,8.8,1.5,0.7,1.1,2.0,5.8,12.8
Patrick Patterson,PF,30,LAC,51,18,607,4.5,11.1,.404,3.3,8.4,.387,1.2,2.7,.457,1.6,2.0,.794,1.8,5.4,7.2,1.8,0.4,0.2,1.1,2.4,13.9
Justin Patton,C,22,OKC,5,0,24,6.0,15.0,.400,1.5,6.0,.250,4.5,9.0,.500,0.0,0.0,,1.5,6.0,7.5,3.0,0.0,0.0,3.0,6.0,13.5
Chris Paul,PG,34,OKC,63,63,2003,7.1,14.5,.489,1.8,5.0,.362,5.3,9.5,.557,4.0,4.5,.900,0.4,5.2,5.6,7.7,1.8,0.2,2.5,2.5,20.0
Elfrid Payton,PG,25,NYK,45,36,1246,5.6,12.7,.439,0.4,2.0,.203,5.2,10.7,.482,1.4,2.5,.570,1.5,4.6,6.1,9.3,2.0,0.5,2.8,2.6,13.0
Gary Payton II,PG,27,WAS,29,17,432,4.0,9.7,.414,1.1,3.8,.283,2.9,5.8,.500,0.3,0.7,.500,2.2,4.5,6.7,4.0,2.7,0.6,1.7,4.5,9.4
Norvel Pelle,C,26,PHI,20,0,178,3.6,7.1,.514,0.0,0.0,,3.6,7.1,.514,1.2,2.4,.500,3.2,8.9,12.1,1.4,0.2,5.1,2.6,7.9,8.5
Theo Pinson,SG,24,BRK,33,0,365,4.4,15.3,.290,1.5,7.9,.188,3.0,7.4,.400,1.5,1.6,.938,1.0,4.3,5.3,5.5,1.7,0.4,3.3,3.5,11.8
Mason Plumlee,C,29,DEN,53,1,900,6.1,9.9,.617,0.0,0.2,.000,6.1,9.8,.627,3.0,5.5,.536,3.6,7.7,11.3,5.0,1.2,1.3,2.9,5.0,15.2
Jakob Poeltl,C,24,SAS,58,10,965,5.0,8.1,.619,0.0,0.0,,5.0,8.1,.619,1.3,2.8,.486,3.9,7.7,11.6,3.8,1.1,3.1,1.7,3.6,11.4
Vincent Poirier,C,26,BOS,21,0,114,5.1,10.4,.485,0.3,0.6,.500,4.7,9.8,.484,1.9,2.2,.857,3.2,7.6,10.7,2.2,0.6,1.9,1.9,7.3,12.3
Shamorie Ponds,PG,21,TOR,4,0,11,9.8,16.4,.600,3.3,6.5,.500,6.5,9.8,.667,6.5,6.5,1.000,0.0,3.3,3.3,6.5,0.0,3.3,0.0,6.5,29.5
Jordan Poole,SG,20,GSW,57,14,1274,4.7,14.2,.333,2.1,7.5,.279,2.6,6.7,.392,2.7,3.4,.798,0.3,3.1,3.3,3.8,1.0,0.3,2.1,2.7,14.2
Kevin Porter Jr.,SF,19,CLE,50,3,1162,5.8,13.0,.442,1.6,4.9,.335,4.1,8.1,.506,2.3,3.1,.723,0.7,4.3,5.0,3.4,1.4,0.4,2.9,4.2,15.4
Michael Porter Jr.,PF,21,DEN,48,1,670,7.6,15.3,.495,2.3,5.5,.422,5.3,9.8,.536,1.8,2.3,.767,2.8,7.8,10.7,1.9,1.1,1.0,1.9,4.0,19.2
Otto Porter,SF,26,CHI,14,9,331,6.7,15.2,.443,2.6,6.7,.387,4.1,8.5,.487,2.1,2.9,.704,1.4,3.8,5.2,2.7,1.6,0.7,1.2,3.4,18.2
Bobby Portis,C,24,NYK,66,5,1393,6.8,15.2,.450,1.7,4.8,.358,5.1,10.4,.493,1.8,2.4,.763,2.1,6.7,8.7,2.5,0.8,0.5,1.9,2.8,17.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristaps Porzingis,PF,24,DAL,51,51,1597,7.6,18.2,.420,2.8,8.1,.349,4.8,10.1,.477,4.0,5.1,.776,2.0,8.9,10.9,2.0,0.8,2.4,1.9,3.5,22.1
Dwight Powell,C,28,DAL,40,37,1061,5.0,7.8,.638,0.3,1.3,.256,4.6,6.4,.716,2.5,3.8,.667,2.5,5.2,7.7,2.0,1.2,0.7,1.2,3.5,12.8
Norman Powell,SG,26,TOR,44,23,1269,7.3,14.6,.502,2.7,6.7,.398,4.7,7.9,.589,3.1,3.7,.838,0.7,3.9,4.6,2.2,1.6,0.5,1.8,2.6,20.5
Chasson Randle,PG,26,GSW,3,0,40,0.0,3.6,.000,0.0,1.8,.000,0.0,1.8,.000,4.5,5.4,.833,0.0,1.8,1.8,4.5,1.8,0.0,0.0,2.7,4.5
Julius Randle,PF,25,NYK,64,64,2080,8.0,17.4,.460,1.1,4.0,.277,6.9,13.4,.515,4.5,6.1,.733,2.6,8.2,10.8,3.4,0.9,0.4,3.3,3.1,21.6
Josh Reaves,SG,22,DAL,2,0,1,0.0,36.0,.000,0.0,0.0,,0.0,36.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam Reddish,SF,20,ATL,58,34,1551,4.9,12.9,.384,1.9,5.8,.332,3.0,7.1,.428,2.3,2.9,.802,0.8,4.2,5.0,2.0,1.4,0.6,2.2,3.1,14.2
J.J. Redick,SG,35,NOP,54,35,1425,6.3,14.1,.450,3.9,8.7,.452,2.4,5.4,.446,3.7,4.1,.902,0.2,3.3,3.5,2.7,0.5,0.2,1.6,2.2,20.3
Naz Reid,C,20,MIN,30,11,495,7.3,17.7,.412,2.3,7.1,.330,4.9,10.6,.466,2.7,3.9,.698,2.5,6.5,9.0,2.5,1.4,1.6,1.6,6.0,19.6
Josh Richardson,SG,26,PHI,48,46,1474,6.0,14.0,.429,1.7,5.2,.327,4.3,8.8,.489,2.5,3.1,.789,0.9,3.1,4.0,3.6,1.1,0.8,2.2,2.9,16.2
Austin Rivers,SG,27,HOU,60,4,1402,4.7,11.1,.421,2.1,6.0,.358,2.5,5.1,.495,1.5,2.3,.667,0.6,3.0,3.6,2.5,1.1,0.3,0.9,2.9,13.0
Duncan Robinson,SF,25,MIA,65,60,1949,5.3,11.3,.467,4.5,10.0,.448,0.8,1.3,.614,0.9,1.0,.906,0.2,3.7,3.9,1.7,0.6,0.3,1.1,3.3,15.9
Glenn Robinson III,SF,26,TOT,60,52,1743,5.8,11.9,.486,1.5,3.9,.387,4.3,8.0,.535,1.5,1.7,.867,1.6,3.8,5.4,2.0,1.1,0.3,1.1,2.0,14.6
Glenn Robinson III,SF,26,GSW,48,48,1516,5.8,12.0,.481,1.6,4.0,.400,4.2,8.0,.522,1.5,1.8,.851,1.6,3.8,5.4,2.0,1.1,0.3,1.2,1.9,14.7
Glenn Robinson III,SF,26,PHI,12,4,227,5.9,11.3,.521,1.0,3.3,.286,4.9,7.9,.620,1.4,1.4,1.000,1.9,3.5,5.4,1.7,1.3,0.3,0.5,2.4,14.1
Jerome Robinson,SG,22,TOT,55,4,748,3.6,10.4,.347,1.5,5.0,.298,2.1,5.4,.393,1.0,1.4,.690,0.4,4.7,5.1,3.1,1.1,0.7,1.6,4.0,9.7
Jerome Robinson,SG,22,LAC,42,1,476,3.5,10.3,.338,1.4,5.1,.284,2.0,5.2,.391,0.8,1.4,.579,0.4,4.2,4.5,3.5,1.0,0.6,2.0,4.2,9.2
Jerome Robinson,SG,22,WAS,13,3,272,3.8,10.6,.363,1.6,4.9,.324,2.3,5.7,.395,1.2,1.3,.900,0.5,5.6,6.1,2.5,1.2,0.8,1.1,3.7,10.5
Justin Robinson,PG,22,WAS,9,0,49,3.7,8.8,.417,2.2,3.7,.600,1.5,5.1,.286,0.0,0.0,,0.7,2.9,3.7,5.1,0.0,0.7,2.2,1.5,9.6
Mitchell Robinson,C,21,NYK,61,7,1412,6.5,8.7,.742,0.0,0.0,,6.5,8.7,.742,2.1,3.8,.568,4.7,6.2,10.9,0.9,1.3,3.0,0.9,4.9,15.0
Isaiah Roby,SF,21,OKC,3,0,11,0.0,3.3,.000,0.0,0.0,,0.0,3.3,.000,0.0,0.0,,0.0,6.5,6.5,0.0,0.0,0.0,3.3,3.3,0.0
Rajon Rondo,PG,33,LAL,48,3,984,5.0,12.0,.418,1.5,4.6,.328,3.5,7.4,.473,1.0,1.5,.659,0.8,4.4,5.2,8.8,1.5,0.1,3.3,2.1,12.5
Derrick Rose,PG,31,DET,50,15,1298,10.2,20.9,.490,1.2,4.1,.306,9.0,16.8,.535,3.4,3.9,.871,0.7,2.6,3.4,7.7,1.1,0.4,3.5,1.4,25.1
Terrence Ross,SG,28,ORL,63,0,1723,6.6,16.2,.407,3.4,9.5,.357,3.2,6.7,.477,2.8,3.4,.845,0.3,4.0,4.2,1.5,1.4,0.5,1.3,2.0,19.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Rozier,PG,25,CHO,63,63,2164,6.6,15.7,.423,2.9,7.0,.407,3.8,8.6,.436,2.8,3.2,.874,0.8,3.8,4.6,4.3,1.0,0.2,2.3,2.1,18.9
Ricky Rubio,PG,29,PHO,57,57,1802,5.0,12.2,.412,1.3,3.8,.351,3.7,8.5,.440,3.5,4.1,.853,0.8,4.5,5.3,10.1,1.8,0.2,3.1,2.9,14.9
D'Angelo Russell,PG,23,TOT,45,45,1452,8.9,21.0,.426,3.9,10.7,.367,5.0,10.3,.487,4.0,4.9,.809,0.4,4.0,4.4,7.1,1.2,0.3,3.6,2.1,25.8
D'Angelo Russell,PG,23,GSW,33,33,1060,9.3,21.6,.430,4.1,10.9,.374,5.2,10.7,.487,3.8,4.9,.785,0.5,3.7,4.1,7.0,1.1,0.3,3.4,2.2,26.5
D'Angelo Russell,PG,23,MIN,12,12,392,8.0,19.4,.412,3.5,10.1,.345,4.5,9.3,.485,4.4,5.1,.873,0.3,4.8,5.1,7.3,1.6,0.4,4.2,2.0,23.9
Domantas Sabonis,C,23,IND,62,62,2159,7.6,14.1,.540,0.3,1.1,.254,7.4,13.0,.565,3.6,4.9,.723,3.2,9.7,12.9,5.2,0.8,0.5,2.8,3.3,19.1
Luka Samanic,PF,20,SAS,1,0,12,0.0,12.0,.000,0.0,6.0,.000,0.0,6.0,.000,0.0,0.0,,0.0,6.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0
JaKarr Sampson,SF,26,IND,26,10,340,5.1,8.6,.593,0.2,1.4,.154,4.9,7.2,.676,1.2,2.1,.550,1.6,4.7,6.2,1.0,1.0,1.0,0.7,4.6,11.5
Dario Saric,PF,25,PHO,58,50,1441,5.4,11.7,.462,1.8,5.3,.341,3.6,6.4,.563,2.0,2.4,.832,2.2,6.4,8.6,2.7,0.8,0.4,1.8,3.3,14.6
Tomas Satoransky,PG,28,CHI,65,64,1878,4.5,10.6,.430,1.2,3.8,.322,3.3,6.7,.491,2.0,2.3,.876,1.5,3.4,4.9,6.8,1.5,0.1,2.5,2.6,12.3
Admiral Schofield,SF,22,WAS,27,2,293,3.7,9.2,.400,1.7,5.8,.298,2.0,3.4,.571,1.1,1.6,.692,0.7,3.4,4.2,1.7,1.0,0.4,0.9,5.0,10.2
Dennis Schroder,PG,26,OKC,63,1,1952,8.2,17.4,.468,2.3,5.9,.381,5.9,11.5,.512,3.6,4.2,.839,0.4,3.9,4.3,4.7,0.8,0.3,2.9,2.5,22.1
Mike Scott,PF,31,PHI,63,10,1119,4.2,10.3,.408,2.3,6.6,.358,1.8,3.7,.496,0.8,1.0,.833,1.9,5.4,7.2,1.5,0.6,0.2,0.8,2.7,11.5
Thabo Sefolosha,PF,35,HOU,41,0,436,3.1,7.5,.407,1.2,4.5,.278,1.8,3.1,.595,0.2,0.7,.375,1.7,5.9,7.7,2.1,2.0,1.0,1.2,3.6,7.6
Collin Sexton,SG,21,CLE,65,65,2143,8.6,18.2,.472,1.6,4.3,.380,7.0,14.0,.501,3.8,4.5,.846,1.0,2.4,3.4,3.2,1.1,0.1,2.7,2.4,22.7
Landry Shamet,SG,22,LAC,47,27,1294,4.1,9.8,.416,2.9,7.5,.392,1.1,2.3,.494,1.6,1.8,.905,0.2,2.3,2.5,2.4,0.5,0.3,1.0,3.6,12.6
Marial Shayok,SG,24,PHI,2,0,10,3.6,18.0,.200,3.6,10.8,.333,0.0,7.2,.000,0.0,0.0,,0.0,10.8,10.8,3.6,0.0,0.0,3.6,0.0,10.8
Iman Shumpert,SG,29,BRK,13,0,241,3.1,9.6,.328,1.2,4.9,.242,1.9,4.6,.419,0.6,1.0,.571,1.3,3.7,5.1,1.8,1.8,0.3,1.5,3.1,8.1
Pascal Siakam,PF,25,TOR,53,53,1882,8.8,19.1,.459,2.2,6.1,.359,6.6,13.0,.506,4.2,5.3,.800,1.1,6.5,7.6,3.7,1.0,0.9,2.5,2.9,24.0
Chris Silva,PF,23,MIA,41,0,307,5.0,8.1,.623,0.0,0.2,.000,5.0,7.9,.642,4.0,5.7,.694,6.3,6.4,12.8,2.5,1.1,2.1,3.6,9.4,14.1
Ben Simmons,PG,23,PHI,54,54,1930,6.7,11.5,.585,0.0,0.1,.333,6.7,11.4,.588,3.3,5.3,.627,2.0,5.9,7.9,8.2,2.1,0.6,3.6,3.2,16.8
Anfernee Simons,SG,20,POR,65,4,1400,5.4,13.5,.402,1.9,5.6,.338,3.5,7.9,.448,2.0,2.4,.826,0.6,3.1,3.8,2.4,0.7,0.3,1.6,3.4,14.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alen Smailagic,PF,19,GSW,14,0,139,5.2,10.4,.500,0.8,3.4,.231,4.4,7.0,.630,4.1,4.9,.842,2.6,4.4,7.0,3.4,0.8,1.0,2.8,3.6,15.3
Marcus Smart,SG,25,BOS,53,39,1721,5.0,13.2,.380,2.7,7.7,.348,2.3,5.5,.424,2.2,2.7,.835,0.8,3.4,4.3,5.4,1.8,0.6,1.9,3.0,14.9
Dennis Smith Jr.,PG,22,NYK,34,3,537,4.8,14.1,.341,1.1,3.6,.296,3.8,10.5,.357,1.8,3.6,.509,1.4,3.8,5.2,6.6,1.9,0.5,3.9,4.4,12.5
Ish Smith,PG,31,WAS,60,19,1570,6.0,13.3,.451,1.3,3.4,.367,4.7,9.9,.480,1.1,1.6,.686,0.6,3.7,4.3,6.5,1.2,0.6,1.8,1.9,14.4
Zhaire Smith,SG,20,PHI,7,0,32,3.4,12.4,.273,0.0,3.4,.000,3.4,9.0,.375,2.3,4.5,.500,0.0,2.3,2.3,2.3,3.4,0.0,2.3,4.5,9.0
Tony Snell,SF,28,DET,59,57,1641,3.7,8.4,.445,2.2,5.6,.402,1.5,2.8,.531,0.7,0.7,1.000,0.2,2.2,2.4,2.8,0.7,0.3,0.7,2.2,10.4
Omari Spellman,PF,22,GSW,49,3,886,5.2,12.0,.431,1.7,4.5,.391,3.4,7.5,.454,3.0,3.7,.793,3.1,5.8,8.9,1.9,1.3,1.0,2.2,2.6,15.0
Max Strus,SG,23,CHI,2,0,6,12.0,18.0,.667,0.0,6.0,.000,12.0,12.0,1.000,6.0,6.0,1.000,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,30.0
Edmond Sumner,PG,24,IND,25,2,345,4.9,11.6,.423,1.0,4.0,.263,3.9,7.6,.507,1.0,1.6,.667,1.0,2.8,3.9,4.1,1.6,0.8,2.0,3.7,11.9
Caleb Swanigan,PF,22,TOT,27,1,288,3.5,5.9,.596,0.0,0.2,.000,3.5,5.6,.622,1.1,2.1,.529,3.4,9.1,12.5,3.9,0.4,0.9,4.6,7.7,8.1
Caleb Swanigan,PF,22,SAC,7,0,23,3.1,6.3,.500,0.0,0.0,,3.1,6.3,.500,1.6,3.1,.500,3.1,7.8,11.0,3.1,1.6,3.1,9.4,12.5,7.8
Caleb Swanigan,PF,22,POR,20,1,265,3.5,5.8,.605,0.0,0.3,.000,3.5,5.6,.634,1.1,2.0,.533,3.4,9.2,12.6,3.9,0.3,0.7,4.2,7.3,8.2
Jayson Tatum,PF,21,BOS,59,59,2043,8.8,19.6,.448,2.9,7.4,.398,5.9,12.2,.479,4.0,4.9,.806,1.0,6.4,7.4,3.1,1.5,0.9,2.3,2.1,24.5
Jeff Teague,PG,31,TOT,59,17,1464,5.2,12.0,.436,1.1,2.9,.368,4.2,9.1,.457,4.2,4.8,.873,0.7,2.8,3.5,7.6,1.1,0.5,2.9,2.6,15.8
Jeff Teague,PG,31,MIN,34,13,945,5.5,12.3,.448,1.3,3.3,.379,4.3,9.0,.473,4.8,5.5,.868,0.6,2.8,3.4,7.9,1.0,0.5,2.9,2.7,17.1
Jeff Teague,PG,31,ATL,25,4,519,4.7,11.4,.412,0.7,2.1,.333,4.0,9.4,.430,3.3,3.7,.887,0.8,2.9,3.7,6.9,1.3,0.4,2.8,2.5,13.4
Garrett Temple,SG,33,BRK,55,31,1547,4.6,12.2,.378,2.6,8.1,.324,2.0,4.1,.483,1.3,1.7,.767,0.7,3.8,4.4,3.3,1.0,0.6,1.3,2.2,13.1
Daniel Theis,C,27,BOS,58,57,1382,5.6,10.0,.565,0.7,2.1,.321,4.9,7.8,.631,2.1,2.8,.764,3.4,6.5,9.9,2.5,0.9,2.0,1.3,5.2,14.0
Isaiah Thomas,PG,30,WAS,40,37,925,6.8,16.6,.408,3.0,7.4,.413,3.7,9.2,.405,2.4,3.0,.816,0.4,2.2,2.6,5.7,0.5,0.2,3.0,3.0,19.0
Khyri Thomas,SG,23,DET,8,0,61,3.0,10.0,.294,3.0,8.3,.357,0.0,1.8,.000,1.2,2.4,.500,0.6,0.0,0.6,1.8,1.8,0.0,1.8,5.3,10.0
Matt Thomas,SG,25,TOR,33,0,321,6.1,12.4,.486,3.9,8.4,.467,2.1,4.0,.528,0.8,1.1,.700,0.8,4.6,5.4,1.9,0.9,0.0,1.3,3.5,16.8
Tristan Thompson,C,28,CLE,57,51,1721,6.0,11.8,.512,0.2,0.5,.391,5.8,11.3,.518,2.1,3.4,.615,4.7,7.3,12.1,2.5,0.7,1.0,2.2,2.6,14.3
Matisse Thybulle,SG,22,PHI,57,13,1110,3.1,7.6,.410,1.6,4.6,.352,1.5,3.0,.500,0.8,1.3,.610,1.1,1.7,2.8,2.3,2.6,1.3,1.5,3.9,8.7
Anthony Tolliver,PF,34,TOT,47,9,732,2.7,7.6,.348,1.9,6.0,.322,0.7,1.7,.441,0.9,1.2,.720,1.5,5.1,6.5,1.6,0.7,0.5,1.5,3.1,8.1
Anthony Tolliver,PF,34,POR,33,9,554,2.8,7.6,.368,1.9,5.8,.337,0.8,1.8,.464,0.8,1.2,.684,1.8,5.4,7.1,1.9,0.5,0.6,1.4,3.5,8.4
Anthony Tolliver,PF,34,SAC,9,0,82,1.3,7.5,.176,0.9,6.6,.133,0.4,0.9,.500,0.4,0.9,.500,0.9,4.0,4.8,1.3,1.8,0.4,1.8,2.6,4.0
Anthony Tolliver,PF,34,MEM,5,0,96,3.0,7.9,.381,2.6,6.4,.412,0.4,1.5,.250,1.5,1.5,1.000,0.4,4.1,4.5,0.4,1.1,0.4,1.9,1.5,10.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Toscano-Anderson,SF,26,GSW,13,6,272,3.8,8.3,.460,1.1,3.0,.348,2.8,5.3,.525,0.4,0.7,.600,1.2,5.7,6.9,3.4,1.7,0.7,2.1,4.0,9.1
Karl-Anthony Towns,C,24,MIN,35,35,1187,9.6,18.9,.508,3.5,8.4,.412,6.1,10.5,.586,5.5,6.9,.796,2.9,8.6,11.5,4.6,1.0,1.3,3.3,3.5,28.1
Gary Trent Jr.,SG,21,POR,53,8,1059,5.1,11.9,.426,2.7,6.8,.388,2.4,5.1,.477,1.0,1.2,.833,0.7,2.3,3.0,1.7,1.3,0.4,0.6,2.3,13.8
Allonzo Trier,PG,24,NYK,24,1,291,6.3,13.1,.481,2.4,6.6,.358,4.0,6.6,.604,4.2,5.3,.791,0.7,2.8,3.6,3.5,0.4,0.5,2.7,3.6,19.2
P.J. Tucker,PF,34,HOU,64,64,2203,2.6,6.1,.433,1.6,4.2,.370,1.1,1.9,.573,0.6,0.7,.841,1.7,5.5,7.2,1.7,1.1,0.5,1.1,3.4,7.5
Rayjon Tucker,SG,22,UTA,14,0,78,3.7,8.8,.421,0.0,2.8,.000,3.7,6.0,.615,1.4,2.3,.600,0.9,5.1,6.0,0.9,0.5,0.0,1.4,3.2,8.8
Evan Turner,PG,31,ATL,19,0,251,3.6,9.6,.373,0.0,0.7,.000,3.6,8.9,.403,1.7,2.0,.857,1.1,4.3,5.5,5.5,1.3,1.1,3.7,2.9,8.9
Myles Turner,C,23,IND,55,55,1628,5.2,11.4,.451,1.7,5.1,.336,3.4,6.4,.542,2.4,3.2,.750,1.5,6.4,8.0,1.3,0.9,2.7,1.5,3.1,14.4
Jarrod Uthoff,SF,26,MEM,4,0,14,2.6,18.0,.143,0.0,10.3,.000,2.6,7.7,.333,5.1,5.1,1.000,2.6,0.0,2.6,0.0,2.6,0.0,0.0,2.6,10.3
Jonas Valanciunas,C,27,MEM,62,62,1630,8.5,14.5,.586,0.6,1.7,.367,7.9,12.8,.616,2.7,3.7,.732,4.2,11.2,15.4,2.4,0.6,1.5,2.4,3.5,20.4
Denzel Valentine,SF,26,CHI,36,5,488,7.2,17.5,.409,3.4,10.1,.336,3.8,7.4,.510,0.4,0.6,.750,0.7,4.8,5.5,3.2,1.9,0.4,1.9,3.8,18.1
Jarred Vanderbilt,SF-PF,20,TOT,11,0,46,3.9,6.3,.625,0.0,0.8,.000,3.9,5.5,.714,1.6,1.6,1.000,2.3,4.7,7.0,1.6,2.3,0.8,5.5,4.7,9.4
Jarred Vanderbilt,SF,20,DEN,9,0,41,4.4,6.1,.714,0.0,0.0,,4.4,6.1,.714,0.0,0.0,,2.6,4.4,7.0,1.8,2.6,0.9,6.1,5.3,8.8
Jarred Vanderbilt,PF,20,MIN,2,0,5,0.0,7.2,.000,0.0,7.2,.000,0.0,0.0,,14.4,14.4,1.000,0.0,7.2,7.2,0.0,0.0,0.0,0.0,0.0,14.4
Fred VanVleet,PG,25,TOR,48,48,1719,6.0,14.7,.409,2.7,7.1,.388,3.3,7.6,.430,2.9,3.5,.843,0.4,3.4,3.8,6.6,1.9,0.3,2.3,2.5,17.7
Gabe Vincent,PG,23,MIA,6,0,42,3.4,16.3,.211,3.4,13.7,.250,0.0,2.6,.000,0.0,0.0,,0.0,2.6,2.6,2.6,0.9,0.0,0.0,1.7,10.3
Noah Vonleh,C-PF,24,TOT,33,1,364,4.9,8.8,.562,0.3,1.5,.200,4.6,7.3,.635,2.4,3.0,.800,3.7,8.5,12.2,2.7,1.1,0.6,2.1,3.8,12.6
Noah Vonleh,C,24,MIN,29,1,347,4.9,8.9,.547,0.2,1.5,.143,4.7,7.5,.625,2.4,2.9,.821,3.5,8.5,12.0,2.7,1.1,0.6,2.0,3.7,12.3
Noah Vonleh,PF,24,DEN,4,0,17,6.4,6.4,1.000,2.1,2.1,1.000,4.2,4.2,1.000,2.1,4.2,.500,6.4,8.5,14.8,2.1,0.0,0.0,4.2,4.2,16.9
Nikola Vucevic,C,29,ORL,54,54,1763,8.7,18.6,.470,1.7,5.1,.329,7.1,13.5,.523,2.3,3.0,.781,2.7,9.5,12.2,4.1,0.9,1.0,1.6,2.5,21.5
Dean Wade,PF,23,CLE,12,0,71,4.6,6.6,.692,1.0,2.0,.500,3.5,4.6,.778,0.0,0.5,.000,1.5,8.1,9.6,1.0,1.0,2.0,1.5,4.1,10.1
Moritz Wagner,C,22,WAS,37,5,707,6.7,11.6,.575,1.2,3.4,.343,5.5,8.2,.671,3.4,4.2,.817,2.6,7.2,9.8,2.5,1.1,0.9,2.8,6.8,17.9
Dion Waiters,SG,28,MIA,3,0,42,8.6,22.3,.385,6.9,14.6,.471,1.7,7.7,.222,0.0,0.9,.000,0.0,9.4,9.4,2.6,0.0,1.7,2.6,4.3,24.0
Kemba Walker,PG,29,BOS,50,50,1592,7.9,18.8,.421,3.7,9.9,.377,4.2,8.9,.470,4.4,5.1,.867,0.7,3.9,4.6,5.6,1.1,0.6,2.4,1.7,24.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lonnie Walker,SG,21,SAS,53,4,767,5.4,12.5,.434,1.4,3.3,.408,4.1,9.2,.444,1.8,2.5,.717,0.9,4.5,5.4,2.2,1.3,0.6,1.5,3.3,14.0
