Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Thu, Oct 18, 2018,8:00p,,Box Score,,Miami Heat,L,,112,113,0,1,L 1,
Sat, Oct 20, 2018,7:00p,,Box Score,,Toronto Raptors,L,,113,117,0,2,L 2,
Mon, Oct 22, 2018,10:00p,,Box Score,@,Portland Trail Blazers,W,OT,125,124,1,2,W 1,
Wed, Oct 24, 2018,10:30p,,Box Score,@,Golden State Warriors,L,,122,144,1,3,L 1,
Fri, Oct 26, 2018,10:00p,,Box Score,@,Sacramento Kings,L,,112,116,1,4,L 2,
Sun, Oct 28, 2018,9:30p,,Box Score,@,Los Angeles Clippers,L,,104,136,1,5,L 3,
Tue, Oct 30, 2018,8:00p,,Box Score,@,Memphis Grizzlies,L,,95,107,1,6,L 4,
Fri, Nov 2, 2018,8:00p,,Box Score,,Oklahoma City Thunder,L,,111,134,1,7,L 5,
Sun, Nov 4, 2018,6:00p,,Box Score,,New York Knicks,W,,108,95,2,7,W 1,
Tue, Nov 6, 2018,8:30p,,Box Score,@,Dallas Mavericks,L,,100,119,2,8,L 1,
Fri, Nov 9, 2018,7:00p,,Box Score,@,Orlando Magic,L,,108,117,2,9,L 2,
Sat, Nov 10, 2018,8:00p,,Box Score,@,Miami Heat,W,,116,110,3,9,W 1,
Mon, Nov 12, 2018,7:00p,,Box Score,,Orlando Magic,W,,117,109,4,9,W 2,
Wed, Nov 14, 2018,7:00p,,Box Score,,Cleveland Cavaliers,W,,119,95,5,9,W 3,
Fri, Nov 16, 2018,7:00p,,Box Score,,Brooklyn Nets,L,,104,115,5,10,L 1,
Sun, Nov 18, 2018,6:00p,,Box Score,,Portland Trail Blazers,L,,109,119,5,11,L 2,
Tue, Nov 20, 2018,7:00p,,Box Score,,Los Angeles Clippers,W,,125,118,6,11,W 1,
Fri, Nov 23, 2018,7:30p,,Box Score,@,Toronto Raptors,L,,107,125,6,12,L 1,
Sat, Nov 24, 2018,8:00p,,Box Score,,New Orleans Pelicans,W,,124,114,7,12,W 1,
Mon, Nov 26, 2018,7:00p,,Box Score,,Houston Rockets,W,OT,135,131,8,12,W 2,
,,,,,,,,,,,,,
Wed, Nov 28, 2018,8:00p,,Box Score,@,New Orleans Pelicans,L,,104,125,8,13,L 1,
Fri, Nov 30, 2018,7:00p,,Box Score,@,Philadelphia 76ers,L,,98,123,8,14,L 2,
Sat, Dec 1, 2018,7:00p,,Box Score,,Brooklyn Nets,W,,102,88,9,14,W 1,
Mon, Dec 3, 2018,7:30p,,Box Score,@,New York Knicks,W,,110,107,10,14,W 2,
Wed, Dec 5, 2018,7:30p,,Box Score,@,Atlanta Hawks,W,,131,117,11,14,W 3,
Sat, Dec 8, 2018,7:30p,,Box Score,@,Cleveland Cavaliers,L,,101,116,11,15,L 1,
Mon, Dec 10, 2018,7:00p,,Box Score,@,Indiana Pacers,L,,101,109,11,16,L 2,
Wed, Dec 12, 2018,7:00p,,Box Score,,Boston Celtics,L,OT,125,130,11,17,L 3,
Fri, Dec 14, 2018,7:30p,,Box Score,@,Brooklyn Nets,L,,118,125,11,18,L 4,
Sun, Dec 16, 2018,6:00p,,Box Score,,Los Angeles Lakers,W,,128,110,12,18,W 1,
Tue, Dec 18, 2018,7:30p,,Box Score,@,Atlanta Hawks,L,,110,118,12,19,L 1,
Wed, Dec 19, 2018,8:00p,,Box Score,@,Houston Rockets,L,,118,136,12,20,L 2,
Sat, Dec 22, 2018,7:00p,,Box Score,,Phoenix Suns,W,3OT,149,146,13,20,W 1,
Sun, Dec 23, 2018,5:00p,,Box Score,@,Indiana Pacers,L,,89,105,13,21,L 1,
Wed, Dec 26, 2018,7:00p,,Box Score,@,Detroit Pistons,L,,95,106,13,22,L 2,
Fri, Dec 28, 2018,7:00p,,Box Score,,Chicago Bulls,L,,92,101,13,23,L 3,
Sat, Dec 29, 2018,7:00p,,Box Score,,Charlotte Hornets,W,,130,126,14,23,W 1,
Wed, Jan 2, 2019,7:00p,,Box Score,,Atlanta Hawks,W,,114,98,15,23,W 2,
Fri, Jan 4, 2019,8:00p,,Box Score,@,Miami Heat,L,,109,115,15,24,L 1,
Sun, Jan 6, 2019,7:00p,,Box Score,@,Oklahoma City Thunder,W,,116,98,16,24,W 1,
,,,,,,,,,,,,,
Tue, Jan 8, 2019,7:00p,,Box Score,@,Philadelphia 76ers,L,,115,132,16,25,L 1,
Wed, Jan 9, 2019,7:00p,,Box Score,,Philadelphia 76ers,W,,123,106,17,25,W 1,
Fri, Jan 11, 2019,7:00p,,Box Score,,Milwaukee Bucks,W,,113,106,18,25,W 2,
Sun, Jan 13, 2019,1:00p,,Box Score,,Toronto Raptors,L,2OT,138,140,18,26,L 1,
Thu, Jan 17, 2019,3:00p,,Box Score,,New York Knicks,W,,101,100,19,26,W 1,at London, England
Mon, Jan 21, 2019,2:00p,,Box Score,,Detroit Pistons,W,,101,87,20,26,W 2,
Thu, Jan 24, 2019,8:00p,,Box Score,,Golden State Warriors,L,,118,126,20,27,L 1,
Fri, Jan 25, 2019,7:00p,,Box Score,@,Orlando Magic,W,,95,91,21,27,W 1,
Sun, Jan 27, 2019,7:00p,,Box Score,@,San Antonio Spurs,L,,119,132,21,28,L 1,
Tue, Jan 29, 2019,7:00p,,Box Score,@,Cleveland Cavaliers,L,,113,116,21,29,L 2,
Wed, Jan 30, 2019,8:00p,,Box Score,,Indiana Pacers,W,,107,89,22,29,W 1,
Sat, Feb 2, 2019,7:00p,,Box Score,,Milwaukee Bucks,L,,115,131,22,30,L 1,
Mon, Feb 4, 2019,7:00p,,Box Score,,Atlanta Hawks,L,,129,137,22,31,L 2,
Wed, Feb 6, 2019,8:00p,,Box Score,@,Milwaukee Bucks,L,,129,148,22,32,L 3,
Fri, Feb 8, 2019,7:00p,,Box Score,,Cleveland Cavaliers,W,,119,106,23,32,W 1,
Sat, Feb 9, 2019,8:00p,,Box Score,@,Chicago Bulls,W,,134,125,24,32,W 2,
Mon, Feb 11, 2019,7:00p,,Box Score,@,Detroit Pistons,L,,112,121,24,33,L 1,
Wed, Feb 13, 2019,7:30p,,Box Score,@,Toronto Raptors,L,,120,129,24,34,L 2,
Fri, Feb 22, 2019,7:00p,,Box Score,@,Charlotte Hornets,L,,110,123,24,35,L 3,
Sat, Feb 23, 2019,7:00p,,Box Score,,Indiana Pacers,L,,112,119,24,36,L 4,
,,,,,,,,,,,,,
Wed, Feb 27, 2019,7:30p,,Box Score,@,Brooklyn Nets,W,,125,116,25,36,W 1,
Fri, Mar 1, 2019,8:00p,,Box Score,@,Boston Celtics,L,,96,107,25,37,L 1,
Sun, Mar 3, 2019,6:00p,,Box Score,,Minnesota Timberwolves,W,,135,121,26,37,W 1,
