Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Tue, Oct 27, 2015,10:30p,,Box Score,@,Golden State Warriors,L,,95,111,0,1,L 1,
Wed, Oct 28, 2015,10:00p,,Box Score,@,Portland Trail Blazers,L,,94,112,0,2,L 2,
Sat, Oct 31, 2015,7:30p,,Box Score,,Golden State Warriors,L,,120,134,0,3,L 3,
Tue, Nov 3, 2015,8:00p,,Box Score,,Orlando Magic,L,,94,103,0,4,L 4,
Fri, Nov 6, 2015,8:00p,,Box Score,,Atlanta Hawks,L,,115,121,0,5,L 5,
Sat, Nov 7, 2015,8:30p,,Box Score,@,Dallas Mavericks,L,,98,107,0,6,L 6,
Tue, Nov 10, 2015,8:00p,,Box Score,,Dallas Mavericks,W,,120,105,1,6,W 1,
Wed, Nov 11, 2015,8:00p,,Box Score,@,Atlanta Hawks,L,,98,106,1,7,L 1,
Fri, Nov 13, 2015,7:30p,,Box Score,@,Toronto Raptors,L,,81,100,1,8,L 2,
Sun, Nov 15, 2015,12:00p,,Box Score,@,New York Knicks,L,,87,95,1,9,L 3,
Tue, Nov 17, 2015,8:00p,,Box Score,,Denver Nuggets,L,,98,115,1,10,L 4,
Wed, Nov 18, 2015,8:00p,,Box Score,@,Oklahoma City Thunder,L,,103,110,1,11,L 5,
Fri, Nov 20, 2015,8:00p,,Box Score,,San Antonio Spurs,W,,104,90,2,11,W 1,
Sun, Nov 22, 2015,6:00p,,Box Score,,Phoenix Suns,W,,122,116,3,11,W 2,
Wed, Nov 25, 2015,9:00p,,Box Score,@,Phoenix Suns,W,,120,114,4,11,W 3,
Fri, Nov 27, 2015,10:30p,,Box Score,@,Los Angeles Clippers,L,,90,111,4,12,L 1,
Sat, Nov 28, 2015,9:00p,,Box Score,@,Utah Jazz,L,,87,101,4,13,L 2,
Tue, Dec 1, 2015,8:00p,,Box Score,,Memphis Grizzlies,L,,104,113,4,14,L 3,
Wed, Dec 2, 2015,8:00p,,Box Score,@,Houston Rockets,L,,101,108,4,15,L 4,
Fri, Dec 4, 2015,9:30p,,Box Score,,Cleveland Cavaliers,W,OT,114,108,5,15,W 1,
,,,,,,,,,,,,,
Mon, Dec 7, 2015,8:00p,,Box Score,,Boston Celtics,L,,93,111,5,16,L 1,
Fri, Dec 11, 2015,8:00p,,Box Score,,Washington Wizards,W,,107,105,6,16,W 1,
Sat, Dec 12, 2015,8:00p,,Box Score,@,Chicago Bulls,L,,94,98,6,17,L 1,
