Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Sun, Dec 25, 2011,5:00p,,Box Score,@,Los Angeles Lakers,W,,88,87,1,0,W 1,
Mon, Dec 26, 2011,10:30p,,Box Score,@,Golden State Warriors,L,,91,99,1,1,L 1,
Thu, Dec 29, 2011,10:00p,,Box Score,@,Sacramento Kings,W,,108,98,2,1,W 1,
Fri, Dec 30, 2011,10:30p,,Box Score,@,Los Angeles Clippers,W,,114,101,3,1,W 2,
Sun, Jan 1, 2012,8:00p,,Box Score,,Memphis Grizzlies,W,,104,64,4,1,W 3,
Tue, Jan 3, 2012,8:00p,,Box Score,,Atlanta Hawks,W,,76,74,5,1,W 4,
Wed, Jan 4, 2012,7:30p,,Box Score,@,Detroit Pistons,W,,99,83,6,1,W 5,
Fri, Jan 6, 2012,8:00p,,Box Score,@,Orlando Magic,W,,97,83,7,1,W 6,
Sat, Jan 7, 2012,7:00p,,Box Score,@,Atlanta Hawks,L,,94,109,7,2,L 1,
Mon, Jan 9, 2012,8:00p,,Box Score,,Detroit Pistons,W,,92,68,8,2,W 1,
Tue, Jan 10, 2012,8:00p,,Box Score,@,Minnesota Timberwolves,W,,111,100,9,2,W 2,
Wed, Jan 11, 2012,8:00p,,Box Score,,Washington Wizards,W,,78,64,10,2,W 3,
Fri, Jan 13, 2012,8:00p,,Box Score,@,Boston Celtics,W,,88,79,11,2,W 4,
Sat, Jan 14, 2012,8:00p,,Box Score,,Toronto Raptors,W,,77,64,12,2,W 5,
Mon, Jan 16, 2012,1:00p,,Box Score,@,Memphis Grizzlies,L,,86,102,12,3,L 1,
Tue, Jan 17, 2012,8:00p,,Box Score,,Phoenix Suns,W,,118,97,13,3,W 1,
Fri, Jan 20, 2012,7:30p,,Box Score,@,Cleveland Cavaliers,W,,114,75,14,3,W 2,
Sat, Jan 21, 2012,8:00p,,Box Score,,Charlotte Bobcats,W,,95,89,15,3,W 3,
Mon, Jan 23, 2012,8:00p,,Box Score,,New Jersey Nets,W,,110,95,16,3,W 4,
Wed, Jan 25, 2012,8:00p,,Box Score,,Indiana Pacers,L,,90,95,16,4,L 1,
,,,,,,,,,,,,,
Fri, Jan 27, 2012,8:00p,,Box Score,,Milwaukee Bucks,W,,107,100,17,4,W 1,
Sun, Jan 29, 2012,3:30p,,Box Score,@,Miami Heat,L,,93,97,17,5,L 1,
Mon, Jan 30, 2012,7:00p,,Box Score,@,Washington Wizards,W,,98,88,18,5,W 1,
Wed, Feb 1, 2012,7:00p,,Box Score,@,Philadelphia 76ers,L,,82,98,18,6,L 1,
Thu, Feb 2, 2012,8:00p,,Box Score,@,New York Knicks,W,,105,102,19,6,W 1,
Sat, Feb 4, 2012,8:30p,,Box Score,@,Milwaukee Bucks,W,,113,90,20,6,W 2,
Mon, Feb 6, 2012,7:30p,,Box Score,@,New Jersey Nets,W,,108,87,21,6,W 3,
Wed, Feb 8, 2012,8:00p,,Box Score,@,New Orleans Hornets,W,,90,67,22,6,W 4,
Fri, Feb 10, 2012,7:00p,,Box Score,@,Charlotte Bobcats,W,,95,64,23,6,W 5,
Sun, Feb 12, 2012,3:30p,,Box Score,@,Boston Celtics,L,,91,95,23,7,L 1,
Tue, Feb 14, 2012,8:00p,,Box Score,,Sacramento Kings,W,,121,115,24,7,W 1,
Thu, Feb 16, 2012,8:00p,,Box Score,,Boston Celtics,W,,89,80,25,7,W 2,
Sat, Feb 18, 2012,4:00p,,Box Score,,New Jersey Nets,L,,85,97,25,8,L 1,
Mon, Feb 20, 2012,4:00p,,Box Score,,Atlanta Hawks,W,,90,79,26,8,W 1,
Wed, Feb 22, 2012,8:00p,,Box Score,,Milwaukee Bucks,W,,110,91,27,8,W 2,
Tue, Feb 28, 2012,8:00p,,Box Score,,New Orleans Hornets,W,,99,95,28,8,W 3,
Wed, Feb 29, 2012,9:00p,,Box Score,@,San Antonio Spurs,W,,96,89,29,8,W 4,
Fri, Mar 2, 2012,7:30p,,Box Score,@,Cleveland Cavaliers,W,,112,91,30,8,W 5,
Sun, Mar 4, 2012,7:00p,,Box Score,@,Philadelphia 76ers,W,,96,91,31,8,W 6,
Mon, Mar 5, 2012,8:00p,,Box Score,,Indiana Pacers,W,,92,72,32,8,W 7,
,,,,,,,,,,,,,
Wed, Mar 7, 2012,8:00p,,Box Score,@,Milwaukee Bucks,W,,106,104,33,8,W 8,
Thu, Mar 8, 2012,8:00p,,Box Score,,Orlando Magic,L,,94,99,33,9,L 1,
Sat, Mar 10, 2012,8:00p,,Box Score,,Utah Jazz,W,,111,97,34,9,W 1,
Mon, Mar 12, 2012,8:00p,,Box Score,,New York Knicks,W,,104,99,35,9,W 2,
Wed, Mar 14, 2012,9:30p,,Box Score,,Miami Heat,W,,106,102,36,9,W 3,
Fri, Mar 16, 2012,8:00p,,Box Score,,Portland Trail Blazers,L,,89,100,36,10,L 1,
Sat, Mar 17, 2012,8:00p,,Box Score,,Philadelphia 76ers,W,,89,80,37,10,W 1,
Mon, Mar 19, 2012,8:00p,,Box Score,@,Orlando Magic,W,,85,59,38,10,W 2,
Wed, Mar 21, 2012,7:00p,,Box Score,@,Toronto Raptors,W,,94,82,39,10,W 3,
Sat, Mar 24, 2012,8:00p,,Box Score,,Toronto Raptors,W,OT,102,101,40,10,W 4,
Mon, Mar 26, 2012,8:00p,,Box Score,,Denver Nuggets,L,,91,108,40,11,L 1,
Wed, Mar 28, 2012,7:30p,,Box Score,@,Atlanta Hawks,W,,98,77,41,11,W 1,
Fri, Mar 30, 2012,8:00p,,Box Score,,Detroit Pistons,W,,83,71,42,11,W 2,
Sun, Apr 1, 2012,1:00p,,Box Score,@,Oklahoma City Thunder,L,,78,92,42,12,L 1,
Mon, Apr 2, 2012,8:00p,,Box Score,,Houston Rockets,L,,93,99,42,13,L 2,
Thu, Apr 5, 2012,9:30p,,Box Score,,Boston Celtics,W,,93,86,43,13,W 1,
Sun, Apr 8, 2012,1:00p,,Box Score,@,New York Knicks,L,OT,99,100,43,14,L 1,
Tue, Apr 10, 2012,9:30p,,Box Score,,New York Knicks,W,,98,86,44,14,W 1,
Thu, Apr 12, 2012,8:00p,,Box Score,,Miami Heat,W,OT,96,86,45,14,W 2,
Sun, Apr 15, 2012,6:00p,,Box Score,@,Detroit Pistons,W,OT,100,94,46,14,W 3,
,,,,,,,,,,,,,
Mon, Apr 16, 2012,8:00p,,Box Score,,Washington Wizards,L,,84,87,46,15,L 1,
Wed, Apr 18, 2012,7:00p,,Box Score,@,Charlotte Bobcats,W,,100,68,47,15,W 1,
Thu, Apr 19, 2012,8:00p,,Box Score,@,Miami Heat,L,,72,83,47,16,L 1,
Sat, Apr 21, 2012,8:00p,,Box Score,,Dallas Mavericks,W,,93,83,48,16,W 1,
Wed, Apr 25, 2012,7:00p,,Box Score,@,Indiana Pacers,W,,92,87,49,16,W 2,
Thu, Apr 26, 2012,8:00p,,Box Score,,Cleveland Cavaliers,W,,107,75,50,16,W 3,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
