Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Nov 1, 2006,8:00p,,Box Score,@,Memphis Grizzlies,W,3OT,118,117,1,0,W 1,
Fri, Nov 3, 2006,7:30p,,Box Score,@,Atlanta Hawks,L,,92,102,1,1,L 1,
Sat, Nov 4, 2006,7:30p,,Box Score,,Indiana Pacers,L,,95,109,1,2,L 2,
Mon, Nov 6, 2006,7:30p,,Box Score,,San Antonio Spurs,L,,93,105,1,3,L 3,
Wed, Nov 8, 2006,9:00p,,Box Score,@,Denver Nuggets,W,,109,107,2,3,W 1,
Fri, Nov 10, 2006,8:30p,,Box Score,@,Houston Rockets,L,,94,103,2,4,L 1,
Sat, Nov 11, 2006,8:00p,,Box Score,@,San Antonio Spurs,L,,92,100,2,5,L 2,
Mon, Nov 13, 2006,7:30p,,Box Score,,Cleveland Cavaliers,L,,96,102,2,6,L 3,
Wed, Nov 15, 2006,7:30p,,Box Score,,Washington Wizards,W,,102,82,3,6,W 1,
Fri, Nov 17, 2006,7:30p,,Box Score,@,Miami Heat,W,,100,76,4,6,W 2,
Sat, Nov 18, 2006,7:30p,,Box Score,,Boston Celtics,L,,118,122,4,7,L 1,
Mon, Nov 20, 2006,7:30p,,Box Score,,Houston Rockets,L,,90,97,4,8,L 2,
Wed, Nov 22, 2006,8:00p,,Box Score,@,Minnesota Timberwolves,L,,89,107,4,9,L 3,
Fri, Nov 24, 2006,7:30p,,Box Score,@,Boston Celtics,W,,101,77,5,9,W 1,
Sat, Nov 25, 2006,7:30p,,Box Score,,Chicago Bulls,L,,95,106,5,10,L 1,
Tue, Nov 28, 2006,8:30p,,Box Score,@,Chicago Bulls,L,,85,102,5,11,L 2,
Wed, Nov 29, 2006,7:00p,,Box Score,@,Cleveland Cavaliers,W,,101,98,6,11,W 1,
Fri, Dec 1, 2006,8:00p,,Box Score,@,Detroit Pistons,L,,100,108,6,12,L 1,
Sat, Dec 2, 2006,8:00p,,Box Score,,Toronto Raptors,L,,100,103,6,13,L 2,
Mon, Dec 4, 2006,7:30p,,Box Score,,Memphis Grizzlies,W,,98,90,7,13,W 1,
,,,,,,,,,,,,,
Wed, Dec 6, 2006,7:30p,,Box Score,,Washington Wizards,L,,102,113,7,14,L 1,
Sat, Dec 9, 2006,7:30p,,Box Score,,Milwaukee Bucks,W,,115,107,8,14,W 1,
