Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 28, 2015,10:00p,,Box Score,,New Orleans Pelicans,W,,112,94,1,0,W 1,
Fri, Oct 30, 2015,10:30p,,Box Score,@,Phoenix Suns,L,,92,110,1,1,L 1,
Sat, Oct 31, 2015,10:00p,,Box Score,,Phoenix Suns,L,,90,101,1,2,L 2,
Mon, Nov 2, 2015,8:00p,,Box Score,@,Minnesota Timberwolves,W,,106,101,2,2,W 1,
Wed, Nov 4, 2015,9:00p,,Box Score,@,Utah Jazz,W,,108,92,3,2,W 2,
Thu, Nov 5, 2015,10:30p,,Box Score,,Memphis Grizzlies,W,,115,96,4,2,W 3,
Sun, Nov 8, 2015,9:00p,,Box Score,,Detroit Pistons,L,,103,120,4,3,L 1,
Mon, Nov 9, 2015,9:00p,,Box Score,@,Denver Nuggets,L,,104,108,4,4,L 2,
Wed, Nov 11, 2015,10:30p,,Box Score,,San Antonio Spurs,L,,101,113,4,5,L 3,
Fri, Nov 13, 2015,8:00p,,Box Score,@,Memphis Grizzlies,L,,100,101,4,6,L 4,
Sun, Nov 15, 2015,5:00p,,Box Score,@,Charlotte Hornets,L,,94,106,4,7,L 5,
Mon, Nov 16, 2015,8:30p,,Box Score,@,San Antonio Spurs,L,,80,93,4,8,L 6,
Wed, Nov 18, 2015,8:00p,,Box Score,@,Houston Rockets,L,OT,103,108,4,9,L 7,
Fri, Nov 20, 2015,10:00p,,Box Score,,Los Angeles Clippers,W,,102,91,5,9,W 1,
Sun, Nov 22, 2015,9:30p,,Box Score,@,Los Angeles Lakers,W,,107,93,6,9,W 2,
Tue, Nov 24, 2015,10:00p,,Box Score,,Chicago Bulls,L,,88,93,6,10,L 1,
Sat, Nov 28, 2015,10:00p,,Box Score,,Los Angeles Lakers,W,,108,96,7,10,W 1,
Mon, Nov 30, 2015,10:30p,,Box Score,@,Los Angeles Clippers,L,,87,102,7,11,L 1,
Tue, Dec 1, 2015,10:00p,,Box Score,,Dallas Mavericks,L,OT,112,115,7,12,L 2,
Thu, Dec 3, 2015,10:00p,,Box Score,,Indiana Pacers,W,,123,111,8,12,W 1,
,,,,,,,,,,,,,
Sat, Dec 5, 2015,8:00p,,Box Score,@,Minnesota Timberwolves,W,,109,103,9,12,W 2,
Mon, Dec 7, 2015,8:00p,,Box Score,@,Milwaukee Bucks,L,,88,90,9,13,L 1,
