Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Mon, Dec 26, 2011,7:00p,,Box Score,@,Orlando Magic,L,,95,104,0,1,L 1,
Thu, Dec 29, 2011,8:00p,,Box Score,,San Antonio Spurs,W,,105,85,1,1,W 1,
Fri, Dec 30, 2011,8:00p,,Box Score,@,Memphis Grizzlies,L,,93,113,1,2,L 1,
Sat, Dec 31, 2011,7:00p,,Box Score,,Atlanta Hawks,W,,95,84,2,2,W 1,
Tue, Jan 3, 2012,10:30p,,Box Score,@,Los Angeles Lakers,L,,99,108,2,3,L 1,
Wed, Jan 4, 2012,10:30p,,Box Score,@,Los Angeles Clippers,L,,89,117,2,4,L 2,
Fri, Jan 6, 2012,8:00p,,Box Score,@,Oklahoma City Thunder,L,,94,109,2,5,L 3,
Sat, Jan 7, 2012,8:00p,,Box Score,,Oklahoma City Thunder,L,,95,98,2,6,L 4,
Tue, Jan 10, 2012,7:00p,,Box Score,@,Charlotte Bobcats,W,,82,70,3,6,W 1,
Wed, Jan 11, 2012,8:30p,,Box Score,@,San Antonio Spurs,L,OT,95,101,3,7,L 1,
Fri, Jan 13, 2012,8:00p,,Box Score,,Sacramento Kings,W,,103,89,4,7,W 1,
Sat, Jan 14, 2012,8:00p,,Box Score,,Portland Trail Blazers,W,OT,107,105,5,7,W 2,
Mon, Jan 16, 2012,2:00p,,Box Score,@,Washington Wizards,W,,114,106,6,7,W 3,
Tue, Jan 17, 2012,8:00p,,Box Score,,Detroit Pistons,W,,97,80,7,7,W 4,
Thu, Jan 19, 2012,8:00p,,Box Score,,New Orleans Hornets,W,OT,90,88,8,7,W 5,
Sat, Jan 21, 2012,8:00p,,Box Score,,San Antonio Spurs,W,,105,102,9,7,W 6,
Mon, Jan 23, 2012,8:00p,,Box Score,@,Minnesota Timberwolves,W,,107,92,10,7,W 7,
Wed, Jan 25, 2012,8:00p,,Box Score,,Milwaukee Bucks,L,,99,105,10,8,L 1,
Fri, Jan 27, 2012,8:00p,,Box Score,,Washington Wizards,W,,103,76,11,8,W 1,
Sat, Jan 28, 2012,8:00p,,Box Score,,New York Knicks,W,,97,84,12,8,W 2,
,,,,,,,,,,,,,
Mon, Jan 30, 2012,8:00p,,Box Score,,Minnesota Timberwolves,L,,108,120,12,9,L 1,
Wed, Feb 1, 2012,8:30p,,Box Score,@,San Antonio Spurs,L,,91,99,12,10,L 2,
Fri, Feb 3, 2012,8:00p,,Box Score,,Phoenix Suns,W,,99,81,13,10,W 1,
Sat, Feb 4, 2012,8:00p,,Box Score,@,Minnesota Timberwolves,L,,91,100,13,11,L 1,
Mon, Feb 6, 2012,9:00p,,Box Score,@,Denver Nuggets,W,,99,90,14,11,W 1,
Wed, Feb 8, 2012,10:00p,,Box Score,@,Portland Trail Blazers,W,,103,96,15,11,W 2,
Thu, Feb 9, 2012,9:00p,,Box Score,@,Phoenix Suns,W,,96,89,16,11,W 3,
Sun, Feb 12, 2012,9:00p,,Box Score,@,Golden State Warriors,L,,97,106,16,12,L 1,
Tue, Feb 14, 2012,8:00p,,Box Score,@,Memphis Grizzlies,L,,83,93,16,13,L 2,
Wed, Feb 15, 2012,8:00p,,Box Score,,Oklahoma City Thunder,W,,96,95,17,13,W 1,
Fri, Feb 17, 2012,8:00p,,Box Score,,Minnesota Timberwolves,L,,98,111,17,14,L 1,
Sun, Feb 19, 2012,7:00p,,Box Score,,Utah Jazz,W,,101,85,18,14,W 1,
Mon, Feb 20, 2012,8:00p,,Box Score,,Memphis Grizzlies,W,,97,93,19,14,W 2,
Wed, Feb 22, 2012,8:00p,,Box Score,,Philadelphia 76ers,W,,93,87,20,14,W 3,
Tue, Feb 28, 2012,8:00p,,Box Score,,Toronto Raptors,W,,88,85,21,14,W 4,
Wed, Feb 29, 2012,9:00p,,Box Score,@,Utah Jazz,L,,83,104,21,15,L 1,
Fri, Mar 2, 2012,8:00p,,Box Score,,Denver Nuggets,L,,105,117,21,16,L 2,
Sun, Mar 4, 2012,7:00p,,Box Score,,Los Angeles Clippers,L,OT,103,105,21,17,L 3,
Tue, Mar 6, 2012,7:30p,,Box Score,@,Boston Celtics,L,OT,92,97,21,18,L 4,
Wed, Mar 7, 2012,7:00p,,Box Score,@,Toronto Raptors,L,,98,116,21,19,L 5,
,,,,,,,,,,,,,
Sat, Mar 10, 2012,8:00p,,Box Score,@,New Jersey Nets,W,,112,106,22,19,W 1,
Sun, Mar 11, 2012,6:00p,,Box Score,@,Cleveland Cavaliers,L,,107,118,22,20,L 1,
Tue, Mar 13, 2012,8:00p,,Box Score,@,Oklahoma City Thunder,W,,104,103,23,20,W 1,
Wed, Mar 14, 2012,8:00p,,Box Score,,Charlotte Bobcats,W,,107,87,24,20,W 2,
Sat, Mar 17, 2012,3:30p,,Box Score,@,Los Angeles Clippers,L,,91,95,24,21,L 1,
Sun, Mar 18, 2012,9:00p,,Box Score,@,Phoenix Suns,L,,86,99,24,22,L 2,
Tue, Mar 20, 2012,8:00p,,Box Score,,Los Angeles Lakers,W,,107,104,25,22,W 1,
Thu, Mar 22, 2012,8:00p,,Box Score,,Golden State Warriors,W,,109,83,26,22,W 2,
Sat, Mar 24, 2012,8:00p,,Box Score,,Dallas Mavericks,L,OT,99,101,26,23,L 1,
Mon, Mar 26, 2012,8:00p,,Box Score,,Sacramento Kings,W,OT,113,106,27,23,W 1,
Tue, Mar 27, 2012,8:30p,,Box Score,@,Dallas Mavericks,L,,81,90,27,24,L 1,
Fri, Mar 30, 2012,8:00p,,Box Score,,Memphis Grizzlies,W,,98,89,28,24,W 1,
Sun, Apr 1, 2012,7:00p,,Box Score,,Indiana Pacers,L,OT,102,104,28,25,L 1,
Mon, Apr 2, 2012,8:00p,,Box Score,@,Chicago Bulls,W,,99,93,29,25,W 1,
Fri, Apr 6, 2012,10:30p,,Box Score,@,Los Angeles Lakers,W,,112,107,30,25,W 2,
Sun, Apr 8, 2012,9:00p,,Box Score,@,Sacramento Kings,W,,104,87,31,25,W 3,
Mon, Apr 9, 2012,10:00p,,Box Score,@,Portland Trail Blazers,W,,94,89,32,25,W 4,
Wed, Apr 11, 2012,8:00p,,Box Score,,Utah Jazz,L,,91,103,32,26,L 1,
Fri, Apr 13, 2012,8:00p,,Box Score,,Phoenix Suns,L,,105,112,32,27,L 2,
Sun, Apr 15, 2012,8:00p,,Box Score,@,Denver Nuggets,L,,86,101,32,28,L 3,
,,,,,,,,,,,,,
Mon, Apr 16, 2012,8:00p,,Box Score,,Denver Nuggets,L,,102,105,32,29,L 4,
Wed, Apr 18, 2012,8:30p,,Box Score,@,Dallas Mavericks,L,,110,117,32,30,L 5,
Thu, Apr 19, 2012,8:00p,,Box Score,@,New Orleans Hornets,L,OT,99,105,32,31,L 6,
Sat, Apr 21, 2012,8:00p,,Box Score,,Golden State Warriors,W,,99,96,33,31,W 1,
Sun, Apr 22, 2012,6:00p,,Box Score,@,Miami Heat,L,,88,97,33,32,L 1,
Thu, Apr 26, 2012,8:00p,,Box Score,,New Orleans Hornets,W,,84,77,34,32,W 1,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
