Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 29, 2014,7:30p,,Box Score,@,Miami Heat,L,,95,107,0,1,L 1,
Thu, Oct 30, 2014,7:00p,,Box Score,@,Orlando Magic,W,,105,98,1,1,W 1,
Sat, Nov 1, 2014,7:00p,,Box Score,,Milwaukee Bucks,W,,108,97,2,1,W 2,
Tue, Nov 4, 2014,7:30p,,Box Score,@,New York Knicks,W,,98,83,3,1,W 3,
Wed, Nov 5, 2014,8:00p,,Box Score,,Indiana Pacers,W,OT,96,94,4,1,W 4,
Fri, Nov 7, 2014,7:30p,,Box Score,@,Toronto Raptors,L,,84,103,4,2,L 1,
Sat, Nov 8, 2014,7:00p,,Box Score,@,Indiana Pacers,W,,97,90,5,2,W 1,
Wed, Nov 12, 2014,7:00p,,Box Score,,Detroit Pistons,W,,107,103,6,2,W 2,
Sat, Nov 15, 2014,7:00p,,Box Score,,Orlando Magic,W,,98,93,7,2,W 3,
Wed, Nov 19, 2014,7:00p,,Box Score,,Dallas Mavericks,L,,102,105,7,3,L 1,
Fri, Nov 21, 2014,8:00p,,Box Score,,Cleveland Cavaliers,W,,91,78,8,3,W 1,
Sat, Nov 22, 2014,8:30p,,Box Score,@,Milwaukee Bucks,W,,111,100,9,3,W 2,
Tue, Nov 25, 2014,7:00p,,Box Score,,Atlanta Hawks,L,,102,106,9,4,L 1,
Wed, Nov 26, 2014,7:00p,,Box Score,@,Cleveland Cavaliers,L,,87,113,9,5,L 2,
Sat, Nov 29, 2014,7:00p,,Box Score,,New Orleans Pelicans,W,,83,80,10,5,W 1,
Mon, Dec 1, 2014,7:00p,,Box Score,,Miami Heat,W,,107,86,11,5,W 2,
Wed, Dec 3, 2014,7:00p,,Box Score,,Los Angeles Lakers,W,,111,95,12,5,W 3,
Fri, Dec 5, 2014,7:00p,,Box Score,,Denver Nuggets,W,,119,89,13,5,W 4,
Sun, Dec 7, 2014,1:00p,,Box Score,@,Boston Celtics,L,,93,101,13,6,L 1,
Mon, Dec 8, 2014,7:00p,,Box Score,,Boston Celtics,W,2OT,133,132,14,6,W 1,
,,,,,,,,,,,,,
Wed, Dec 10, 2014,7:00p,,Box Score,@,Orlando Magic,W,,91,89,15,6,W 2,
Fri, Dec 12, 2014,7:00p,,Box Score,,Los Angeles Clippers,W,,104,96,16,6,W 3,
Sun, Dec 14, 2014,6:00p,,Box Score,,Utah Jazz,W,,93,84,17,6,W 4,
Tue, Dec 16, 2014,7:00p,,Box Score,,Minnesota Timberwolves,W,,109,95,18,6,W 5,
Fri, Dec 19, 2014,7:30p,,Box Score,@,Miami Heat,W,,105,103,19,6,W 6,
Sun, Dec 21, 2014,6:00p,,Box Score,,Phoenix Suns,L,,92,104,19,7,L 1,
Tue, Dec 23, 2014,7:00p,,Box Score,,Chicago Bulls,L,,91,99,19,8,L 2,
Thu, Dec 25, 2014,12:00p,,Box Score,@,New York Knicks,W,,102,91,20,8,W 1,
Sat, Dec 27, 2014,7:00p,,Box Score,,Boston Celtics,W,,101,88,21,8,W 2,
Mon, Dec 29, 2014,8:00p,,Box Score,@,Houston Rockets,W,,104,103,22,8,W 3,
Tue, Dec 30, 2014,8:30p,,Box Score,@,Dallas Mavericks,L,,87,114,22,9,L 1,
Fri, Jan 2, 2015,8:00p,,Box Score,@,Oklahoma City Thunder,L,,102,109,22,10,L 2,
Sat, Jan 3, 2015,8:30p,,Box Score,@,San Antonio Spurs,L,,92,101,22,11,L 3,
Mon, Jan 5, 2015,8:00p,,Box Score,@,New Orleans Pelicans,W,,92,85,23,11,W 1,
Wed, Jan 7, 2015,7:00p,,Box Score,,New York Knicks,W,,101,91,24,11,W 2,
Fri, Jan 9, 2015,8:00p,,Box Score,,Chicago Bulls,W,,102,86,25,11,W 3,
Sun, Jan 11, 2015,3:00p,,Box Score,@,Atlanta Hawks,L,,89,120,25,12,L 1,
Tue, Jan 13, 2015,7:00p,,Box Score,,San Antonio Spurs,W,,101,93,26,12,W 1,
Wed, Jan 14, 2015,8:00p,,Box Score,@,Chicago Bulls,W,,105,99,27,12,W 2,
Fri, Jan 16, 2015,7:00p,,Box Score,,Brooklyn Nets,L,,80,102,27,13,L 1,
