Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 30, 2013,8:30p,,Box Score,@,Dallas Mavericks,L,,109,118,0,1,L 1,
Fri, Nov 1, 2013,7:30p,,Box Score,,Toronto Raptors,W,,102,95,1,1,W 1,
Sun, Nov 3, 2013,9:30p,,Box Score,@,Los Angeles Lakers,L,,103,105,1,2,L 1,
Tue, Nov 5, 2013,10:00p,,Box Score,@,Sacramento Kings,W,,105,100,2,2,W 1,
Thu, Nov 7, 2013,9:00p,,Box Score,@,Denver Nuggets,L,,107,109,2,3,L 1,
Sat, Nov 9, 2013,7:30p,,Box Score,,Orlando Magic,W,,104,94,3,3,W 1,
Mon, Nov 11, 2013,7:00p,,Box Score,@,Charlotte Bobcats,W,,103,94,4,3,W 2,
Wed, Nov 13, 2013,8:00p,,Box Score,,New York Knicks,L,,91,95,4,4,L 1,
Fri, Nov 15, 2013,7:30p,,Box Score,,Philadelphia 76ers,W,,113,103,5,4,W 1,
Sat, Nov 16, 2013,7:30p,,Box Score,@,New York Knicks,W,,110,90,6,4,W 2,
Tue, Nov 19, 2013,7:30p,,Box Score,@,Miami Heat,L,,88,104,6,5,L 1,
Wed, Nov 20, 2013,7:30p,,Box Score,,Detroit Pistons,W,,93,85,7,5,W 1,
Fri, Nov 22, 2013,7:30p,,Box Score,@,Detroit Pistons,W,,96,89,8,5,W 2,
Sat, Nov 23, 2013,7:30p,,Box Score,,Boston Celtics,L,,87,94,8,6,L 1,
Tue, Nov 26, 2013,7:30p,,Box Score,,Orlando Magic,L,,92,109,8,7,L 2,
Wed, Nov 27, 2013,8:00p,,Box Score,@,Houston Rockets,L,,84,113,8,8,L 3,
Fri, Nov 29, 2013,7:30p,,Box Score,,Dallas Mavericks,W,,88,87,9,8,W 1,
Sat, Nov 30, 2013,7:00p,,Box Score,@,Washington Wizards,L,,101,108,9,9,L 1,
Mon, Dec 2, 2013,8:30p,,Box Score,@,San Antonio Spurs,L,,100,102,9,10,L 2,
Wed, Dec 4, 2013,7:30p,,Box Score,,Los Angeles Clippers,W,,107,97,10,10,W 1,
,,,,,,,,,,,,,
Fri, Dec 6, 2013,7:30p,,Box Score,,Cleveland Cavaliers,W,,108,89,11,10,W 2,
Tue, Dec 10, 2013,7:30p,,Box Score,,Oklahoma City Thunder,L,,92,101,11,11,L 1,
Fri, Dec 13, 2013,7:30p,,Box Score,,Washington Wizards,W,OT,101,99,12,11,W 1,
Sat, Dec 14, 2013,7:30p,,Box Score,@,New York Knicks,L,,106,111,12,12,L 1,
Mon, Dec 16, 2013,7:30p,,Box Score,,Los Angeles Lakers,W,,114,100,13,12,W 1,
Wed, Dec 18, 2013,7:30p,,Box Score,,Sacramento Kings,W,,124,107,14,12,W 2,
Fri, Dec 20, 2013,7:30p,,Box Score,,Utah Jazz,W,,118,85,15,12,W 3,
Mon, Dec 23, 2013,7:30p,,Box Score,@,Miami Heat,L,OT,119,121,15,13,L 1,
Thu, Dec 26, 2013,7:00p,,Box Score,@,Cleveland Cavaliers,W,2OT,127,125,16,13,W 1,
Sat, Dec 28, 2013,7:30p,,Box Score,,Charlotte Bobcats,W,OT,118,116,17,13,W 2,
Sun, Dec 29, 2013,6:00p,,Box Score,@,Orlando Magic,L,,102,109,17,14,L 1,
Tue, Dec 31, 2013,1:00p,,Box Score,@,Boston Celtics,W,,92,91,18,14,W 1,
Fri, Jan 3, 2014,7:30p,,Box Score,,Golden State Warriors,L,,100,101,18,15,L 1,
Sat, Jan 4, 2014,8:00p,,Box Score,@,Chicago Bulls,L,,84,91,18,16,L 2,
Mon, Jan 6, 2014,7:30p,,Box Score,@,Brooklyn Nets,L,,86,91,18,17,L 3,
Wed, Jan 8, 2014,7:30p,,Box Score,,Indiana Pacers,W,,97,87,19,17,W 1,
Fri, Jan 10, 2014,7:30p,,Box Score,,Houston Rockets,W,,83,80,20,17,W 2,
Sun, Jan 12, 2014,6:00p,,Box Score,@,Memphis Grizzlies,L,,101,108,20,18,L 1,
Thu, Jan 16, 2014,3:00p,,Box Score,,Brooklyn Nets,L,,110,127,20,19,L 2,at London, England
Mon, Jan 20, 2014,5:30p,,Box Score,,Miami Heat,W,,121,114,21,19,W 1,
,,,,,,,,,,,,,
Wed, Jan 22, 2014,7:00p,,Box Score,@,Orlando Magic,W,,112,109,22,19,W 2,
Fri, Jan 24, 2014,7:30p,,Box Score,,San Antonio Spurs,L,,79,105,22,20,L 1,
Sat, Jan 25, 2014,8:30p,,Box Score,@,Milwaukee Bucks,W,,112,87,23,20,W 1,
Mon, Jan 27, 2014,8:00p,,Box Score,@,Oklahoma City Thunder,L,,109,111,23,21,L 1,
Fri, Jan 31, 2014,7:30p,,Box Score,@,Philadelphia 76ers,W,,125,99,24,21,W 1,
Sat, Feb 1, 2014,7:30p,,Box Score,,Minnesota Timberwolves,W,,120,113,25,21,W 2,
Tue, Feb 4, 2014,7:30p,,Box Score,,Indiana Pacers,L,,85,89,25,22,L 1,
Wed, Feb 5, 2014,8:00p,,Box Score,@,New Orleans Pelicans,L,,100,105,25,23,L 2,
Sat, Feb 8, 2014,7:30p,,Box Score,,Memphis Grizzlies,L,,76,79,25,24,L 3,
Tue, Feb 11, 2014,8:00p,,Box Score,@,Chicago Bulls,L,,85,100,25,25,L 4,
Wed, Feb 12, 2014,7:00p,,Box Score,@,Toronto Raptors,L,,83,104,25,26,L 5,
Tue, Feb 18, 2014,7:00p,,Box Score,@,Indiana Pacers,L,,98,108,25,27,L 6,
Wed, Feb 19, 2014,7:30p,,Box Score,,Washington Wizards,L,,97,114,25,28,L 7,
Fri, Feb 21, 2014,7:30p,,Box Score,@,Detroit Pistons,L,,107,115,25,29,L 8,
Sat, Feb 22, 2014,7:30p,,Box Score,,New York Knicks,W,,107,98,26,29,W 1,
Tue, Feb 25, 2014,7:30p,,Box Score,,Chicago Bulls,L,,103,107,26,30,L 1,
Wed, Feb 26, 2014,7:30p,,Box Score,@,Boston Celtics,L,,104,115,26,31,L 2,
Sun, Mar 2, 2014,8:00p,,Box Score,@,Phoenix Suns,L,,120,129,26,32,L 3,
Wed, Mar 5, 2014,10:30p,,Box Score,@,Portland Trail Blazers,L,,78,102,26,33,L 4,
Fri, Mar 7, 2014,10:30p,,Box Score,@,Golden State Warriors,L,,97,111,26,34,L 5,
,,,,,,,,,,,,,
Sat, Mar 8, 2014,10:30p,,Box Score,@,Los Angeles Clippers,L,,108,109,26,35,L 6,
Mon, Mar 10, 2014,9:00p,,Box Score,@,Utah Jazz,W,,112,110,27,35,W 1,
Thu, Mar 13, 2014,7:30p,,Box Score,,Milwaukee Bucks,W,,102,97,28,35,W 2,
Sat, Mar 15, 2014,7:30p,,Box Score,,Denver Nuggets,W,,97,92,29,35,W 3,
Mon, Mar 17, 2014,7:00p,,Box Score,@,Charlotte Bobcats,W,,97,83,30,35,W 4,
Tue, Mar 18, 2014,7:30p,,Box Score,,Toronto Raptors,W,OT,118,113,31,35,W 5,
Fri, Mar 21, 2014,7:30p,,Box Score,,New Orleans Pelicans,L,,105,111,31,36,L 1,
Sun, Mar 23, 2014,1:00p,,Box Score,@,Toronto Raptors,L,,86,96,31,37,L 2,
Mon, Mar 24, 2014,7:30p,,Box Score,,Phoenix Suns,L,,95,102,31,38,L 3,
Wed, Mar 26, 2014,8:00p,,Box Score,@,Minnesota Timberwolves,L,,83,107,31,39,L 4,
Thu, Mar 27, 2014,7:30p,,Box Score,,Portland Trail Blazers,L,,85,100,31,40,L 5,
Sat, Mar 29, 2014,8:00p,,Box Score,@,Washington Wizards,L,,97,101,31,41,L 6,
Mon, Mar 31, 2014,7:30p,,Box Score,,Philadelphia 76ers,W,,103,95,32,41,W 1,
Wed, Apr 2, 2014,7:30p,,Box Score,,Chicago Bulls,L,,92,105,32,42,L 1,
Fri, Apr 4, 2014,7:30p,,Box Score,,Cleveland Cavaliers,W,,117,98,33,42,W 1,
Sun, Apr 6, 2014,6:00p,,Box Score,@,Indiana Pacers,W,,107,88,34,42,W 2,
Tue, Apr 8, 2014,7:30p,,Box Score,,Detroit Pistons,L,,95,102,34,43,L 1,
Wed, Apr 9, 2014,7:30p,,Box Score,,Boston Celtics,W,,105,97,35,43,W 1,
Fri, Apr 11, 2014,7:30p,,Box Score,@,Brooklyn Nets,W,,93,88,36,43,W 2,
Sat, Apr 12, 2014,7:30p,,Box Score,,Miami Heat,W,,98,85,37,43,W 3,
,,,,,,,,,,,,,
Mon, Apr 14, 2014,7:30p,,Box Score,,Charlotte Bobcats,L,,93,95,37,44,L 1,
Wed, Apr 16, 2014,8:00p,,Box Score,@,Milwaukee Bucks,W,,111,103,38,44,W 1,
