Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 28, 2009,7:00p,,Box Score,,Cleveland Cavaliers,W,,101,91,1,0,W 1,
Fri, Oct 30, 2009,8:00p,,Box Score,@,Memphis Grizzlies,L,,107,115,1,1,L 1,
Sun, Nov 1, 2009,1:00p,,Box Score,,Orlando Magic,L,,116,125,1,2,L 2,
Wed, Nov 4, 2009,7:00p,,Box Score,,Detroit Pistons,W,,110,99,2,2,W 1,
Fri, Nov 6, 2009,8:00p,,Box Score,@,New Orleans Hornets,W,,107,90,3,2,W 2,
Sat, Nov 7, 2009,8:30p,,Box Score,@,Dallas Mavericks,L,,101,129,3,3,L 1,
Mon, Nov 9, 2009,8:30p,,Box Score,@,San Antonio Spurs,L,,124,131,3,4,L 2,
Wed, Nov 11, 2009,7:00p,,Box Score,,Chicago Bulls,W,,99,89,4,4,W 1,
Fri, Nov 13, 2009,10:30p,,Box Score,@,Los Angeles Clippers,W,,104,89,5,4,W 2,
Sun, Nov 15, 2009,8:00p,,Box Score,@,Phoenix Suns,L,,100,101,5,5,L 1,
Tue, Nov 17, 2009,9:00p,,Box Score,@,Denver Nuggets,L,,112,130,5,6,L 2,
Wed, Nov 18, 2009,9:00p,,Box Score,@,Utah Jazz,L,,91,104,5,7,L 3,
Fri, Nov 20, 2009,7:00p,,Box Score,,Miami Heat,W,,120,113,6,7,W 1,
Sun, Nov 22, 2009,12:30p,,Box Score,,Orlando Magic,L,,96,104,6,8,L 1,
Tue, Nov 24, 2009,7:00p,,Box Score,,Indiana Pacers,W,,123,112,7,8,W 1,
Wed, Nov 25, 2009,7:00p,,Box Score,@,Charlotte Bobcats,L,,81,116,7,9,L 1,
Fri, Nov 27, 2009,7:30p,,Box Score,@,Boston Celtics,L,,103,116,7,10,L 2,
Sun, Nov 29, 2009,1:00p,,Box Score,,Phoenix Suns,L,,94,113,7,11,L 3,
Tue, Dec 1, 2009,7:00p,,Box Score,,Washington Wizards,L,,102,106,7,12,L 4,
Wed, Dec 2, 2009,7:00p,,Box Score,@,Atlanta Hawks,L,,115,146,7,13,L 5,
,,,,,,,,,,,,,
Fri, Dec 4, 2009,7:00p,,Box Score,@,Washington Wizards,W,OT,109,107,8,13,W 1,
Sat, Dec 5, 2009,8:00p,,Box Score,@,Chicago Bulls,W,,110,78,9,13,W 2,
Tue, Dec 8, 2009,7:00p,,Box Score,,Minnesota Timberwolves,W,,94,88,10,13,W 3,
Wed, Dec 9, 2009,8:00p,,Box Score,@,Milwaukee Bucks,L,,95,117,10,14,L 1,
Fri, Dec 11, 2009,7:00p,,Box Score,,Atlanta Hawks,L,,89,111,10,15,L 2,
Sun, Dec 13, 2009,12:30p,,Box Score,,Houston Rockets,W,,101,88,11,15,W 1,
Tue, Dec 15, 2009,7:30p,,Box Score,@,Miami Heat,L,,95,115,11,16,L 1,
Wed, Dec 16, 2009,7:00p,,Box Score,@,Orlando Magic,L,,99,118,11,17,L 2,
Fri, Dec 18, 2009,7:00p,,Box Score,,New Jersey Nets,W,,118,95,12,17,W 1,
Sun, Dec 20, 2009,12:30p,,Box Score,,New Orleans Hornets,W,,98,92,13,17,W 2,
Wed, Dec 23, 2009,7:30p,,Box Score,@,Detroit Pistons,W,,94,64,14,17,W 3,
Sun, Dec 27, 2009,1:00p,,Box Score,,Detroit Pistons,W,,102,95,15,17,W 4,
Wed, Dec 30, 2009,7:00p,,Box Score,,Charlotte Bobcats,W,,107,103,16,17,W 5,
Sat, Jan 2, 2010,7:30p,,Box Score,@,Boston Celtics,L,,96,103,16,18,L 1,
Sun, Jan 3, 2010,6:00p,,Box Score,,San Antonio Spurs,W,,91,86,17,18,W 1,
Wed, Jan 6, 2010,7:00p,,Box Score,@,Orlando Magic,W,,108,103,18,18,W 2,
Fri, Jan 8, 2010,7:00p,,Box Score,@,Philadelphia 76ers,W,,108,106,19,18,W 3,
Sun, Jan 10, 2010,1:00p,,Box Score,,Boston Celtics,L,,107,114,19,19,L 1,
Mon, Jan 11, 2010,7:00p,,Box Score,@,Indiana Pacers,L,,101,105,19,20,L 2,
Fri, Jan 15, 2010,8:00p,,Box Score,@,New York Knicks,W,,112,104,20,20,W 1,
,,,,,,,,,,,,,
Sun, Jan 17, 2010,12:30p,,Box Score,,Dallas Mavericks,W,,110,88,21,20,W 2,
Tue, Jan 19, 2010,7:00p,,Box Score,@,Cleveland Cavaliers,L,,100,108,21,21,L 1,
Wed, Jan 20, 2010,8:00p,,Box Score,@,Milwaukee Bucks,L,,107,113,21,22,L 2,
Fri, Jan 22, 2010,7:00p,,Box Score,,Milwaukee Bucks,W,,101,96,22,22,W 1,
Sun, Jan 24, 2010,6:00p,,Box Score,,Los Angeles Lakers,W,,106,105,23,22,W 2,
Wed, Jan 27, 2010,7:00p,,Box Score,,Miami Heat,W,,111,103,24,22,W 3,
Thu, Jan 28, 2010,7:30p,,Box Score,@,New York Knicks,W,,106,104,25,22,W 4,
Sun, Jan 31, 2010,6:00p,,Box Score,,Indiana Pacers,W,,117,102,26,22,W 5,
Tue, Feb 2, 2010,7:00p,,Box Score,@,Indiana Pacers,L,,115,130,26,23,L 1,
Wed, Feb 3, 2010,7:00p,,Box Score,,New Jersey Nets,W,,108,99,27,23,W 1,
Sun, Feb 7, 2010,12:00p,,Box Score,,Sacramento Kings,W,,115,104,28,23,W 2,
Wed, Feb 10, 2010,7:00p,,Box Score,,Philadelphia 76ers,W,,104,93,29,23,W 3,
Wed, Feb 17, 2010,7:00p,,Box Score,,Memphis Grizzlies,L,OT,102,109,29,24,L 1,
Fri, Feb 19, 2010,8:00p,,Box Score,@,New Jersey Nets,W,,106,89,30,24,W 1,
Sat, Feb 20, 2010,7:00p,,Box Score,,Washington Wizards,W,,109,104,31,24,W 2,
Wed, Feb 24, 2010,7:00p,,Box Score,,Portland Trail Blazers,L,,87,101,31,25,L 1,
Fri, Feb 26, 2010,7:00p,,Box Score,,Cleveland Cavaliers,L,OT,118,126,31,26,L 2,
Sun, Feb 28, 2010,7:00p,,Box Score,@,Oklahoma City Thunder,L,,99,119,31,27,L 3,
Mon, Mar 1, 2010,8:30p,,Box Score,@,Houston Rockets,L,,92,116,31,28,L 4,
Fri, Mar 5, 2010,7:00p,,Box Score,,New York Knicks,W,,102,96,32,28,W 1,
,,,,,,,,,,,,,
Sun, Mar 7, 2010,12:00p,,Box Score,,Philadelphia 76ers,L,,101,114,32,29,L 1,
