Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 31, 2012,7:00p,,Box Score,@,Toronto Raptors,W,,90,88,1,0,W 1,
Fri, Nov 2, 2012,7:00p,,Box Score,@,Charlotte Bobcats,L,,89,90,1,1,L 1,
Sat, Nov 3, 2012,7:00p,,Box Score,,Sacramento Kings,W,2OT,106,98,2,1,W 1,
Mon, Nov 5, 2012,8:30p,,Box Score,@,San Antonio Spurs,L,,79,101,2,2,L 1,
Wed, Nov 7, 2012,7:30p,,Box Score,@,Atlanta Hawks,L,,86,89,2,3,L 2,
Fri, Nov 9, 2012,8:00p,,Box Score,@,Minnesota Timberwolves,L,,94,96,2,4,L 3,
Sat, Nov 10, 2012,7:00p,,Box Score,,Washington Wizards,W,,89,85,3,4,W 1,
Tue, Nov 13, 2012,7:00p,,Box Score,,Toronto Raptors,L,,72,74,3,5,L 1,
Wed, Nov 14, 2012,8:00p,,Box Score,@,Milwaukee Bucks,L,,85,99,3,6,L 2,
Fri, Nov 16, 2012,7:00p,,Box Score,,Dallas Mavericks,W,,103,83,4,6,W 1,
Sun, Nov 18, 2012,12:00p,,Box Score,@,New York Knicks,L,,76,88,4,7,L 1,
Mon, Nov 19, 2012,7:00p,,Box Score,@,Washington Wizards,W,,96,89,5,7,W 1,
Wed, Nov 21, 2012,7:00p,,Box Score,,New Orleans Hornets,W,OT,115,107,6,7,W 2,
Fri, Nov 23, 2012,8:00p,,Box Score,,San Antonio Spurs,L,,97,104,6,8,L 1,
Tue, Nov 27, 2012,10:30p,,Box Score,@,Los Angeles Lakers,W,,79,77,7,8,W 1,
Fri, Nov 30, 2012,10:00p,,Box Score,@,Sacramento Kings,W,,97,92,8,8,W 2,
Sat, Dec 1, 2012,10:30p,,Box Score,@,Golden State Warriors,L,,92,103,8,9,L 1,
Tue, Dec 4, 2012,8:00p,,Box Score,@,Chicago Bulls,W,,80,76,9,9,W 1,
Wed, Dec 5, 2012,7:00p,,Box Score,,Portland Trail Blazers,W,,99,92,10,9,W 2,
Fri, Dec 7, 2012,7:00p,,Box Score,,Denver Nuggets,L,,89,92,10,10,L 1,
,,,,,,,,,,,,,
Sun, Dec 9, 2012,7:00p,,Box Score,@,Oklahoma City Thunder,L,,93,104,10,11,L 2,
Wed, Dec 12, 2012,7:00p,,Box Score,,Cleveland Cavaliers,W,,96,81,11,11,W 1,
Fri, Dec 14, 2012,7:00p,,Box Score,,Philadelphia 76ers,W,,95,85,12,11,W 2,
Sat, Dec 15, 2012,7:30p,,Box Score,@,Detroit Pistons,W,,88,77,13,11,W 3,
Tue, Dec 18, 2012,8:00p,,Box Score,@,Milwaukee Bucks,L,,93,98,13,12,L 1,
Wed, Dec 19, 2012,7:00p,,Box Score,,Utah Jazz,W,,104,84,14,12,W 1,
Fri, Dec 21, 2012,7:30p,,Box Score,@,Cleveland Cavaliers,W,,99,89,15,12,W 2,
Sat, Dec 22, 2012,8:00p,,Box Score,@,New Orleans Hornets,W,,81,75,16,12,W 3,
Fri, Dec 28, 2012,7:00p,,Box Score,,Phoenix Suns,W,,97,91,17,12,W 4,
