Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Fri, Nov 2, 2012,8:00p,,Box Score,,Sacramento Kings,W,,92,80,1,0,W 1,
Sun, Nov 4, 2012,6:00p,,Box Score,@,Toronto Raptors,L,,86,105,1,1,L 1,
Mon, Nov 5, 2012,7:30p,,Box Score,@,Brooklyn Nets,W,,107,96,2,1,W 1,
Wed, Nov 7, 2012,8:00p,,Box Score,,Orlando Magic,W,,90,75,3,1,W 2,
Fri, Nov 9, 2012,8:00p,,Box Score,,Indiana Pacers,W,,96,94,4,1,W 3,
Sat, Nov 10, 2012,8:00p,,Box Score,@,Chicago Bulls,L,,80,87,4,2,L 1,
Mon, Nov 12, 2012,8:30p,,Box Score,@,Dallas Mavericks,W,,90,82,5,2,W 1,
Wed, Nov 14, 2012,8:00p,,Box Score,,Charlotte Bobcats,L,,87,89,5,3,L 1,
Fri, Nov 16, 2012,8:00p,,Box Score,,Golden State Warriors,L,,98,106,5,4,L 2,
Wed, Nov 21, 2012,8:00p,,Box Score,,Denver Nuggets,L,,94,101,5,5,L 3,
Fri, Nov 23, 2012,10:00p,,Box Score,@,Portland Trail Blazers,L,,95,103,5,6,L 4,
Sat, Nov 24, 2012,10:30p,,Box Score,@,Golden State Warriors,L,,85,96,5,7,L 5,
Tue, Nov 27, 2012,10:00p,,Box Score,@,Sacramento Kings,W,,97,89,6,7,W 1,
Wed, Nov 28, 2012,10:30p,,Box Score,@,Los Angeles Clippers,L,,95,101,6,8,L 1,
Fri, Nov 30, 2012,8:00p,,Box Score,,Milwaukee Bucks,W,,95,85,7,8,W 1,
Tue, Dec 4, 2012,7:00p,,Box Score,@,Philadelphia 76ers,W,,105,88,8,8,W 2,
Wed, Dec 5, 2012,7:30p,,Box Score,@,Boston Celtics,L,,94,104,8,9,L 1,
Fri, Dec 7, 2012,8:00p,,Box Score,,Cleveland Cavaliers,W,,91,73,9,9,W 1,
Wed, Dec 12, 2012,8:00p,,Box Score,,Denver Nuggets,W,,108,105,10,9,W 2,
Fri, Dec 14, 2012,8:00p,,Box Score,@,New Orleans Hornets,W,,113,102,11,9,W 3,
,,,,,,,,,,,,,
Sat, Dec 15, 2012,8:00p,,Box Score,,Dallas Mavericks,W,OT,114,106,12,9,W 4,
Mon, Dec 17, 2012,7:00p,,Box Score,@,Orlando Magic,L,,93,102,12,10,L 1,
Tue, Dec 18, 2012,7:30p,,Box Score,@,Miami Heat,L,,92,103,12,11,L 2,
Thu, Dec 20, 2012,7:00p,,Box Score,,Oklahoma City Thunder,W,,99,93,13,11,W 1,
Sun, Dec 23, 2012,5:00p,,Box Score,@,New York Knicks,L,,91,94,13,12,L 1,
Wed, Dec 26, 2012,8:00p,,Box Score,,Houston Rockets,L,,84,87,13,13,L 2,
Sat, Dec 29, 2012,8:00p,,Box Score,,Phoenix Suns,W,,111,107,14,13,W 1,
Wed, Jan 2, 2013,9:00p,,Box Score,@,Utah Jazz,L,,84,106,14,14,L 1,
Thu, Jan 3, 2013,9:00p,,Box Score,@,Denver Nuggets,W,,101,97,15,14,W 1,
Sat, Jan 5, 2013,8:00p,,Box Score,,Portland Trail Blazers,L,,97,102,15,15,L 1,
Tue, Jan 8, 2013,8:00p,,Box Score,,Atlanta Hawks,W,,108,103,16,15,W 1,
Wed, Jan 9, 2013,8:00p,,Box Score,@,Oklahoma City Thunder,L,,84,106,16,16,L 1,
Fri, Jan 11, 2013,8:00p,,Box Score,@,New Orleans Hornets,L,,92,104,16,17,L 2,
Sun, Jan 13, 2013,7:00p,,Box Score,@,San Antonio Spurs,L,,88,106,16,18,L 3,
Mon, Jan 14, 2013,8:30p,,Box Score,@,Dallas Mavericks,L,,98,113,16,19,L 4,
Thu, Jan 17, 2013,8:00p,,Box Score,,Los Angeles Clippers,L,,77,90,16,20,L 5,
Sat, Jan 19, 2013,8:00p,,Box Score,,Houston Rockets,W,,92,79,17,20,W 1,
Mon, Jan 21, 2013,2:00p,,Box Score,@,Atlanta Hawks,L,,96,104,17,21,L 1,
Wed, Jan 23, 2013,8:00p,,Box Score,,Brooklyn Nets,L,,83,91,17,22,L 2,
Fri, Jan 25, 2013,7:00p,,Box Score,@,Washington Wizards,L,,101,114,17,23,L 3,
,,,,,,,,,,,,,
Sat, Jan 26, 2013,7:30p,,Box Score,@,Charlotte Bobcats,L,,101,102,17,24,L 4,
Wed, Jan 30, 2013,8:00p,,Box Score,,Los Angeles Clippers,L,,90,96,17,25,L 5,
Fri, Feb 1, 2013,9:30p,,Box Score,,Los Angeles Lakers,L,,100,111,17,26,L 6,
Sat, Feb 2, 2013,8:00p,,Box Score,,New Orleans Hornets,W,,115,86,18,26,W 1,
Mon, Feb 4, 2013,8:00p,,Box Score,,Portland Trail Blazers,L,,98,100,18,27,L 1,
Wed, Feb 6, 2013,9:00p,,Box Score,,San Antonio Spurs,L,,94,104,18,28,L 2,
Fri, Feb 8, 2013,8:00p,,Box Score,,New York Knicks,L,,94,100,18,29,L 3,
Sun, Feb 10, 2013,6:00p,,Box Score,@,Memphis Grizzlies,L,,88,105,18,30,L 4,
Mon, Feb 11, 2013,7:00p,,Box Score,@,Cleveland Cavaliers,W,,100,92,19,30,W 1,
Wed, Feb 13, 2013,8:00p,,Box Score,,Utah Jazz,L,,93,97,19,31,L 1,
Wed, Feb 20, 2013,8:00p,,Box Score,,Philadelphia 76ers,W,,94,87,20,31,W 1,
Fri, Feb 22, 2013,8:00p,,Box Score,@,Oklahoma City Thunder,L,,111,127,20,32,L 1,
Sun, Feb 24, 2013,3:30p,,Box Score,,Golden State Warriors,L,,99,100,20,33,L 2,
Tue, Feb 26, 2013,9:00p,,Box Score,@,Phoenix Suns,L,OT,83,84,20,34,L 3,
Thu, Feb 28, 2013,10:30p,,Box Score,@,Los Angeles Lakers,L,,94,116,20,35,L 4,
Sat, Mar 2, 2013,10:00p,,Box Score,@,Portland Trail Blazers,L,,94,109,20,36,L 5,
Mon, Mar 4, 2013,8:00p,,Box Score,,Miami Heat,L,,81,97,20,37,L 6,
Wed, Mar 6, 2013,8:00p,,Box Score,,Washington Wizards,W,,87,82,21,37,W 1,
Sat, Mar 9, 2013,9:00p,,Box Score,@,Denver Nuggets,L,,88,111,21,38,L 1,
Sun, Mar 10, 2013,7:00p,,Box Score,,Dallas Mavericks,L,,77,100,21,39,L 2,
,,,,,,,,,,,,,
Tue, Mar 12, 2013,8:00p,,Box Score,,San Antonio Spurs,W,,107,83,22,39,W 1,
Wed, Mar 13, 2013,7:00p,,Box Score,@,Indiana Pacers,L,,91,107,22,40,L 1,
Fri, Mar 15, 2013,8:00p,,Box Score,@,Houston Rockets,L,,100,108,22,41,L 2,
Sun, Mar 17, 2013,7:00p,,Box Score,,New Orleans Hornets,W,,97,95,23,41,W 1,
Mon, Mar 18, 2013,8:00p,,Box Score,@,Memphis Grizzlies,L,,77,92,23,42,L 1,
Thu, Mar 21, 2013,10:00p,,Box Score,@,Sacramento Kings,L,,98,101,23,43,L 2,
Fri, Mar 22, 2013,10:00p,,Box Score,@,Phoenix Suns,W,,117,86,24,43,W 1,
Sun, Mar 24, 2013,7:00p,,Box Score,,Chicago Bulls,L,,97,104,24,44,L 1,
Tue, Mar 26, 2013,7:30p,,Box Score,@,Detroit Pistons,W,,105,82,25,44,W 1,
Wed, Mar 27, 2013,8:00p,,Box Score,,Los Angeles Lakers,L,,117,120,25,45,L 1,
Fri, Mar 29, 2013,8:00p,,Box Score,,Oklahoma City Thunder,W,,101,93,26,45,W 1,
Sat, Mar 30, 2013,8:00p,,Box Score,,Memphis Grizzlies,L,,86,99,26,46,L 1,
Mon, Apr 1, 2013,8:00p,,Box Score,,Boston Celtics,W,,110,100,27,46,W 1,
Wed, Apr 3, 2013,8:00p,,Box Score,@,Milwaukee Bucks,W,,107,98,28,46,W 2,
Fri, Apr 5, 2013,8:00p,,Box Score,,Toronto Raptors,L,,93,95,28,47,L 1,
Sat, Apr 6, 2013,8:00p,,Box Score,,Detroit Pistons,W,,107,101,29,47,W 1,
Tue, Apr 9, 2013,10:30p,,Box Score,@,Golden State Warriors,L,,89,105,29,48,L 1,
Wed, Apr 10, 2013,10:30p,,Box Score,@,Los Angeles Clippers,L,,95,111,29,49,L 2,
Fri, Apr 12, 2013,9:00p,,Box Score,@,Utah Jazz,L,,100,107,29,50,L 3,
Sat, Apr 13, 2013,8:00p,,Box Score,,Phoenix Suns,W,,105,93,30,50,W 1,
,,,,,,,,,,,,,
Mon, Apr 15, 2013,8:00p,,Box Score,,Utah Jazz,L,,80,96,30,51,L 1,
Wed, Apr 17, 2013,8:00p,,Box Score,@,San Antonio Spurs,W,,108,95,31,51,W 1,
