Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Tue, Oct 29, 2013,10:30p,,Box Score,@,Los Angeles Lakers,L,,103,116,0,1,L 1,
Thu, Oct 31, 2013,10:30p,,Box Score,,Golden State Warriors,W,,126,115,1,1,W 1,
Fri, Nov 1, 2013,10:00p,,Box Score,@,Sacramento Kings,W,,110,101,2,1,W 2,
Mon, Nov 4, 2013,10:30p,,Box Score,,Houston Rockets,W,,137,118,3,1,W 3,
Wed, Nov 6, 2013,7:00p,,Box Score,@,Orlando Magic,L,,90,98,3,2,L 1,
Thu, Nov 7, 2013,7:00p,,Box Score,@,Miami Heat,L,,97,102,3,3,L 2,
Sat, Nov 9, 2013,8:00p,,Box Score,@,Houston Rockets,W,,107,94,4,3,W 1,
Mon, Nov 11, 2013,10:30p,,Box Score,,Minnesota Timberwolves,W,,109,107,5,3,W 2,
Wed, Nov 13, 2013,10:30p,,Box Score,,Oklahoma City Thunder,W,,111,103,6,3,W 3,
Sat, Nov 16, 2013,10:30p,,Box Score,,Brooklyn Nets,W,,110,103,7,3,W 4,
Mon, Nov 18, 2013,10:30p,,Box Score,,Memphis Grizzlies,L,,102,106,7,4,L 1,
Wed, Nov 20, 2013,8:00p,,Box Score,@,Minnesota Timberwolves,W,,102,98,8,4,W 1,
Thu, Nov 21, 2013,8:00p,,Box Score,@,Oklahoma City Thunder,L,,91,105,8,5,L 1,
Sat, Nov 23, 2013,3:30p,,Box Score,,Sacramento Kings,W,,103,102,9,5,W 1,
Sun, Nov 24, 2013,3:30p,,Box Score,,Chicago Bulls,W,,121,82,10,5,W 2,
Wed, Nov 27, 2013,10:30p,,Box Score,,New York Knicks,W,,93,80,11,5,W 3,
Fri, Nov 29, 2013,10:00p,,Box Score,@,Sacramento Kings,W,OT,104,98,12,5,W 4,
Sun, Dec 1, 2013,3:30p,,Box Score,,Indiana Pacers,L,,100,105,12,6,L 1,
Wed, Dec 4, 2013,7:30p,,Box Score,@,Atlanta Hawks,L,,97,107,12,7,L 2,
Thu, Dec 5, 2013,8:00p,,Box Score,@,Memphis Grizzlies,W,,101,81,13,7,W 1,
,,,,,,,,,,,,,
Sat, Dec 7, 2013,7:30p,,Box Score,@,Cleveland Cavaliers,L,,82,88,13,8,L 1,
Mon, Dec 9, 2013,7:00p,,Box Score,@,Philadelphia 76ers,W,,94,83,14,8,W 1,
Wed, Dec 11, 2013,7:30p,,Box Score,@,Boston Celtics,W,,96,88,15,8,W 2,
Thu, Dec 12, 2013,8:00p,,Box Score,@,Brooklyn Nets,L,,93,102,15,9,L 1,
Sat, Dec 14, 2013,7:00p,,Box Score,@,Washington Wizards,W,,113,97,16,9,W 1,
Mon, Dec 16, 2013,10:30p,,Box Score,,San Antonio Spurs,W,,115,92,17,9,W 2,
Wed, Dec 18, 2013,10:30p,,Box Score,,New Orleans Pelicans,W,,108,95,18,9,W 3,
Sat, Dec 21, 2013,10:30p,,Box Score,,Denver Nuggets,W,,112,91,19,9,W 4,
Sun, Dec 22, 2013,9:30p,,Box Score,,Minnesota Timberwolves,W,OT,120,116,20,9,W 5,
Wed, Dec 25, 2013,10:30p,,Box Score,@,Golden State Warriors,L,,103,105,20,10,L 1,
Thu, Dec 26, 2013,10:30p,,Box Score,@,Portland Trail Blazers,L,OT,112,116,20,11,L 2,
Sat, Dec 28, 2013,10:30p,,Box Score,,Utah Jazz,W,,98,90,21,11,W 1,
Mon, Dec 30, 2013,10:30p,,Box Score,,Phoenix Suns,L,,88,107,21,12,L 1,
Wed, Jan 1, 2014,9:30p,,Box Score,,Charlotte Bobcats,W,,112,85,22,12,W 1,
Fri, Jan 3, 2014,8:30p,,Box Score,@,Dallas Mavericks,W,,119,112,23,12,W 2,
Sat, Jan 4, 2014,8:30p,,Box Score,@,San Antonio Spurs,L,,92,116,23,13,L 1,
Mon, Jan 6, 2014,10:30p,,Box Score,,Orlando Magic,W,,101,81,24,13,W 1,
Wed, Jan 8, 2014,10:30p,,Box Score,,Boston Celtics,W,,111,105,25,13,W 2,
Fri, Jan 10, 2014,10:30p,,Box Score,,Los Angeles Lakers,W,,123,87,26,13,W 3,
Wed, Jan 15, 2014,10:30p,,Box Score,,Dallas Mavericks,W,,129,127,27,13,W 4,
,,,,,,,,,,,,,
Fri, Jan 17, 2014,7:00p,,Box Score,@,New York Knicks,W,,109,95,28,13,W 5,
Sat, Jan 18, 2014,7:00p,,Box Score,@,Indiana Pacers,L,,92,106,28,14,L 1,
Mon, Jan 20, 2014,1:00p,,Box Score,@,Detroit Pistons,W,,112,103,29,14,W 1,
Wed, Jan 22, 2014,7:00p,,Box Score,@,Charlotte Bobcats,L,,91,95,29,15,L 1,
Fri, Jan 24, 2014,8:00p,,Box Score,@,Chicago Bulls,W,,112,95,30,15,W 1,
Sat, Jan 25, 2014,7:00p,,Box Score,@,Toronto Raptors,W,,126,118,31,15,W 2,
Mon, Jan 27, 2014,8:00p,,Box Score,@,Milwaukee Bucks,W,,114,86,32,15,W 3,
