Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Thu, Nov 2, 2006,8:00p,,Box Score,@,Dallas Mavericks,W,,97,91,1,0,W 1,
Fri, Nov 3, 2006,8:00p,,Box Score,,Cleveland Cavaliers,L,,81,88,1,1,L 1,
Sun, Nov 5, 2006,1:00p,,Box Score,@,Toronto Raptors,W,,103,94,2,1,W 1,
Mon, Nov 6, 2006,7:30p,,Box Score,@,New York Knicks,W,,105,93,3,1,W 2,
Wed, Nov 8, 2006,8:00p,,Box Score,,Phoenix Suns,W,OT,111,106,4,1,W 3,
Sat, Nov 11, 2006,8:00p,,Box Score,,New York Knicks,W,,100,92,5,1,W 4,
Tue, Nov 14, 2006,8:30p,,Box Score,@,Houston Rockets,W,,92,84,6,1,W 5,
Wed, Nov 15, 2006,8:00p,,Box Score,,Charlotte Bobcats,L,OT,92,95,6,2,L 1,
Fri, Nov 17, 2006,8:00p,,Box Score,,Chicago Bulls,W,,100,83,7,2,W 1,
Sun, Nov 19, 2006,9:00p,,Box Score,@,Sacramento Kings,W,,108,99,8,2,W 2,
Mon, Nov 20, 2006,10:00p,,Box Score,@,Portland Trail Blazers,W,,107,98,9,2,W 3,
Wed, Nov 22, 2006,7:30p,,Box Score,,Miami Heat,W,,106,86,10,2,W 4,
Fri, Nov 24, 2006,8:00p,,Box Score,,Dallas Mavericks,L,,92,95,10,3,L 1,
Sun, Nov 26, 2006,9:00p,,Box Score,@,Seattle SuperSonics,W,,98,78,11,3,W 1,
Mon, Nov 27, 2006,10:30p,,Box Score,@,Golden State Warriors,L,,102,111,11,4,L 1,
Wed, Nov 29, 2006,9:00p,,Box Score,@,Utah Jazz,L,,75,83,11,5,L 2,
Sat, Dec 2, 2006,8:00p,,Box Score,,Sacramento Kings,W,,100,98,12,5,W 1,
Mon, Dec 4, 2006,8:00p,,Box Score,,Golden State Warriors,W,,129,89,13,5,W 2,
Wed, Dec 6, 2006,7:00p,,Box Score,@,Charlotte Bobcats,W,,96,76,14,5,W 3,
Fri, Dec 8, 2006,8:00p,,Box Score,,Los Angeles Clippers,W,,111,82,15,5,W 4,
,,,,,,,,,,,,,
Sun, Dec 10, 2006,9:30p,,Box Score,@,Los Angeles Lakers,L,,99,106,15,6,L 1,
Mon, Dec 11, 2006,10:30p,,Box Score,@,Los Angeles Clippers,W,,103,81,16,6,W 1,
Wed, Dec 13, 2006,8:00p,,Box Score,,Minnesota Timberwolves,W,,95,82,17,6,W 2,
Thu, Dec 14, 2006,9:30p,,Box Score,@,New Orleans/Oklahoma City Hornets,W,,103,77,18,6,W 3,at New Orleans, LA
Sat, Dec 16, 2006,8:00p,,Box Score,,Philadelphia 76ers,W,,103,98,19,6,W 4,
Wed, Dec 20, 2006,8:00p,,Box Score,,Memphis Grizzlies,W,,105,98,20,6,W 5,
Fri, Dec 22, 2006,8:00p,,Box Score,,Houston Rockets,L,,78,97,20,7,L 1,
Sat, Dec 23, 2006,8:00p,,Box Score,@,New Orleans/Oklahoma City Hornets,W,,112,77,21,7,W 1,
Tue, Dec 26, 2006,8:00p,,Box Score,,Milwaukee Bucks,L,,107,114,21,8,L 1,
Thu, Dec 28, 2006,8:00p,,Box Score,,Utah Jazz,W,,106,83,22,8,W 1,
Sun, Dec 31, 2006,3:30p,,Box Score,,Atlanta Hawks,W,,95,81,23,8,W 2,
Tue, Jan 2, 2007,7:00p,,Box Score,@,Cleveland Cavaliers,L,,78,82,23,9,L 1,
Wed, Jan 3, 2007,8:00p,,Box Score,@,Minnesota Timberwolves,L,OT,101,103,23,10,L 2,
Fri, Jan 5, 2007,8:00p,,Box Score,,Dallas Mavericks,L,,85,90,23,11,L 3,
Sun, Jan 7, 2007,4:00p,,Box Score,@,Memphis Grizzlies,W,,110,96,24,11,W 1,
Tue, Jan 9, 2007,8:00p,,Box Score,,Portland Trail Blazers,W,,98,84,25,11,W 2,
Wed, Jan 10, 2007,9:00p,,Box Score,@,Denver Nuggets,W,,92,83,26,11,W 3,
Sat, Jan 13, 2007,8:00p,,Box Score,,Washington Wizards,W,,93,80,27,11,W 4,
Mon, Jan 15, 2007,2:00p,,Box Score,@,Chicago Bulls,L,,87,99,27,12,L 1,
Wed, Jan 17, 2007,9:00p,,Box Score,,Los Angeles Lakers,L,,96,100,27,13,L 2,
,,,,,,,,,,,,,
Fri, Jan 19, 2007,8:00p,,Box Score,,New Orleans/Oklahoma City Hornets,W,,99,86,28,13,W 1,
Sun, Jan 21, 2007,6:00p,,Box Score,@,Philadelphia 76ers,W,,99,85,29,13,W 2,
Mon, Jan 22, 2007,7:30p,,Box Score,@,Boston Celtics,W,,93,89,30,13,W 3,
