Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 28, 2015,10:00p,,Box Score,,Los Angeles Clippers,L,,104,111,0,1,L 1,
Fri, Oct 30, 2015,10:00p,,Box Score,,Los Angeles Lakers,W,,132,114,1,1,W 1,
Sat, Oct 31, 2015,10:30p,,Box Score,@,Los Angeles Clippers,L,,109,114,1,2,L 1,
Tue, Nov 3, 2015,10:00p,,Box Score,,Memphis Grizzlies,L,,89,103,1,3,L 2,
Wed, Nov 4, 2015,9:00p,,Box Score,@,Phoenix Suns,L,,97,118,1,4,L 3,
Fri, Nov 6, 2015,10:30p,,Box Score,,Houston Rockets,L,,110,116,1,5,L 4,
Sat, Nov 7, 2015,10:00p,,Box Score,,Golden State Warriors,L,,94,103,1,6,L 5,
Mon, Nov 9, 2015,10:00p,,Box Score,,San Antonio Spurs,L,,88,106,1,7,L 6,
Wed, Nov 11, 2015,10:00p,,Box Score,,Detroit Pistons,W,,101,92,2,7,W 1,
Fri, Nov 13, 2015,10:00p,,Box Score,,Brooklyn Nets,W,,111,109,3,7,W 2,
Sun, Nov 15, 2015,9:00p,,Box Score,,Toronto Raptors,W,,107,101,4,7,W 3,
Wed, Nov 18, 2015,8:00p,,Box Score,@,Atlanta Hawks,L,,97,103,4,8,L 1,
Thu, Nov 19, 2015,7:30p,,Box Score,@,Miami Heat,L,,109,116,4,9,L 2,
Sat, Nov 21, 2015,5:00p,,Box Score,@,Orlando Magic,W,,97,91,5,9,W 1,
Mon, Nov 23, 2015,7:00p,,Box Score,@,Charlotte Hornets,L,OT,122,127,5,10,L 1,
Wed, Nov 25, 2015,8:00p,,Box Score,@,Milwaukee Bucks,W,,129,118,6,10,W 1,
Fri, Nov 27, 2015,10:00p,,Box Score,,Minnesota Timberwolves,L,,91,101,6,11,L 1,
Sat, Nov 28, 2015,10:30p,,Box Score,@,Golden State Warriors,L,,101,120,6,12,L 2,
Mon, Nov 30, 2015,10:00p,,Box Score,,Dallas Mavericks,W,,112,98,7,12,W 1,
Thu, Dec 3, 2015,10:00p,,Box Score,,Boston Celtics,L,,97,114,7,13,L 1,at Mexico City, Mexico
,,,,,,,,,,,,,
Sat, Dec 5, 2015,8:00p,,Box Score,@,Houston Rockets,L,,113,120,7,14,L 2,
Sun, Dec 6, 2015,7:00p,,Box Score,@,Oklahoma City Thunder,L,,95,98,7,15,L 3,
Tue, Dec 8, 2015,10:00p,,Box Score,,Utah Jazz,W,,114,106,8,15,W 1,
Thu, Dec 10, 2015,10:30p,,Box Score,,New York Knicks,W,,99,97,9,15,W 2,
Tue, Dec 15, 2015,10:00p,,Box Score,,Houston Rockets,W,,107,97,10,15,W 3,
Fri, Dec 18, 2015,8:00p,,Box Score,@,Minnesota Timberwolves,L,,95,99,10,16,L 1,
Sun, Dec 20, 2015,6:00p,,Box Score,@,Toronto Raptors,W,,104,94,11,16,W 1,
Mon, Dec 21, 2015,7:00p,,Box Score,@,Washington Wizards,L,,99,113,11,17,L 1,
Wed, Dec 23, 2015,7:00p,,Box Score,@,Indiana Pacers,W,,108,106,12,17,W 1,
Sun, Dec 27, 2015,9:00p,,Box Score,,Portland Trail Blazers,L,,94,98,12,18,L 1,
Mon, Dec 28, 2015,10:30p,,Box Score,@,Golden State Warriors,L,,103,122,12,19,L 2,
Wed, Dec 30, 2015,10:00p,,Box Score,,Philadelphia 76ers,L,,105,110,12,20,L 3,
Sat, Jan 2, 2016,5:00p,,Box Score,,Phoenix Suns,W,,142,119,13,20,W 1,
Mon, Jan 4, 2016,8:00p,,Box Score,@,Oklahoma City Thunder,W,,116,104,14,20,W 2,
Tue, Jan 5, 2016,8:30p,,Box Score,@,Dallas Mavericks,L,2OT,116,117,14,21,L 1,
Thu, Jan 7, 2016,10:30p,,Box Score,,Los Angeles Lakers,W,,118,115,15,21,W 1,
Sat, Jan 9, 2016,10:00p,,Box Score,,Golden State Warriors,L,,116,128,15,22,L 1,
Wed, Jan 13, 2016,10:00p,,Box Score,,New Orleans Pelicans,L,,97,109,15,23,L 2,
Thu, Jan 14, 2016,9:00p,,Box Score,@,Utah Jazz,W,,103,101,16,23,W 1,
Sat, Jan 16, 2016,10:30p,,Box Score,@,Los Angeles Clippers,W,,110,103,17,23,W 2,
,,,,,,,,,,,,,
Wed, Jan 20, 2016,10:30p,,Box Score,@,Los Angeles Lakers,W,,112,93,18,23,W 3,
Thu, Jan 21, 2016,10:00p,,Box Score,,Atlanta Hawks,W,,91,88,19,23,W 4,
Sat, Jan 23, 2016,10:30p,,Box Score,,Indiana Pacers,W,,108,97,20,23,W 5,
Mon, Jan 25, 2016,10:00p,,Box Score,,Charlotte Hornets,L,2OT,128,129,20,24,L 1,
Tue, Jan 26, 2016,10:00p,,Box Score,@,Portland Trail Blazers,L,,97,112,20,25,L 2,
Thu, Jan 28, 2016,8:00p,,Box Score,@,New Orleans Pelicans,L,,105,114,20,26,L 3,
Sat, Jan 30, 2016,8:00p,,Box Score,@,Memphis Grizzlies,L,,117,121,20,27,L 4,
Mon, Feb 1, 2016,10:00p,,Box Score,,Milwaukee Bucks,W,,111,104,21,27,W 1,
Wed, Feb 3, 2016,10:00p,,Box Score,,Chicago Bulls,L,,102,107,21,28,L 1,
Fri, Feb 5, 2016,7:30p,,Box Score,@,Brooklyn Nets,L,,119,128,21,29,L 2,
