Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Tue, Oct 17, 2017,10:30p,,Box Score,@,Golden State Warriors,W,,122,121,1,0,W 1,
Wed, Oct 18, 2017,10:00p,,Box Score,@,Sacramento Kings,W,,105,100,2,0,W 2,
Sat, Oct 21, 2017,8:00p,,Box Score,,Dallas Mavericks,W,,107,91,3,0,W 3,
Mon, Oct 23, 2017,8:00p,,Box Score,,Memphis Grizzlies,L,,90,98,3,1,L 1,
Wed, Oct 25, 2017,7:00p,,Box Score,@,Philadelphia 76ers,W,,105,104,4,1,W 1,
Fri, Oct 27, 2017,7:00p,,Box Score,@,Charlotte Hornets,W,,109,93,5,1,W 2,
Sat, Oct 28, 2017,8:00p,,Box Score,@,Memphis Grizzlies,L,,89,103,5,2,L 1,
Mon, Oct 30, 2017,8:00p,,Box Score,,Philadelphia 76ers,L,,107,115,5,3,L 2,
Wed, Nov 1, 2017,8:00p,,Box Score,@,New York Knicks,W,,119,97,6,3,W 1,
Fri, Nov 3, 2017,7:30p,,Box Score,@,Atlanta Hawks,W,,119,104,7,3,W 2,
Sun, Nov 5, 2017,7:00p,,Box Score,,Utah Jazz,W,,137,110,8,3,W 3,
Thu, Nov 9, 2017,8:00p,,Box Score,,Cleveland Cavaliers,W,,117,113,9,3,W 4,
Sat, Nov 11, 2017,8:00p,,Box Score,,Memphis Grizzlies,W,,111,96,10,3,W 5,
Sun, Nov 12, 2017,6:00p,,Box Score,@,Indiana Pacers,W,,118,95,11,3,W 6,
Tue, Nov 14, 2017,8:00p,,Box Score,,Toronto Raptors,L,,113,129,11,4,L 1,
Thu, Nov 16, 2017,10:30p,,Box Score,@,Phoenix Suns,W,,142,116,12,4,W 1,
Sat, Nov 18, 2017,8:00p,,Box Score,@,Memphis Grizzlies,W,,105,83,13,4,W 2,
Wed, Nov 22, 2017,8:00p,,Box Score,,Denver Nuggets,W,,125,95,14,4,W 3,
Sat, Nov 25, 2017,8:00p,,Box Score,,New York Knicks,W,,117,102,15,4,W 4,
Mon, Nov 27, 2017,8:00p,,Box Score,,Brooklyn Nets,W,,117,103,16,4,W 5,
,,,,,,,,,,,,,
Wed, Nov 29, 2017,8:00p,,Box Score,,Indiana Pacers,W,,118,97,17,4,W 6,
Sun, Dec 3, 2017,9:30p,,Box Score,@,Los Angeles Lakers,W,,118,95,18,4,W 7,
Thu, Dec 7, 2017,10:30p,,Box Score,@,Utah Jazz,W,,112,101,19,4,W 8,
Sat, Dec 9, 2017,10:00p,,Box Score,@,Portland Trail Blazers,W,,124,117,20,4,W 9,
Mon, Dec 11, 2017,8:00p,,Box Score,,New Orleans Pelicans,W,,130,123,21,4,W 10,
