Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 31, 2012,10:30p,,Box Score,@,Los Angeles Clippers,L,,92,101,0,1,L 1,
Fri, Nov 2, 2012,10:30p,,Box Score,@,Golden State Warriors,W,,104,94,1,1,W 1,
Mon, Nov 5, 2012,8:00p,,Box Score,,Utah Jazz,W,,103,94,2,1,W 2,
Wed, Nov 7, 2012,8:00p,,Box Score,@,Milwaukee Bucks,W,,108,90,3,1,W 3,
Fri, Nov 9, 2012,8:00p,,Box Score,,Houston Rockets,W,,93,85,4,1,W 4,
Sun, Nov 11, 2012,6:00p,,Box Score,,Miami Heat,W,,104,86,5,1,W 5,
Wed, Nov 14, 2012,8:00p,,Box Score,@,Oklahoma City Thunder,W,,107,97,6,1,W 6,
Fri, Nov 16, 2012,9:30p,,Box Score,,New York Knicks,W,,105,95,7,1,W 7,
Sat, Nov 17, 2012,7:30p,,Box Score,@,Charlotte Bobcats,W,,94,87,8,1,W 8,
Mon, Nov 19, 2012,8:00p,,Box Score,,Denver Nuggets,L,,92,97,8,2,L 1,
Fri, Nov 23, 2012,8:00p,,Box Score,,Los Angeles Lakers,W,,106,98,9,2,W 1,
Mon, Nov 26, 2012,8:00p,,Box Score,,Cleveland Cavaliers,W,,84,78,10,2,W 2,
Wed, Nov 28, 2012,8:00p,,Box Score,,Toronto Raptors,W,,103,82,11,2,W 3,
Fri, Nov 30, 2012,8:00p,,Box Score,,Detroit Pistons,W,,90,78,12,2,W 4,
Sat, Dec 1, 2012,8:30p,,Box Score,@,San Antonio Spurs,L,OT,95,99,12,3,L 1,
Tue, Dec 4, 2012,8:00p,,Box Score,,Phoenix Suns,W,OT,108,98,13,3,W 1,
Fri, Dec 7, 2012,8:00p,,Box Score,@,New Orleans Hornets,W,,96,89,14,3,W 2,
Sat, Dec 8, 2012,8:00p,,Box Score,,Atlanta Hawks,L,,83,93,14,4,L 1,
Wed, Dec 12, 2012,9:00p,,Box Score,@,Phoenix Suns,L,,80,82,14,5,L 2,
Fri, Dec 14, 2012,10:30p,,Box Score,@,Denver Nuggets,L,,94,99,14,6,L 3,
,,,,,,,,,,,,,
Sat, Dec 15, 2012,9:00p,,Box Score,@,Utah Jazz,W,,99,86,15,6,W 1,
Mon, Dec 17, 2012,8:00p,,Box Score,,Chicago Bulls,W,,80,71,16,6,W 2,
