Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 26, 2016,8:00p,,Box Score,,Charlotte Hornets,L,,96,107,0,1,L 1,
Sat, Oct 29, 2016,8:00p,,Box Score,,Brooklyn Nets,W,,110,108,1,1,W 1,
Sun, Oct 30, 2016,6:00p,,Box Score,@,Detroit Pistons,L,,83,98,1,2,L 1,
Tue, Nov 1, 2016,8:00p,,Box Score,@,New Orleans Pelicans,W,,117,113,2,2,W 1,
Thu, Nov 3, 2016,8:00p,,Box Score,,Indiana Pacers,W,,125,107,3,2,W 2,
Sat, Nov 5, 2016,8:00p,,Box Score,,Sacramento Kings,W,,117,91,4,2,W 3,
Sun, Nov 6, 2016,7:00p,,Box Score,@,Dallas Mavericks,L,OT,75,86,4,3,L 1,
Thu, Nov 10, 2016,8:00p,,Box Score,,New Orleans Pelicans,L,,106,112,4,4,L 2,
Sat, Nov 12, 2016,8:30p,,Box Score,,Memphis Grizzlies,W,,106,96,5,4,W 1,
Wed, Nov 16, 2016,7:30p,,Box Score,@,Atlanta Hawks,L,,100,107,5,5,L 1,
Thu, Nov 17, 2016,7:30p,,Box Score,@,Miami Heat,L,,73,96,5,6,L 2,
Sat, Nov 19, 2016,8:30p,,Box Score,,Golden State Warriors,L,,121,124,5,7,L 3,
Mon, Nov 21, 2016,8:00p,,Box Score,,Orlando Magic,W,,93,89,6,7,W 1,
Fri, Nov 25, 2016,8:00p,,Box Score,,Toronto Raptors,L,,99,105,6,8,L 1,
Sun, Nov 27, 2016,6:00p,,Box Score,@,Orlando Magic,W,,104,96,7,8,W 1,
Tue, Nov 29, 2016,8:00p,,Box Score,,Cleveland Cavaliers,W,,118,101,8,8,W 2,
Thu, Dec 1, 2016,7:30p,,Box Score,@,Brooklyn Nets,W,,111,93,9,8,W 3,
Sat, Dec 3, 2016,5:00p,,Box Score,,Brooklyn Nets,W,,112,103,10,8,W 4,
Mon, Dec 5, 2016,8:00p,,Box Score,,San Antonio Spurs,L,,96,97,10,9,L 1,
Wed, Dec 7, 2016,8:00p,,Box Score,,Portland Trail Blazers,W,,115,107,11,9,W 1,
,,,,,,,,,,,,,
Fri, Dec 9, 2016,8:00p,,Box Score,,Atlanta Hawks,L,,110,114,11,10,L 1,
Sat, Dec 10, 2016,7:00p,,Box Score,@,Washington Wizards,L,,105,110,11,11,L 2,
Mon, Dec 12, 2016,7:30p,,Box Score,@,Toronto Raptors,L,,100,122,11,12,L 3,
Thu, Dec 15, 2016,8:00p,,Box Score,,Chicago Bulls,W,,108,97,12,12,W 1,
Fri, Dec 16, 2016,8:00p,,Box Score,@,Chicago Bulls,W,,95,69,13,12,W 2,
Tue, Dec 20, 2016,8:00p,,Box Score,,Cleveland Cavaliers,L,OT,108,114,13,13,L 1,
Wed, Dec 21, 2016,7:00p,,Box Score,@,Cleveland Cavaliers,L,,102,113,13,14,L 2,
Fri, Dec 23, 2016,8:00p,,Box Score,,Washington Wizards,W,,123,96,14,14,W 1,
Mon, Dec 26, 2016,7:00p,,Box Score,@,Washington Wizards,L,,102,107,14,15,L 1,
Wed, Dec 28, 2016,7:30p,,Box Score,@,Detroit Pistons,W,,119,94,15,15,W 1,
Fri, Dec 30, 2016,8:00p,,Box Score,@,Minnesota Timberwolves,L,,99,116,15,16,L 1,
Sat, Dec 31, 2016,7:00p,,Box Score,@,Chicago Bulls,W,,116,96,16,16,W 1,
Mon, Jan 2, 2017,7:00p,,Box Score,,Oklahoma City Thunder,W,,98,94,17,16,W 2,
Wed, Jan 4, 2017,7:30p,,Box Score,@,New York Knicks,W,,105,104,18,16,W 3,
Fri, Jan 6, 2017,8:00p,,Box Score,,New York Knicks,L,,111,116,18,17,L 1,
Sun, Jan 8, 2017,2:00p,,Box Score,,Washington Wizards,L,,101,107,18,18,L 2,
Tue, Jan 10, 2017,8:30p,,Box Score,@,San Antonio Spurs,W,,109,107,19,18,W 1,
Fri, Jan 13, 2017,8:00p,,Box Score,,Miami Heat,W,,116,108,20,18,W 2,
Sun, Jan 15, 2017,3:00p,,Box Score,@,Atlanta Hawks,L,,98,111,20,19,L 1,
Mon, Jan 16, 2017,3:30p,,Box Score,,Philadelphia 76ers,L,,104,113,20,20,L 2,
,,,,,,,,,,,,,
Wed, Jan 18, 2017,8:00p,,Box Score,@,Houston Rockets,L,,92,111,20,21,L 3,
Fri, Jan 20, 2017,7:00p,,Box Score,@,Orlando Magic,L,,96,112,20,22,L 4,
Sat, Jan 21, 2017,7:30p,,Box Score,@,Miami Heat,L,,97,109,20,23,L 5,
Mon, Jan 23, 2017,8:00p,,Box Score,,Houston Rockets,W,,127,114,21,23,W 1,
Wed, Jan 25, 2017,8:00p,,Box Score,,Philadelphia 76ers,L,,109,114,21,24,L 1,
Fri, Jan 27, 2017,7:30p,,Box Score,@,Toronto Raptors,L,,86,102,21,25,L 2,
Sat, Jan 28, 2017,8:00p,,Box Score,,Boston Celtics,L,OT,108,112,21,26,L 3,
Wed, Feb 1, 2017,9:00p,,Box Score,@,Utah Jazz,L,,88,104,21,27,L 4,
Fri, Feb 3, 2017,9:00p,,Box Score,@,Denver Nuggets,L,,117,121,21,28,L 5,
Sat, Feb 4, 2017,9:00p,,Box Score,@,Phoenix Suns,W,,137,112,22,28,W 1,
Wed, Feb 8, 2017,8:00p,,Box Score,,Miami Heat,L,,88,106,22,29,L 1,
Fri, Feb 10, 2017,8:00p,,Box Score,,Los Angeles Lakers,L,,114,122,22,30,L 2,
