Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Mon, Dec 26, 2011,9:00p,,Box Score,,New Orleans Hornets,L,,84,85,0,1,L 1,
Wed, Dec 28, 2011,9:00p,,Box Score,,Philadelphia 76ers,L,,83,103,0,2,L 2,
Fri, Dec 30, 2011,8:00p,,Box Score,@,New Orleans Hornets,W,,93,78,1,2,W 1,
Sat, Dec 31, 2011,8:00p,,Box Score,@,Oklahoma City Thunder,L,,97,107,1,3,L 1,
Mon, Jan 2, 2012,3:30p,,Box Score,,Golden State Warriors,W,,102,91,2,3,W 1,
Wed, Jan 4, 2012,8:30p,,Box Score,@,Dallas Mavericks,L,,89,98,2,4,L 1,
Fri, Jan 6, 2012,10:30p,,Box Score,,Portland Trail Blazers,W,,102,77,3,4,W 1,
Sun, Jan 8, 2012,8:00p,,Box Score,,Milwaukee Bucks,W,,109,93,4,4,W 2,
Tue, Jan 10, 2012,10:30p,,Box Score,@,Los Angeles Lakers,L,,83,99,4,5,L 1,
Thu, Jan 12, 2012,9:00p,,Box Score,,Cleveland Cavaliers,L,,90,101,4,6,L 2,
Fri, Jan 13, 2012,9:00p,,Box Score,,New Jersey Nets,L,,103,110,4,7,L 3,
Sun, Jan 15, 2012,9:00p,,Box Score,@,San Antonio Spurs,L,,91,102,4,8,L 4,
Tue, Jan 17, 2012,8:00p,,Box Score,@,Chicago Bulls,L,,97,118,4,9,L 5,
Wed, Jan 18, 2012,7:30p,,Box Score,@,New York Knicks,W,,91,88,5,9,W 1,
Fri, Jan 20, 2012,7:30p,,Box Score,@,Boston Celtics,W,,79,71,6,9,W 2,
Mon, Jan 23, 2012,8:30p,,Box Score,@,Dallas Mavericks,L,,87,93,6,10,L 1,
Tue, Jan 24, 2012,9:00p,,Box Score,,Toronto Raptors,L,,96,99,6,11,L 2,
Fri, Jan 27, 2012,10:00p,,Box Score,@,Portland Trail Blazers,L,,71,109,6,12,L 3,
Sat, Jan 28, 2012,9:00p,,Box Score,,Memphis Grizzlies,W,,86,84,7,12,W 1,
Mon, Jan 30, 2012,9:00p,,Box Score,,Dallas Mavericks,L,,99,122,7,13,L 1,
,,,,,,,,,,,,,
