Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 28, 2015,7:30p,,Box Score,,Indiana Pacers,W,,106,99,1,0,W 1,
Fri, Oct 30, 2015,7:30p,,Box Score,@,Boston Celtics,W,,113,103,2,0,W 2,
Sun, Nov 1, 2015,6:00p,,Box Score,,Milwaukee Bucks,W,,106,87,3,0,W 3,
Tue, Nov 3, 2015,8:30p,,Box Score,@,Dallas Mavericks,W,,102,91,4,0,W 4,
Wed, Nov 4, 2015,8:00p,,Box Score,@,Oklahoma City Thunder,W,,103,98,5,0,W 5,
Fri, Nov 6, 2015,7:00p,,Box Score,@,Orlando Magic,L,,87,92,5,1,L 1,
Sun, Nov 8, 2015,6:00p,,Box Score,@,Miami Heat,L,,76,96,5,2,L 2,
Tue, Nov 10, 2015,7:30p,,Box Score,,New York Knicks,L,,109,111,5,3,L 3,
Wed, Nov 11, 2015,7:00p,,Box Score,@,Philadelphia 76ers,W,,119,103,6,3,W 1,
Fri, Nov 13, 2015,7:30p,,Box Score,,New Orleans Pelicans,W,,100,81,7,3,W 2,
Sun, Nov 15, 2015,9:00p,,Box Score,@,Sacramento Kings,L,,101,107,7,4,L 1,
Tue, Nov 17, 2015,10:30p,,Box Score,@,Golden State Warriors,L,,110,115,7,5,L 2,
Wed, Nov 18, 2015,9:00p,,Box Score,@,Utah Jazz,L,,89,93,7,6,L 3,
Fri, Nov 20, 2015,10:30p,,Box Score,@,Los Angeles Lakers,W,,102,91,8,6,W 1,
Sun, Nov 22, 2015,3:30p,,Box Score,@,Los Angeles Clippers,W,,91,80,9,6,W 2,
Wed, Nov 25, 2015,7:30p,,Box Score,,Cleveland Cavaliers,W,,103,99,10,6,W 3,
Sat, Nov 28, 2015,7:00p,,Box Score,@,Washington Wizards,W,,84,82,11,6,W 4,
Sun, Nov 29, 2015,6:00p,,Box Score,,Phoenix Suns,L,,102,107,11,7,L 1,
Wed, Dec 2, 2015,8:00p,,Box Score,@,Atlanta Hawks,W,,96,86,12,7,W 1,
Thu, Dec 3, 2015,7:30p,,Box Score,,Denver Nuggets,L,,105,106,12,8,L 1,
,,,,,,,,,,,,,
Sat, Dec 5, 2015,5:00p,,Box Score,,Golden State Warriors,L,,109,112,12,9,L 2,
Mon, Dec 7, 2015,7:30p,,Box Score,,Los Angeles Lakers,W,,102,93,13,9,W 1,
Wed, Dec 9, 2015,7:30p,,Box Score,,San Antonio Spurs,W,,97,94,14,9,W 2,
Fri, Dec 11, 2015,7:30p,,Box Score,,Milwaukee Bucks,W,,90,83,15,9,W 3,
Sun, Dec 13, 2015,6:00p,,Box Score,,Philadelphia 76ers,W,,96,76,16,9,W 4,
Mon, Dec 14, 2015,7:00p,,Box Score,@,Indiana Pacers,L,,90,106,16,10,L 1,
Thu, Dec 17, 2015,7:00p,,Box Score,@,Charlotte Hornets,L,OT,99,109,16,11,L 2,
Fri, Dec 18, 2015,8:00p,,Box Score,@,Miami Heat,W,,108,94,17,11,W 1,
