Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 23, 2019,8:30p,,Box Score,@,Dallas Mavericks,L,,100,108,0,1,L 1,
Fri, Oct 25, 2019,8:00p,,Box Score,@,Oklahoma City Thunder,W,,97,85,1,1,W 1,
Sat, Oct 26, 2019,8:30p,,Box Score,@,San Antonio Spurs,L,,122,124,1,2,L 1,
Wed, Oct 30, 2019,8:00p,,Box Score,,Houston Rockets,L,,158,159,1,3,L 2,
Sat, Nov 2, 2019,8:00p,,Box Score,,Minnesota Timberwolves,L,,109,131,1,4,L 3,
Mon, Nov 4, 2019,7:00p,,Box Score,,Detroit Pistons,W,,115,99,2,4,W 1,
Wed, Nov 6, 2019,7:00p,,Box Score,@,Indiana Pacers,L,,106,121,2,5,L 1,
Fri, Nov 8, 2019,7:00p,,Box Score,,Cleveland Cavaliers,L,,100,113,2,6,L 2,
Wed, Nov 13, 2019,7:30p,,Box Score,@,Boston Celtics,L,,133,140,2,7,L 3,
Fri, Nov 15, 2019,8:00p,,Box Score,@,Minnesota Timberwolves,W,,137,116,3,7,W 1,
Sun, Nov 17, 2019,6:00p,,Box Score,@,Orlando Magic,L,,121,125,3,8,L 1,
Wed, Nov 20, 2019,7:00p,,Box Score,,San Antonio Spurs,W,,138,132,4,8,W 1,
Fri, Nov 22, 2019,7:00p,,Box Score,,Charlotte Hornets,W,,125,118,5,8,W 2,
Sun, Nov 24, 2019,6:00p,,Box Score,,Sacramento Kings,L,,106,113,5,9,L 1,
Tue, Nov 26, 2019,9:00p,,Box Score,@,Denver Nuggets,L,,104,117,5,10,L 2,
Wed, Nov 27, 2019,9:00p,,Box Score,@,Phoenix Suns,W,,140,132,6,10,W 1,
Fri, Nov 29, 2019,10:30p,,Box Score,@,Los Angeles Lakers,L,,103,125,6,11,L 1,
Sun, Dec 1, 2019,10:30p,,Box Score,@,Los Angeles Clippers,L,,125,150,6,12,L 2,
Tue, Dec 3, 2019,7:00p,,Box Score,,Orlando Magic,L,,120,127,6,13,L 3,
Thu, Dec 5, 2019,7:00p,,Box Score,,Philadelphia 76ers,W,,119,113,7,13,W 1,
,,,,,,,,,,,,,
Fri, Dec 6, 2019,8:00p,,Box Score,@,Miami Heat,L,,103,112,7,14,L 1,
Sun, Dec 8, 2019,6:00p,,Box Score,,Los Angeles Clippers,L,,119,135,7,15,L 2,
