Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 30, 2013,7:00p,,Box Score,@,Toronto Raptors,L,,87,93,0,1,L 1,
Fri, Nov 1, 2013,7:30p,,Box Score,,Milwaukee Bucks,L,,98,105,0,2,L 2,
Sun, Nov 3, 2013,6:00p,,Box Score,@,Detroit Pistons,L,,77,87,0,3,L 3,
Mon, Nov 4, 2013,8:00p,,Box Score,@,Memphis Grizzlies,L,,88,95,0,4,L 4,
Wed, Nov 6, 2013,7:30p,,Box Score,,Utah Jazz,W,,97,87,1,4,W 1,
Fri, Nov 8, 2013,7:00p,,Box Score,@,Orlando Magic,W,,91,89,2,4,W 2,
Sat, Nov 9, 2013,7:30p,,Box Score,@,Miami Heat,W,,111,110,3,4,W 3,
Mon, Nov 11, 2013,7:30p,,Box Score,,Orlando Magic,W,,120,105,4,4,W 4,
Wed, Nov 13, 2013,7:30p,,Box Score,,Charlotte Bobcats,L,,83,89,4,5,L 1,
Fri, Nov 15, 2013,7:30p,,Box Score,,Portland Trail Blazers,L,,96,109,4,6,L 2,
Sat, Nov 16, 2013,8:00p,,Box Score,@,Minnesota Timberwolves,L,,88,106,4,7,L 3,
Tue, Nov 19, 2013,8:00p,,Box Score,@,Houston Rockets,L,,85,109,4,8,L 4,
Wed, Nov 20, 2013,8:30p,,Box Score,@,San Antonio Spurs,L,,93,104,4,9,L 5,
Fri, Nov 22, 2013,7:30p,,Box Score,,Indiana Pacers,L,,82,97,4,10,L 6,
Sat, Nov 23, 2013,7:30p,,Box Score,@,Atlanta Hawks,W,,94,87,5,10,W 1,
Mon, Nov 25, 2013,7:00p,,Box Score,@,Charlotte Bobcats,W,,96,86,6,10,W 2,
Wed, Nov 27, 2013,7:30p,,Box Score,,Memphis Grizzlies,L,,93,100,6,11,L 1,
Fri, Nov 29, 2013,7:30p,,Box Score,,Cleveland Cavaliers,W,,103,86,7,11,W 1,
Sat, Nov 30, 2013,9:00p,,Box Score,@,Milwaukee Bucks,L,,85,92,7,12,L 1,
Tue, Dec 3, 2013,7:30p,,Box Score,,Milwaukee Bucks,W,,108,100,8,12,W 1,
,,,,,,,,,,,,,
Fri, Dec 6, 2013,7:30p,,Box Score,,Denver Nuggets,W,,106,98,9,12,W 2,
Sun, Dec 8, 2013,12:00p,,Box Score,@,New York Knicks,W,,114,73,10,12,W 3,
Tue, Dec 10, 2013,7:30p,,Box Score,@,Brooklyn Nets,L,,96,104,10,13,L 1,
Wed, Dec 11, 2013,7:30p,,Box Score,,Los Angeles Clippers,L,,88,96,10,14,L 2,
Fri, Dec 13, 2013,7:30p,,Box Score,,New York Knicks,W,,90,86,11,14,W 1,
Mon, Dec 16, 2013,7:30p,,Box Score,,Minnesota Timberwolves,W,,101,97,12,14,W 2,
Wed, Dec 18, 2013,7:30p,,Box Score,,Detroit Pistons,L,,106,107,12,15,L 1,
Sat, Dec 21, 2013,1:00p,,Box Score,,Washington Wizards,L,,99,106,12,16,L 2,
Sun, Dec 22, 2013,6:00p,,Box Score,@,Indiana Pacers,L,,79,106,12,17,L 3,
Sat, Dec 28, 2013,1:00p,,Box Score,,Cleveland Cavaliers,W,,103,100,13,17,W 1,
Tue, Dec 31, 2013,1:00p,,Box Score,,Atlanta Hawks,L,,91,92,13,18,L 1,
Thu, Jan 2, 2014,8:00p,,Box Score,@,Chicago Bulls,L,,82,94,13,19,L 2,
Fri, Jan 3, 2014,7:30p,,Box Score,,New Orleans Pelicans,L,,92,95,13,20,L 3,
Sun, Jan 5, 2014,7:00p,,Box Score,@,Oklahoma City Thunder,L,,96,119,13,21,L 4,
Tue, Jan 7, 2014,9:00p,,Box Score,@,Denver Nuggets,L,,98,129,13,22,L 5,
Wed, Jan 8, 2014,10:30p,,Box Score,@,Los Angeles Clippers,L,,105,111,13,23,L 6,
Fri, Jan 10, 2014,10:30p,,Box Score,@,Golden State Warriors,L,,97,99,13,24,L 7,
Sat, Jan 11, 2014,10:00p,,Box Score,@,Portland Trail Blazers,L,,104,112,13,25,L 8,
Mon, Jan 13, 2014,7:30p,,Box Score,,Houston Rockets,L,,92,104,13,26,L 9,
Wed, Jan 15, 2014,7:30p,,Box Score,,Toronto Raptors,W,,88,83,14,26,W 1,
,,,,,,,,,,,,,
Fri, Jan 17, 2014,7:30p,,Box Score,,Los Angeles Lakers,L,,104,107,14,27,L 1,
Sun, Jan 19, 2014,6:00p,,Box Score,@,Orlando Magic,L,,91,93,14,28,L 2,
Tue, Jan 21, 2014,7:30p,,Box Score,@,Miami Heat,L,,86,93,14,29,L 3,
Wed, Jan 22, 2014,7:00p,,Box Score,@,Washington Wizards,W,OT,113,111,15,29,W 1,
Fri, Jan 24, 2014,7:30p,,Box Score,,Oklahoma City Thunder,L,,83,101,15,30,L 1,
Sun, Jan 26, 2014,6:30p,,Box Score,,Brooklyn Nets,L,,79,85,15,31,L 2,
