Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 23, 2019,8:30p,,Box Score,,Washington Wizards,W,,108,100,1,0,W 1,
Fri, Oct 25, 2019,8:00p,,Box Score,@,New Orleans Pelicans,W,,123,116,2,0,W 2,
Sun, Oct 27, 2019,7:00p,,Box Score,,Portland Trail Blazers,L,,119,121,2,1,L 1,
Tue, Oct 29, 2019,9:00p,,Box Score,@,Denver Nuggets,W,,109,106,3,1,W 1,
Fri, Nov 1, 2019,9:30p,,Box Score,,Los Angeles Lakers,L,OT,110,119,3,2,L 1,
Sun, Nov 3, 2019,7:30p,,Box Score,@,Cleveland Cavaliers,W,,131,111,4,2,W 1,
Wed, Nov 6, 2019,8:30p,,Box Score,,Orlando Magic,W,,107,106,5,2,W 2,
Fri, Nov 8, 2019,8:30p,,Box Score,,New York Knicks,L,,102,106,5,3,L 1,
Sat, Nov 9, 2019,8:00p,,Box Score,@,Memphis Grizzlies,W,,138,122,6,3,W 1,
Mon, Nov 11, 2019,7:30p,,Box Score,@,Boston Celtics,L,,106,116,6,4,L 1,
Thu, Nov 14, 2019,8:00p,,Box Score,@,New York Knicks,L,,103,106,6,5,L 2,
Sat, Nov 16, 2019,8:30p,,Box Score,,Toronto Raptors,W,,110,102,7,5,W 1,
Mon, Nov 18, 2019,8:30p,,Box Score,,San Antonio Spurs,W,,117,110,8,5,W 2,
Wed, Nov 20, 2019,7:30p,,Box Score,,Golden State Warriors,W,,142,94,9,5,W 3,
Fri, Nov 22, 2019,8:30p,,Box Score,,Cleveland Cavaliers,W,,143,101,10,5,W 4,
Sun, Nov 24, 2019,3:30p,,Box Score,@,Houston Rockets,W,,137,123,11,5,W 5,
Tue, Nov 26, 2019,8:30p,,Box Score,,Los Angeles Clippers,L,,99,114,11,6,L 1,
Fri, Nov 29, 2019,9:00p,,Box Score,@,Phoenix Suns,W,,120,113,12,6,W 1,
Sun, Dec 1, 2019,4:00p,,Box Score,@,Los Angeles Lakers,W,,114,100,13,6,W 2,
Tue, Dec 3, 2019,7:30p,,Box Score,@,New Orleans Pelicans,W,,118,97,14,6,W 3,
,,,,,,,,,,,,,
Wed, Dec 4, 2019,8:30p,,Box Score,,Minnesota Timberwolves,W,,121,114,15,6,W 4,
Sat, Dec 7, 2019,2:00p,,Box Score,,New Orleans Pelicans,W,,130,84,16,6,W 5,
Sun, Dec 8, 2019,7:00p,,Box Score,,Sacramento Kings,L,,106,110,16,7,L 1,
Thu, Dec 12, 2019,9:00p,,Box Score,@,Detroit Pistons,W,,122,111,17,7,W 1,at Mexico City, Mexico
Sat, Dec 14, 2019,8:30p,,Box Score,,Miami Heat,L,OT,118,122,17,8,L 1,
Mon, Dec 16, 2019,8:00p,,Box Score,@,Milwaukee Bucks,W,,120,116,18,8,W 1,
Wed, Dec 18, 2019,9:30p,,Box Score,,Boston Celtics,L,,103,109,18,9,L 1,
Fri, Dec 20, 2019,8:00p,,Box Score,@,Philadelphia 76ers,W,,117,98,19,9,W 1,
Sun, Dec 22, 2019,3:30p,,Box Score,@,Toronto Raptors,L,,107,110,19,10,L 1,
Thu, Dec 26, 2019,8:00p,,Box Score,,San Antonio Spurs,W,,102,98,20,10,W 1,
Sat, Dec 28, 2019,8:30p,,Box Score,@,Golden State Warriors,W,,141,121,21,10,W 2,
Sun, Dec 29, 2019,9:30p,,Box Score,@,Los Angeles Lakers,L,,95,108,21,11,L 1,
Tue, Dec 31, 2019,8:00p,,Box Score,@,Oklahoma City Thunder,L,,101,106,21,12,L 2,
Thu, Jan 2, 2020,8:30p,,Box Score,,Brooklyn Nets,W,,123,111,22,12,W 1,
Sat, Jan 4, 2020,8:30p,,Box Score,,Charlotte Hornets,L,OT,120,123,22,13,L 1,
Mon, Jan 6, 2020,8:30p,,Box Score,,Chicago Bulls,W,,118,110,23,13,W 1,
Wed, Jan 8, 2020,7:30p,,Box Score,,Denver Nuggets,L,,106,107,23,14,L 1,
Fri, Jan 10, 2020,9:45p,,Box Score,,Los Angeles Lakers,L,,114,129,23,15,L 2,
Sat, Jan 11, 2020,8:30p,,Box Score,,Philadelphia 76ers,W,,109,91,24,15,W 1,
Tue, Jan 14, 2020,10:30p,,Box Score,@,Golden State Warriors,W,,124,97,25,15,W 2,
,,,,,,,,,,,,,
