Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 30, 2013,10:00p,,Box Score,@,Sacramento Kings,L,,88,90,0,1,L 1,
Fri, Nov 1, 2013,9:00p,,Box Score,,Portland Trail Blazers,L,,98,113,0,2,L 2,
Tue, Nov 5, 2013,9:00p,,Box Score,,San Antonio Spurs,L,,94,102,0,3,L 3,
Thu, Nov 7, 2013,9:00p,,Box Score,,Atlanta Hawks,W,,109,107,1,3,W 1,
Fri, Nov 8, 2013,9:00p,,Box Score,@,Phoenix Suns,L,,103,114,1,4,L 1,
Mon, Nov 11, 2013,9:00p,,Box Score,@,Utah Jazz,W,,100,81,2,4,W 1,
Wed, Nov 13, 2013,9:00p,,Box Score,,Los Angeles Lakers,W,,111,99,3,4,W 2,
Fri, Nov 15, 2013,8:00p,,Box Score,,Minnesota Timberwolves,W,,117,113,4,4,W 3,
Sat, Nov 16, 2013,8:00p,,Box Score,@,Houston Rockets,L,,111,122,4,5,L 1,
Mon, Nov 18, 2013,8:00p,,Box Score,@,Oklahoma City Thunder,L,,113,115,4,6,L 2,
Thu, Nov 21, 2013,10:30p,,Box Score,,Chicago Bulls,W,,97,87,5,6,W 1,
Sat, Nov 23, 2013,9:00p,,Box Score,,Dallas Mavericks,W,,102,100,6,6,W 2,
Mon, Nov 25, 2013,8:30p,,Box Score,@,Dallas Mavericks,W,,110,96,7,6,W 3,
Wed, Nov 27, 2013,8:00p,,Box Score,@,Minnesota Timberwolves,W,,117,110,8,6,W 4,
Fri, Nov 29, 2013,9:00p,,Box Score,,New York Knicks,W,,97,95,9,6,W 5,
Sun, Dec 1, 2013,1:00p,,Box Score,@,Toronto Raptors,W,,112,98,10,6,W 6,
Tue, Dec 3, 2013,7:30p,,Box Score,@,Brooklyn Nets,W,,111,87,11,6,W 7,
Wed, Dec 4, 2013,7:00p,,Box Score,@,Cleveland Cavaliers,L,,88,98,11,7,L 1,
Fri, Dec 6, 2013,7:30p,,Box Score,@,Boston Celtics,L,,98,106,11,8,L 2,
Sat, Dec 7, 2013,7:00p,,Box Score,@,Philadelphia 76ers,W,,103,92,12,8,W 1,
,,,,,,,,,,,,,
Mon, Dec 9, 2013,7:00p,,Box Score,@,Washington Wizards,W,,75,74,13,8,W 2,
Fri, Dec 13, 2013,9:00p,,Box Score,,Utah Jazz,L,,93,103,13,9,L 1,
Sun, Dec 15, 2013,8:00p,,Box Score,,New Orleans Pelicans,W,,102,93,14,9,W 1,
Tue, Dec 17, 2013,9:00p,,Box Score,,Oklahoma City Thunder,L,,93,105,14,10,L 1,
Fri, Dec 20, 2013,9:00p,,Box Score,,Phoenix Suns,L,,99,103,14,11,L 2,
Sat, Dec 21, 2013,10:30p,,Box Score,@,Los Angeles Clippers,L,,91,112,14,12,L 3,
Mon, Dec 23, 2013,9:00p,,Box Score,,Golden State Warriors,L,,81,89,14,13,L 4,
Fri, Dec 27, 2013,8:00p,,Box Score,@,New Orleans Pelicans,L,,89,105,14,14,L 5,
Sat, Dec 28, 2013,8:00p,,Box Score,@,Memphis Grizzlies,L,,99,120,14,15,L 6,
Mon, Dec 30, 2013,9:00p,,Box Score,,Miami Heat,L,,94,97,14,16,L 7,
Wed, Jan 1, 2014,9:00p,,Box Score,,Philadelphia 76ers,L,,102,114,14,17,L 8,
Fri, Jan 3, 2014,9:00p,,Box Score,,Memphis Grizzlies,W,,111,108,15,17,W 1,
Sun, Jan 5, 2014,9:30p,,Box Score,@,Los Angeles Lakers,W,,137,115,16,17,W 2,
Tue, Jan 7, 2014,9:00p,,Box Score,,Boston Celtics,W,,129,98,17,17,W 3,
Thu, Jan 9, 2014,10:30p,,Box Score,,Oklahoma City Thunder,W,,101,88,18,17,W 4,
Sat, Jan 11, 2014,9:00p,,Box Score,,Orlando Magic,W,,120,94,19,17,W 5,
Mon, Jan 13, 2014,9:00p,,Box Score,@,Utah Jazz,L,,103,118,19,18,L 1,
Wed, Jan 15, 2014,10:30p,,Box Score,@,Golden State Warriors,W,,123,116,20,18,W 1,
Fri, Jan 17, 2014,9:00p,,Box Score,,Cleveland Cavaliers,L,,109,117,20,19,L 1,
Sun, Jan 19, 2014,8:00p,,Box Score,@,Phoenix Suns,L,,103,117,20,20,L 2,
,,,,,,,,,,,,,
Thu, Jan 23, 2014,10:30p,,Box Score,@,Portland Trail Blazers,L,,105,110,20,21,L 3,
Sat, Jan 25, 2014,9:00p,,Box Score,,Indiana Pacers,W,,109,96,21,21,W 1,
Sun, Jan 26, 2014,9:00p,,Box Score,@,Sacramento Kings,W,,125,117,22,21,W 2,
Wed, Jan 29, 2014,9:00p,,Box Score,,Charlotte Bobcats,L,,98,101,22,22,L 1,
Fri, Jan 31, 2014,9:00p,,Box Score,,Toronto Raptors,L,,90,100,22,23,L 2,
Mon, Feb 3, 2014,9:00p,,Box Score,,Los Angeles Clippers,W,,116,115,23,23,W 1,
Wed, Feb 5, 2014,9:00p,,Box Score,,Milwaukee Bucks,W,,110,100,24,23,W 2,
Fri, Feb 7, 2014,7:30p,,Box Score,@,New York Knicks,L,,90,117,24,24,L 1,
Sat, Feb 8, 2014,7:30p,,Box Score,@,Detroit Pistons,L,,109,126,24,25,L 2,
Mon, Feb 10, 2014,7:00p,,Box Score,@,Indiana Pacers,L,,80,119,24,26,L 3,
Wed, Feb 12, 2014,8:00p,,Box Score,@,Minnesota Timberwolves,L,,90,117,24,27,L 4,
Tue, Feb 18, 2014,9:00p,,Box Score,,Phoenix Suns,L,OT,107,112,24,28,L 5,
Thu, Feb 20, 2014,8:00p,,Box Score,@,Milwaukee Bucks,W,,101,90,25,28,W 1,
Fri, Feb 21, 2014,8:00p,,Box Score,@,Chicago Bulls,L,,89,117,25,29,L 1,
Sun, Feb 23, 2014,8:00p,,Box Score,,Sacramento Kings,L,,95,109,25,30,L 2,
Tue, Feb 25, 2014,9:00p,,Box Score,,Portland Trail Blazers,L,,95,100,25,31,L 3,
Thu, Feb 27, 2014,10:30p,,Box Score,,Brooklyn Nets,L,,89,112,25,32,L 4,
Sat, Mar 1, 2014,10:00p,,Box Score,@,Portland Trail Blazers,L,,96,102,25,33,L 5,
Mon, Mar 3, 2014,9:00p,,Box Score,,Minnesota Timberwolves,L,,128,132,25,34,L 6,
Wed, Mar 5, 2014,8:00p,,Box Score,,Dallas Mavericks,W,,115,110,26,34,W 1,
,,,,,,,,,,,,,
