Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 29, 2014,8:00p,,Box Score,@,New York Knicks,W,,104,80,1,0,W 1,
Fri, Oct 31, 2014,8:00p,,Box Score,,Cleveland Cavaliers,L,OT,108,114,1,1,L 1,
Sat, Nov 1, 2014,8:00p,,Box Score,@,Minnesota Timberwolves,W,,106,105,2,1,W 1,
Tue, Nov 4, 2014,8:00p,,Box Score,,Orlando Magic,W,,98,90,3,1,W 2,
Wed, Nov 5, 2014,8:00p,,Box Score,@,Milwaukee Bucks,W,,95,86,4,1,W 3,
Fri, Nov 7, 2014,7:00p,,Box Score,@,Philadelphia 76ers,W,,118,115,5,1,W 4,
Sat, Nov 8, 2014,8:00p,,Box Score,,Boston Celtics,L,,101,106,5,2,L 1,
Mon, Nov 10, 2014,8:00p,,Box Score,,Detroit Pistons,W,,102,91,6,2,W 1,
Thu, Nov 13, 2014,8:00p,,Box Score,@,Toronto Raptors,W,,100,93,7,2,W 2,
Sat, Nov 15, 2014,8:00p,,Box Score,,Indiana Pacers,L,,90,99,7,3,L 1,
Mon, Nov 17, 2014,10:30p,,Box Score,@,Los Angeles Clippers,W,,105,89,8,3,W 1,
Thu, Nov 20, 2014,10:30p,,Box Score,@,Sacramento Kings,L,,88,103,8,4,L 1,
Fri, Nov 21, 2014,10:30p,,Box Score,@,Portland Trail Blazers,L,,87,105,8,5,L 2,
Mon, Nov 24, 2014,9:00p,,Box Score,@,Utah Jazz,W,,97,95,9,5,W 1,
Tue, Nov 25, 2014,9:00p,,Box Score,@,Denver Nuggets,L,,109,114,9,6,L 1,
Fri, Nov 28, 2014,1:00p,,Box Score,@,Boston Celtics,W,,109,102,10,6,W 1,
Sun, Nov 30, 2014,3:00p,,Box Score,@,Brooklyn Nets,W,,102,84,11,6,W 2,
Tue, Dec 2, 2014,8:00p,,Box Score,,Dallas Mavericks,L,2OT,129,132,11,7,L 1,
Wed, Dec 3, 2014,7:00p,,Box Score,@,Charlotte Hornets,W,,102,95,12,7,W 1,
Sat, Dec 6, 2014,8:00p,,Box Score,,Golden State Warriors,L,,102,112,12,8,L 1,
,,,,,,,,,,,,,
Wed, Dec 10, 2014,8:00p,,Box Score,,Brooklyn Nets,W,,105,80,13,8,W 1,
Fri, Dec 12, 2014,7:00p,,Box Score,,Portland Trail Blazers,W,,115,106,14,8,W 2,
Sun, Dec 14, 2014,6:00p,,Box Score,@,Miami Heat,W,,93,75,15,8,W 3,
Mon, Dec 15, 2014,7:30p,,Box Score,@,Atlanta Hawks,L,,86,93,15,9,L 1,
Thu, Dec 18, 2014,8:00p,,Box Score,,New York Knicks,W,,103,97,16,9,W 1,
Fri, Dec 19, 2014,8:00p,,Box Score,@,Memphis Grizzlies,W,,103,97,17,9,W 2,
Mon, Dec 22, 2014,8:00p,,Box Score,,Toronto Raptors,W,,129,120,18,9,W 3,
Tue, Dec 23, 2014,7:00p,,Box Score,@,Washington Wizards,W,,99,91,19,9,W 4,
Thu, Dec 25, 2014,8:00p,,Box Score,,Los Angeles Lakers,W,,113,93,20,9,W 5,
Sat, Dec 27, 2014,8:00p,,Box Score,,New Orleans Pelicans,W,,107,100,21,9,W 6,
Mon, Dec 29, 2014,7:00p,,Box Score,@,Indiana Pacers,W,,92,90,22,9,W 7,
Tue, Dec 30, 2014,8:00p,,Box Score,,Brooklyn Nets,L,,82,96,22,10,L 1,
Thu, Jan 1, 2015,8:00p,,Box Score,,Denver Nuggets,W,,106,101,23,10,W 1,
Sat, Jan 3, 2015,8:00p,,Box Score,,Boston Celtics,W,OT,109,104,24,10,W 2,
Mon, Jan 5, 2015,8:00p,,Box Score,,Houston Rockets,W,,114,105,25,10,W 3,
Wed, Jan 7, 2015,8:00p,,Box Score,,Utah Jazz,L,,77,97,25,11,L 1,
Fri, Jan 9, 2015,8:00p,,Box Score,@,Washington Wizards,L,,86,102,25,12,L 2,
Sat, Jan 10, 2015,8:00p,,Box Score,,Milwaukee Bucks,W,,95,87,26,12,W 1,
Mon, Jan 12, 2015,8:00p,,Box Score,,Orlando Magic,L,,114,121,26,13,L 1,
Wed, Jan 14, 2015,8:00p,,Box Score,,Washington Wizards,L,,99,105,26,14,L 2,
,,,,,,,,,,,,,
Fri, Jan 16, 2015,7:30p,,Box Score,@,Boston Celtics,W,,119,103,27,14,W 1,
Sat, Jan 17, 2015,8:00p,,Box Score,,Atlanta Hawks,L,,99,107,27,15,L 1,
Mon, Jan 19, 2015,7:30p,,Box Score,@,Cleveland Cavaliers,L,,94,108,27,16,L 2,
Thu, Jan 22, 2015,8:00p,,Box Score,,San Antonio Spurs,W,,104,81,28,16,W 1,
Fri, Jan 23, 2015,8:00p,,Box Score,@,Dallas Mavericks,W,,102,98,29,16,W 2,
Sun, Jan 25, 2015,1:00p,,Box Score,,Miami Heat,L,,84,96,29,17,L 1,
Tue, Jan 27, 2015,10:30p,,Box Score,@,Golden State Warriors,W,OT,113,111,30,17,W 1,
Thu, Jan 29, 2015,10:30p,,Box Score,@,Los Angeles Lakers,L,2OT,118,123,30,18,L 1,
Fri, Jan 30, 2015,10:30p,,Box Score,@,Phoenix Suns,L,,93,99,30,19,L 2,
Wed, Feb 4, 2015,8:00p,,Box Score,@,Houston Rockets,L,,90,101,30,20,L 3,
Sat, Feb 7, 2015,7:00p,,Box Score,@,New Orleans Pelicans,W,,107,72,31,20,W 1,
Sun, Feb 8, 2015,6:00p,,Box Score,@,Orlando Magic,W,,98,97,32,20,W 2,
Tue, Feb 10, 2015,8:00p,,Box Score,,Sacramento Kings,W,,104,86,33,20,W 3,
Thu, Feb 12, 2015,8:00p,,Box Score,,Cleveland Cavaliers,W,,113,98,34,20,W 4,
Fri, Feb 20, 2015,7:30p,,Box Score,@,Detroit Pistons,L,,91,100,34,21,L 1,
Sat, Feb 21, 2015,8:00p,,Box Score,,Phoenix Suns,W,,112,107,35,21,W 1,
