Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Thu, Nov 1, 2012,9:30p,,Box Score,@,San Antonio Spurs,L,,84,86,0,1,L 1,
Fri, Nov 2, 2012,8:00p,,Box Score,,Portland Trail Blazers,W,,106,92,1,1,W 1,
Sun, Nov 4, 2012,7:00p,,Box Score,,Atlanta Hawks,L,,95,104,1,2,L 1,
Tue, Nov 6, 2012,8:00p,,Box Score,,Toronto Raptors,W,,108,88,2,2,W 1,
Thu, Nov 8, 2012,8:00p,,Box Score,@,Chicago Bulls,W,,97,91,3,2,W 2,
Fri, Nov 9, 2012,8:00p,,Box Score,,Detroit Pistons,W,,105,94,4,2,W 3,
Sun, Nov 11, 2012,7:00p,,Box Score,,Cleveland Cavaliers,W,,106,91,5,2,W 4,
Mon, Nov 12, 2012,7:30p,,Box Score,@,Detroit Pistons,W,,92,90,6,2,W 5,
Wed, Nov 14, 2012,8:00p,,Box Score,,Memphis Grizzlies,L,,97,107,6,3,L 1,
Fri, Nov 16, 2012,8:00p,,Box Score,@,New Orleans Hornets,W,,110,95,7,3,W 1,
Sun, Nov 18, 2012,7:00p,,Box Score,,Golden State Warriors,W,,119,109,8,3,W 2,
Wed, Nov 21, 2012,7:30p,,Box Score,,Los Angeles Clippers,W,OT,117,111,9,3,W 3,
Fri, Nov 23, 2012,7:30p,,Box Score,@,Boston Celtics,L,,100,108,9,4,L 1,
Sat, Nov 24, 2012,7:00p,,Box Score,@,Philadelphia 76ers,W,OT,116,109,10,4,W 1,
Mon, Nov 26, 2012,8:00p,,Box Score,,Charlotte Bobcats,W,,114,69,11,4,W 2,
Wed, Nov 28, 2012,8:00p,,Box Score,,Houston Rockets,W,,120,98,12,4,W 3,
Fri, Nov 30, 2012,8:00p,,Box Score,,Utah Jazz,W,,106,94,13,4,W 4,
Sat, Dec 1, 2012,8:00p,,Box Score,@,New Orleans Hornets,W,,100,79,14,4,W 5,
Tue, Dec 4, 2012,7:30p,,Box Score,@,Brooklyn Nets,W,,117,111,15,4,W 6,
Fri, Dec 7, 2012,9:30p,,Box Score,,Los Angeles Lakers,W,,114,108,16,4,W 7,
,,,,,,,,,,,,,
Sun, Dec 9, 2012,7:00p,,Box Score,,Indiana Pacers,W,,104,93,17,4,W 8,
Wed, Dec 12, 2012,8:00p,,Box Score,,New Orleans Hornets,W,,92,88,18,4,W 9,
Fri, Dec 14, 2012,8:00p,,Box Score,,Sacramento Kings,W,,113,103,19,4,W 10,
Mon, Dec 17, 2012,8:00p,,Box Score,,San Antonio Spurs,W,,107,93,20,4,W 11,
Wed, Dec 19, 2012,7:30p,,Box Score,@,Atlanta Hawks,W,,100,92,21,4,W 12,
Thu, Dec 20, 2012,7:00p,,Box Score,@,Minnesota Timberwolves,L,,93,99,21,5,L 1,
Tue, Dec 25, 2012,5:30p,,Box Score,@,Miami Heat,L,,97,103,21,6,L 2,
Thu, Dec 27, 2012,8:00p,,Box Score,,Dallas Mavericks,W,OT,111,105,22,6,W 1,
Sat, Dec 29, 2012,8:00p,,Box Score,@,Houston Rockets,W,,124,94,23,6,W 2,
Mon, Dec 31, 2012,8:00p,,Box Score,,Phoenix Suns,W,,114,96,24,6,W 3,
Wed, Jan 2, 2013,8:00p,,Box Score,,Brooklyn Nets,L,,93,110,24,7,L 1,
Fri, Jan 4, 2013,8:00p,,Box Score,,Philadelphia 76ers,W,,109,85,25,7,W 1,
Sun, Jan 6, 2013,1:00p,,Box Score,@,Toronto Raptors,W,,104,92,26,7,W 2,
Mon, Jan 7, 2013,7:00p,,Box Score,@,Washington Wizards,L,,99,101,26,8,L 1,
Wed, Jan 9, 2013,8:00p,,Box Score,,Minnesota Timberwolves,W,,106,84,27,8,W 1,
Fri, Jan 11, 2013,10:30p,,Box Score,@,Los Angeles Lakers,W,,116,101,28,8,W 2,
Sun, Jan 13, 2013,9:00p,,Box Score,@,Portland Trail Blazers,W,,87,83,29,8,W 3,
Mon, Jan 14, 2013,9:00p,,Box Score,@,Phoenix Suns,W,,102,90,30,8,W 4,
Wed, Jan 16, 2013,8:00p,,Box Score,,Denver Nuggets,W,,117,97,31,8,W 5,
Fri, Jan 18, 2013,9:30p,,Box Score,@,Dallas Mavericks,W,OT,117,114,32,8,W 6,
,,,,,,,,,,,,,
Sun, Jan 20, 2013,8:00p,,Box Score,@,Denver Nuggets,L,OT,118,121,32,9,L 1,
Tue, Jan 22, 2013,10:30p,,Box Score,@,Los Angeles Clippers,W,,109,97,33,9,W 1,
Wed, Jan 23, 2013,10:30p,,Box Score,@,Golden State Warriors,L,,99,104,33,10,L 1,
Fri, Jan 25, 2013,10:00p,,Box Score,@,Sacramento Kings,W,,105,95,34,10,W 1,
Sun, Jan 27, 2013,3:30p,,Box Score,@,Los Angeles Lakers,L,,96,105,34,11,L 1,
Thu, Jan 31, 2013,8:00p,,Box Score,,Memphis Grizzlies,W,,106,89,35,11,W 1,
Sat, Feb 2, 2013,7:30p,,Box Score,@,Cleveland Cavaliers,L,,110,115,35,12,L 1,
Mon, Feb 4, 2013,8:00p,,Box Score,,Dallas Mavericks,W,,112,91,36,12,W 1,
Wed, Feb 6, 2013,8:00p,,Box Score,,Golden State Warriors,W,,119,98,37,12,W 2,
Fri, Feb 8, 2013,8:00p,,Box Score,,Phoenix Suns,W,,127,96,38,12,W 3,
Sun, Feb 10, 2013,8:00p,,Box Score,@,Phoenix Suns,W,,97,69,39,12,W 4,
Tue, Feb 12, 2013,9:00p,,Box Score,@,Utah Jazz,L,,94,109,39,13,L 1,
Thu, Feb 14, 2013,8:00p,,Box Score,,Miami Heat,L,,100,110,39,14,L 2,
Wed, Feb 20, 2013,8:00p,,Box Score,@,Houston Rockets,L,,119,122,39,15,L 3,
Fri, Feb 22, 2013,8:00p,,Box Score,,Minnesota Timberwolves,W,,127,111,40,15,W 1,
Sun, Feb 24, 2013,9:30p,,Box Score,,Chicago Bulls,W,,102,72,41,15,W 2,
Wed, Feb 27, 2013,8:00p,,Box Score,,New Orleans Hornets,W,,119,74,42,15,W 3,
Fri, Mar 1, 2013,10:30p,,Box Score,@,Denver Nuggets,L,,103,105,42,16,L 1,
Sun, Mar 3, 2013,3:30p,,Box Score,@,Los Angeles Clippers,W,,108,104,43,16,W 1,
Tue, Mar 5, 2013,9:30p,,Box Score,,Los Angeles Lakers,W,,122,105,44,16,W 2,
,,,,,,,,,,,,,
Thu, Mar 7, 2013,8:00p,,Box Score,@,New York Knicks,W,,95,94,45,16,W 3,
Fri, Mar 8, 2013,7:00p,,Box Score,@,Charlotte Bobcats,W,,116,94,46,16,W 4,
Sun, Mar 10, 2013,1:00p,,Box Score,,Boston Celtics,W,,91,79,47,16,W 5,
Mon, Mar 11, 2013,8:30p,,Box Score,@,San Antonio Spurs,L,,93,105,47,17,L 1,
Wed, Mar 13, 2013,8:00p,,Box Score,,Utah Jazz,W,,110,87,48,17,W 1,
Fri, Mar 15, 2013,8:00p,,Box Score,,Orlando Magic,W,,117,104,49,17,W 2,
Sun, Mar 17, 2013,7:30p,,Box Score,@,Dallas Mavericks,W,,107,101,50,17,W 3,
Tue, Mar 19, 2013,8:00p,,Box Score,,Denver Nuggets,L,,104,114,50,18,L 1,
Wed, Mar 20, 2013,8:00p,,Box Score,@,Memphis Grizzlies,L,OT,89,90,50,19,L 2,
Fri, Mar 22, 2013,7:00p,,Box Score,@,Orlando Magic,W,,97,89,51,19,W 1,
Sun, Mar 24, 2013,7:00p,,Box Score,,Portland Trail Blazers,W,,103,83,52,19,W 2,
Wed, Mar 27, 2013,8:00p,,Box Score,,Washington Wizards,W,,103,80,53,19,W 3,
Fri, Mar 29, 2013,8:00p,,Box Score,@,Minnesota Timberwolves,L,,93,101,53,20,L 1,
Sat, Mar 30, 2013,8:30p,,Box Score,@,Milwaukee Bucks,W,,109,99,54,20,W 1,
Thu, Apr 4, 2013,9:30p,,Box Score,,San Antonio Spurs,W,,100,88,55,20,W 2,
Fri, Apr 5, 2013,8:00p,,Box Score,@,Indiana Pacers,W,,97,75,56,20,W 3,
Sun, Apr 7, 2013,1:00p,,Box Score,,New York Knicks,L,,120,125,56,21,L 1,
Tue, Apr 9, 2013,9:00p,,Box Score,@,Utah Jazz,W,,90,80,57,21,W 1,
Thu, Apr 11, 2013,10:30p,,Box Score,@,Golden State Warriors,W,,116,97,58,21,W 2,
Fri, Apr 12, 2013,10:00p,,Box Score,@,Portland Trail Blazers,W,,106,90,59,21,W 3,
,,,,,,,,,,,,,
Mon, Apr 15, 2013,8:00p,,Box Score,,Sacramento Kings,W,,104,95,60,21,W 4,
Wed, Apr 17, 2013,8:00p,,Box Score,,Milwaukee Bucks,L,,89,95,60,22,L 1,
