Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Sun, Dec 25, 2011,8:00p,,Box Score,,Orlando Magic,W,,97,89,1,0,W 1,
Mon, Dec 26, 2011,8:00p,,Box Score,@,Minnesota Timberwolves,W,,104,100,2,0,W 2,
Wed, Dec 28, 2011,8:00p,,Box Score,@,Memphis Grizzlies,W,,98,95,3,0,W 3,
Thu, Dec 29, 2011,8:00p,,Box Score,,Dallas Mavericks,W,,104,102,4,0,W 4,
Sat, Dec 31, 2011,8:00p,,Box Score,,Phoenix Suns,W,,107,97,5,0,W 5,
Mon, Jan 2, 2012,8:30p,,Box Score,@,Dallas Mavericks,L,,87,100,5,1,L 1,
Tue, Jan 3, 2012,8:00p,,Box Score,,Portland Trail Blazers,L,,93,103,5,2,L 2,
Fri, Jan 6, 2012,8:00p,,Box Score,,Houston Rockets,W,,109,94,6,2,W 1,
Sat, Jan 7, 2012,8:00p,,Box Score,@,Houston Rockets,W,,98,95,7,2,W 2,
Sun, Jan 8, 2012,7:00p,,Box Score,,San Antonio Spurs,W,,108,96,8,2,W 3,
Tue, Jan 10, 2012,8:00p,,Box Score,@,Memphis Grizzlies,W,,100,95,9,2,W 4,
Wed, Jan 11, 2012,8:00p,,Box Score,@,New Orleans Hornets,W,,95,85,10,2,W 5,
Sat, Jan 14, 2012,8:00p,,Box Score,,New York Knicks,W,,104,92,11,2,W 6,
Mon, Jan 16, 2012,8:00p,,Box Score,@,Boston Celtics,W,,97,88,12,2,W 7,
Wed, Jan 18, 2012,7:00p,,Box Score,@,Washington Wizards,L,,102,105,12,3,L 1,
Sat, Jan 21, 2012,8:00p,,Box Score,@,New Jersey Nets,W,,84,74,13,3,W 1,
Mon, Jan 23, 2012,8:00p,,Box Score,,Detroit Pistons,W,,99,79,14,3,W 2,
Wed, Jan 25, 2012,8:00p,,Box Score,,New Orleans Hornets,W,,101,91,15,3,W 3,
Fri, Jan 27, 2012,10:30p,,Box Score,@,Golden State Warriors,W,,120,109,16,3,W 4,
Mon, Jan 30, 2012,10:30p,,Box Score,@,Los Angeles Clippers,L,,100,112,16,4,L 1,
,,,,,,,,,,,,,
Wed, Feb 1, 2012,8:00p,,Box Score,@,Dallas Mavericks,W,,95,86,17,4,W 1,
Fri, Feb 3, 2012,8:00p,,Box Score,,Memphis Grizzlies,W,,101,94,18,4,W 2,
Sat, Feb 4, 2012,8:30p,,Box Score,@,San Antonio Spurs,L,,96,107,18,5,L 1,
Mon, Feb 6, 2012,10:00p,,Box Score,@,Portland Trail Blazers,W,OT,111,107,19,5,W 1,
Tue, Feb 7, 2012,10:30p,,Box Score,@,Golden State Warriors,W,,119,116,20,5,W 2,
Thu, Feb 9, 2012,10:30p,,Box Score,@,Sacramento Kings,L,,101,106,20,6,L 1,
Fri, Feb 10, 2012,10:30p,,Box Score,@,Utah Jazz,W,,101,87,21,6,W 1,
Tue, Feb 14, 2012,8:00p,,Box Score,,Utah Jazz,W,,111,85,22,6,W 2,
Wed, Feb 15, 2012,8:00p,,Box Score,@,Houston Rockets,L,,95,96,22,7,L 1,
Fri, Feb 17, 2012,8:00p,,Box Score,,Golden State Warriors,W,,110,87,23,7,W 1,
Sun, Feb 19, 2012,8:00p,,Box Score,,Denver Nuggets,W,OT,124,118,24,7,W 2,
Mon, Feb 20, 2012,8:00p,,Box Score,,New Orleans Hornets,W,,101,93,25,7,W 3,
Wed, Feb 22, 2012,7:00p,,Box Score,,Boston Celtics,W,,119,104,26,7,W 4,
Thu, Feb 23, 2012,9:30p,,Box Score,,Los Angeles Lakers,W,,100,85,27,7,W 5,
Wed, Feb 29, 2012,7:00p,,Box Score,@,Philadelphia 76ers,W,,92,88,28,7,W 6,
Thu, Mar 1, 2012,8:00p,,Box Score,@,Orlando Magic,W,,105,102,29,7,W 7,
Sat, Mar 3, 2012,7:00p,,Box Score,@,Atlanta Hawks,L,,90,97,29,8,L 1,
