Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 28, 2009,7:00p,,Box Score,,Philadelphia 76ers,W,,120,106,1,0,W 1,
Fri, Oct 30, 2009,8:00p,,Box Score,@,New Jersey Nets,W,,95,85,2,0,W 2,
Sun, Nov 1, 2009,1:00p,,Box Score,@,Toronto Raptors,W,,125,116,3,0,W 3,
Tue, Nov 3, 2009,7:30p,,Box Score,@,Detroit Pistons,L,,80,85,3,1,L 1,
Wed, Nov 4, 2009,7:00p,,Box Score,,Phoenix Suns,W,,122,100,4,1,W 1,
Fri, Nov 6, 2009,7:00p,,Box Score,,Detroit Pistons,W,,110,103,5,1,W 2,
Sun, Nov 8, 2009,7:00p,,Box Score,@,Oklahoma City Thunder,L,,74,102,5,2,L 1,
Tue, Nov 10, 2009,7:00p,,Box Score,@,Charlotte Bobcats,W,,93,81,6,2,W 1,
Wed, Nov 11, 2009,8:00p,,Box Score,,Cleveland Cavaliers,L,,93,102,6,3,L 1,
Fri, Nov 13, 2009,7:00p,,Box Score,,New Jersey Nets,W,,88,72,7,3,W 1,
Mon, Nov 16, 2009,7:00p,,Box Score,,Charlotte Bobcats,W,,97,91,8,3,W 2,
Wed, Nov 18, 2009,7:00p,,Box Score,,Oklahoma City Thunder,W,,108,94,9,3,W 3,
Fri, Nov 20, 2009,8:00p,,Box Score,@,Boston Celtics,W,,83,78,10,3,W 4,
Sun, Nov 22, 2009,12:30p,,Box Score,@,Toronto Raptors,W,,104,96,11,3,W 5,
Wed, Nov 25, 2009,7:30p,,Box Score,,Miami Heat,L,,98,99,11,4,L 1,
Thu, Nov 26, 2009,8:00p,,Box Score,@,Atlanta Hawks,W,,93,76,12,4,W 1,
Sat, Nov 28, 2009,9:00p,,Box Score,@,Milwaukee Bucks,W,,100,98,13,4,W 2,
Sun, Nov 29, 2009,6:00p,,Box Score,@,New York Knicks,W,,114,102,14,4,W 3,
Wed, Dec 2, 2009,7:00p,,Box Score,,New York Knicks,W,,118,104,15,4,W 4,
Sat, Dec 5, 2009,10:30p,,Box Score,@,Golden State Warriors,W,,126,118,16,4,W 5,
,,,,,,,,,,,,,
Tue, Dec 8, 2009,10:30p,,Box Score,@,Los Angeles Clippers,W,,97,86,17,4,W 6,
Thu, Dec 10, 2009,10:30p,,Box Score,@,Utah Jazz,L,,111,120,17,5,L 1,
Fri, Dec 11, 2009,10:30p,,Box Score,@,Phoenix Suns,L,,103,106,17,6,L 2,
Mon, Dec 14, 2009,7:00p,,Box Score,,Indiana Pacers,W,,106,98,18,6,W 1,
Wed, Dec 16, 2009,7:00p,,Box Score,,Toronto Raptors,W,,118,99,19,6,W 2,
Thu, Dec 17, 2009,8:00p,,Box Score,@,Miami Heat,L,,86,104,19,7,L 1,
Sat, Dec 19, 2009,7:00p,,Box Score,,Portland Trail Blazers,W,,92,83,20,7,W 1,
Mon, Dec 21, 2009,7:00p,,Box Score,,Utah Jazz,W,,104,99,21,7,W 2,
Wed, Dec 23, 2009,7:00p,,Box Score,,Houston Rockets,W,,102,87,22,7,W 3,
Fri, Dec 25, 2009,2:30p,,Box Score,,Boston Celtics,L,,77,86,22,8,L 1,
Wed, Dec 30, 2009,7:00p,,Box Score,,Milwaukee Bucks,W,,117,92,23,8,W 1,
Fri, Jan 1, 2010,8:00p,,Box Score,@,Minnesota Timberwolves,W,,106,94,24,8,W 2,
Sat, Jan 2, 2010,8:00p,,Box Score,@,Chicago Bulls,L,,93,101,24,9,L 1,
Tue, Jan 5, 2010,7:00p,,Box Score,@,Indiana Pacers,L,,90,97,24,10,L 2,
Wed, Jan 6, 2010,7:00p,,Box Score,,Toronto Raptors,L,,103,108,24,11,L 3,
Fri, Jan 8, 2010,7:00p,,Box Score,@,Washington Wizards,L,,97,104,24,12,L 4,
Sat, Jan 9, 2010,7:00p,,Box Score,,Atlanta Hawks,W,,113,81,25,12,W 1,
Tue, Jan 12, 2010,10:00p,,Box Score,@,Sacramento Kings,W,,109,88,26,12,W 2,
Wed, Jan 13, 2010,9:00p,,Box Score,@,Denver Nuggets,L,,97,115,26,13,L 1,
Fri, Jan 15, 2010,10:30p,,Box Score,@,Portland Trail Blazers,L,,87,102,26,14,L 2,
,,,,,,,,,,,,,
Mon, Jan 18, 2010,10:30p,,Box Score,@,Los Angeles Lakers,L,,92,98,26,15,L 3,
Wed, Jan 20, 2010,7:00p,,Box Score,,Indiana Pacers,W,,109,98,27,15,W 1,
Fri, Jan 22, 2010,7:00p,,Box Score,,Sacramento Kings,W,,100,84,28,15,W 2,
Sat, Jan 23, 2010,7:00p,,Box Score,@,Charlotte Bobcats,W,OT,106,95,29,15,W 3,
Mon, Jan 25, 2010,8:00p,,Box Score,@,Memphis Grizzlies,L,,94,99,29,16,L 1,
Thu, Jan 28, 2010,8:00p,,Box Score,,Boston Celtics,W,,96,94,30,16,W 1,
Sat, Jan 30, 2010,7:00p,,Box Score,,Atlanta Hawks,W,,104,86,31,16,W 2,
Sun, Jan 31, 2010,6:00p,,Box Score,@,Detroit Pistons,W,,91,86,32,16,W 3,
Tue, Feb 2, 2010,7:00p,,Box Score,,Milwaukee Bucks,W,,99,82,33,16,W 4,
Fri, Feb 5, 2010,7:00p,,Box Score,,Washington Wizards,L,,91,92,33,17,L 1,
Sun, Feb 7, 2010,2:30p,,Box Score,@,Boston Celtics,W,,96,89,34,17,W 1,
Mon, Feb 8, 2010,8:00p,,Box Score,,New Orleans Hornets,W,,123,117,35,17,W 2,
Wed, Feb 10, 2010,8:00p,,Box Score,@,Chicago Bulls,W,,107,87,36,17,W 3,
Thu, Feb 11, 2010,8:00p,,Box Score,@,Cleveland Cavaliers,L,,106,115,36,18,L 1,
Wed, Feb 17, 2010,7:00p,,Box Score,,Detroit Pistons,W,,116,91,37,18,W 1,
Fri, Feb 19, 2010,8:00p,,Box Score,,Dallas Mavericks,L,,85,95,37,19,L 1,
Sun, Feb 21, 2010,1:00p,,Box Score,,Cleveland Cavaliers,W,,101,95,38,19,W 1,
Wed, Feb 24, 2010,8:30p,,Box Score,@,Houston Rockets,W,,110,92,39,19,W 2,
Fri, Feb 26, 2010,9:30p,,Box Score,@,New Orleans Hornets,L,,93,100,39,20,L 1,
Sun, Feb 28, 2010,7:00p,,Box Score,,Miami Heat,W,,96,80,40,20,W 1,
,,,,,,,,,,,,,
Mon, Mar 1, 2010,7:00p,,Box Score,@,Philadelphia 76ers,W,,126,105,41,20,W 2,
Wed, Mar 3, 2010,7:00p,,Box Score,,Golden State Warriors,W,,117,90,42,20,W 3,
Fri, Mar 5, 2010,8:00p,,Box Score,@,New Jersey Nets,W,,97,87,43,20,W 4,
