Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Oct 28, 2015,7:30p,,Box Score,@,Miami Heat,L,,94,104,0,1,L 1,
Fri, Oct 30, 2015,8:00p,,Box Score,@,Atlanta Hawks,L,,94,97,0,2,L 2,
Sun, Nov 1, 2015,2:00p,,Box Score,,Atlanta Hawks,L,,92,94,0,3,L 3,
Tue, Nov 3, 2015,7:00p,,Box Score,,Chicago Bulls,W,,130,105,1,3,W 1,
Thu, Nov 5, 2015,8:30p,,Box Score,@,Dallas Mavericks,W,,108,94,2,3,W 2,
Sat, Nov 7, 2015,8:30p,,Box Score,@,San Antonio Spurs,L,,94,114,2,4,L 1,
Tue, Nov 10, 2015,8:00p,,Box Score,@,Minnesota Timberwolves,W,,104,95,3,4,W 1,
Wed, Nov 11, 2015,7:00p,,Box Score,,New York Knicks,W,,95,93,4,4,W 2,
Fri, Nov 13, 2015,8:00p,,Box Score,@,Chicago Bulls,L,,97,102,4,5,L 1,
Sun, Nov 15, 2015,5:00p,,Box Score,,Portland Trail Blazers,W,,106,94,5,5,W 1,
Tue, Nov 17, 2015,7:30p,,Box Score,@,New York Knicks,L,,94,102,5,6,L 1,
Wed, Nov 18, 2015,7:00p,,Box Score,,Brooklyn Nets,W,,116,111,6,6,W 1,
Fri, Nov 20, 2015,7:00p,,Box Score,,Philadelphia 76ers,W,,113,88,7,6,W 2,
Mon, Nov 23, 2015,7:00p,,Box Score,,Sacramento Kings,W,OT,127,122,8,6,W 3,
Wed, Nov 25, 2015,7:00p,,Box Score,,Washington Wizards,W,,101,87,9,6,W 4,
Fri, Nov 27, 2015,7:00p,,Box Score,,Cleveland Cavaliers,L,,90,95,9,7,L 1,
Sun, Nov 29, 2015,2:00p,,Box Score,,Milwaukee Bucks,W,,87,82,10,7,W 1,
Wed, Dec 2, 2015,7:00p,,Box Score,,Golden State Warriors,L,,99,116,10,8,L 1,
Sat, Dec 5, 2015,8:00p,,Box Score,@,Chicago Bulls,W,,102,96,11,8,W 1,
Mon, Dec 7, 2015,7:00p,,Box Score,,Detroit Pistons,W,,104,84,12,8,W 2,
,,,,,,,,,,,,,
Wed, Dec 9, 2015,7:00p,,Box Score,,Miami Heat,W,,99,81,13,8,W 3,
Fri, Dec 11, 2015,8:00p,,Box Score,@,Memphis Grizzlies,W,,123,99,14,8,W 4,
Sat, Dec 12, 2015,7:00p,,Box Score,,Boston Celtics,L,,93,98,14,9,L 1,
Wed, Dec 16, 2015,7:00p,,Box Score,@,Orlando Magic,L,,98,113,14,10,L 2,
Thu, Dec 17, 2015,7:00p,,Box Score,,Toronto Raptors,W,OT,109,99,15,10,W 1,
Sat, Dec 19, 2015,7:00p,,Box Score,@,Washington Wizards,L,,101,109,15,11,L 1,
Mon, Dec 21, 2015,8:00p,,Box Score,@,Houston Rockets,L,,95,102,15,12,L 2,
Wed, Dec 23, 2015,7:00p,,Box Score,,Boston Celtics,L,,89,102,15,13,L 3,
Sat, Dec 26, 2015,7:00p,,Box Score,,Memphis Grizzlies,W,,98,92,16,13,W 1,
Mon, Dec 28, 2015,7:00p,,Box Score,,Los Angeles Lakers,W,,108,98,17,13,W 2,
Wed, Dec 30, 2015,7:00p,,Box Score,,Los Angeles Clippers,L,,117,122,17,14,L 1,
Fri, Jan 1, 2016,7:30p,,Box Score,@,Toronto Raptors,L,,94,104,17,15,L 2,
Sat, Jan 2, 2016,7:00p,,Box Score,,Oklahoma City Thunder,L,,90,109,17,16,L 3,
Mon, Jan 4, 2016,10:30p,,Box Score,@,Golden State Warriors,L,,101,111,17,17,L 4,
Wed, Jan 6, 2016,9:00p,,Box Score,@,Phoenix Suns,L,,102,111,17,18,L 5,
Sat, Jan 9, 2016,3:30p,,Box Score,@,Los Angeles Clippers,L,,83,97,17,19,L 6,
Sun, Jan 10, 2016,8:00p,,Box Score,@,Denver Nuggets,L,,92,95,17,20,L 7,
Wed, Jan 13, 2016,7:00p,,Box Score,,Atlanta Hawks,W,,107,84,18,20,W 1,
Fri, Jan 15, 2016,8:00p,,Box Score,@,New Orleans Pelicans,L,,107,109,18,21,L 1,
Sat, Jan 16, 2016,7:00p,,Box Score,,Milwaukee Bucks,L,,92,105,18,22,L 2,
,,,,,,,,,,,,,
Mon, Jan 18, 2016,2:00p,,Box Score,,Utah Jazz,W,2OT,124,119,19,22,W 1,
Wed, Jan 20, 2016,8:00p,,Box Score,@,Oklahoma City Thunder,L,,95,109,19,23,L 1,
Fri, Jan 22, 2016,7:00p,,Box Score,@,Orlando Magic,W,OT,120,116,20,23,W 1,
Sat, Jan 23, 2016,7:00p,,Box Score,,New York Knicks,W,,97,84,21,23,W 2,
Mon, Jan 25, 2016,10:00p,,Box Score,@,Sacramento Kings,W,2OT,129,128,22,23,W 3,
Wed, Jan 27, 2016,9:00p,,Box Score,@,Utah Jazz,L,,73,102,22,24,L 1,
Fri, Jan 29, 2016,10:00p,,Box Score,@,Portland Trail Blazers,L,,91,109,22,25,L 2,
Sun, Jan 31, 2016,9:30p,,Box Score,@,Los Angeles Lakers,W,,101,82,23,25,W 1,
Wed, Feb 3, 2016,7:00p,,Box Score,,Cleveland Cavaliers,W,,106,97,24,25,W 2,
Fri, Feb 5, 2016,7:00p,,Box Score,,Miami Heat,L,,95,98,24,26,L 1,
Sat, Feb 6, 2016,7:00p,,Box Score,,Washington Wizards,W,,108,104,25,26,W 1,
Mon, Feb 8, 2016,7:00p,,Box Score,,Chicago Bulls,W,,108,91,26,26,W 2,
Wed, Feb 10, 2016,7:00p,,Box Score,@,Indiana Pacers,W,,117,95,27,26,W 3,
Fri, Feb 19, 2016,8:00p,,Box Score,@,Milwaukee Bucks,W,,98,95,28,26,W 4,
Sun, Feb 21, 2016,6:00p,,Box Score,@,Brooklyn Nets,W,,104,96,29,26,W 5,
Wed, Feb 24, 2016,7:00p,,Box Score,@,Cleveland Cavaliers,L,,103,114,29,27,L 1,
Fri, Feb 26, 2016,7:00p,,Box Score,@,Indiana Pacers,W,,96,95,30,27,W 1,
Sun, Feb 28, 2016,3:30p,,Box Score,@,Atlanta Hawks,L,,76,87,30,28,L 1,
Tue, Mar 1, 2016,7:00p,,Box Score,,Phoenix Suns,W,,126,92,31,28,W 1,
